query	target	pident	ug_alnlen	y_true
P13196	P22557	55.7	553	1
P82385	O58810	74.1	115	1
P0AEZ1	O80585	32.4	284	1
P35610	O88908	45.1	522	1
Q9I4W3	Q9JZR4	51.5	291	1
P06786	P11388	40	1375	1
Q53554	P80148	44.4	366	1
P38605	P48450	43.9	688	1
Q9Y5K5	P15374	25.5	209	1
O75844	P47154	34.4	417	1
Q9WTZ3	Q14703	96.7	1052	1
P14272	P03952	74.9	638	1
P35228	Q06518	80.5	1147	1
Q14703	Q9WTZ3	96.7	1052	1
P54577	O29482	37.7	319	1
Q01401	P30538	23.2	578	1
Q51344	P0A9Q9	69.2	366	1
P38088	O23627	43.6	620	1
P45563	P46354	45.2	264	1
O35493	P49759	78.6	479	1
Q58813	P32169	15.4	169	1
Q9Y617	Q96255	50.4	362	1
P14604	P30084	86.8	290	1
P22106	P08243	34.9	515	1
P13716	P05373	52.4	328	1
Q16288	Q91044	88.3	825	1
P98194	O75185	66.8	884	1
P07445	P00947	33	125	1
P14900	P45066	19.6	411	1
P53004	P46844	83.1	295	1
Q04400	O95622	95.4	1259	1
P10908	P09394	17.3	231	1
O67728	P37563	24.8	303	1
O13310	P32328	29.2	428	1
Q42524	Q9S725	81.4	554	1
P68187	P46920	29.9	234	1
P14909	Q56232	29.5	381	1
P10799	P14377	19	403	1
Q06173	P18187	64	313	1
Q08211	O60231	22.1	851	1
O24146	Q9S725	72	540	1
Q58923	O74025	56.1	219	1
P28997	P80053	42.8	410	1
O95622	Q04400	95.4	1259	1
Q05469	P16386	86	752	1
P47738	P05091	94.8	516	1
P23228	P17425	84	520	1
P32754	P32755	89.8	393	1
P08103	P07948	69.9	503	1
P45523	Q14318	21.6	102	1
P22243	P22337	86.3	396	1
P28593	P39051	83.3	491	1
P51878	P49662	73.2	368	1
P46920	P68187	30.3	234	1
P22073	O02791	10.1	272	1
P07001	Q13423	50.1	508	1
P13188	P56926	32.3	564	1
P80507	O59570	46.9	165	1
P29562	P38919	68.3	388	1
Q58976	P77918	57.6	299	1
P20586	P42535	17.1	366	1
P49448	P26443	93.9	558	1
P41808	Q39021	36.9	337	1
Q16775	O35952	84.7	308	1
Q03426	Q9R008	81	395	1
O07836	P80523	23.3	175	1
P25526	P51649	55.3	475	1
P81156	P13006	64.7	584	1
P48452	P62136	34	295	1
P30967	P04177	33.1	217	1
Q59112	P55809	17.2	197	1
P76458	Q01103	42.5	217	1
O35491	P49760	96.6	498	1
O66726	P05654	40.9	280	1
O64437	Q38862	87.6	510	1
P93149	P93147	29.9	472	1
P24008	P31214	43.8	243	1
P46882	P27338	20	432	1
P30235	P0A9J6	20.5	299	1
O58035	P0A8M3	12.5	190	1
Q02126	P54818	11.5	240	1
P26236	P12999	19.4	169	1
P13633	P37433	25.3	310	1
P00375	P00374	89.8	187	1
P78540	Q61176	59.5	323	1
P53611	Q02293	27.2	302	1
P00926	P20132	17.9	307	1
Q01782	P42556	80.2	288	1
P80521	O07835	17.1	336	1
Q00973	Q09200	86.8	533	1
P97562	O02767	73.5	681	1
P13009	O09171	19.2	277	1
Q01064	Q01065	95.8	535	1
O26328	Q52428	58	430	1
Q9HH09	P77961	43.3	459	1
P80489	P19496	38.5	404	1
Q62148	P47895	69.6	511	1
P53682	Q13554	37.6	299	1
P20594	P16066	61	1035	1
P09237	P09238	45.2	258	1
Q56310	P29072	41.5	655	1
P22073	P54818	8.8	274	1
P05654	O66726	40.9	280	1
P77690	Q9Y617	8.7	324	1
P04177	P07101	83.7	497	1
P09467	P00636	89.9	338	1
P14377	P10955	17.8	346	1
P05050	P42220	11.3	164	1
P30921	P17692	88.9	713	1
P80523	O07836	23.3	175	1
P23921	P21524	66.7	752	1
P20901	P0ABH7	63.7	423	1
P00381	Q54801	33.5	161	1
P14656	P38561	94.3	356	1
P14904	O36014	32.3	453	1
P09099	P19367	8.2	301	1
O58801	Q9JIA7	9.5	240	1
Q08713	P80857	84.8	211	1
P08417	P07954	65.1	487	1
Q00993	P55144	40.8	839	1
P70236	P52564	97.9	334	1
P47739	P30838	80.3	453	1
P00875	P04717	94.3	475	1
P50336	P56601	28.2	440	1
P43411	P43408	74.4	192	1
P00497	P0AG16	39.6	449	1
P37251	P17597	45.3	566	1
P33402	P19686	49	670	1
P08069	Q60751	95.5	1367	1
P33124	P33121	65	695	1
Q58517	P23509	15.7	188	1
O00746	P15531	57.5	146	1
P41743	P47197	42.5	345	1
P49903	P16456	24.4	318	1
P73283	P22367	23.9	393	1
P77454	P13264	37	291	1
Q9RHV9	O26328	24	412	1
Q92947	Q60759	86.3	435	1
P15559	Q64669	86.4	274	1
Q9JIA7	Q9NRA0	83	616	1
Q9QUJ7	O95573	65.4	707	1
P35559	P14735	95.4	1019	1
Q06518	P35228	80.5	1147	1
P80147	P50554	91.4	500	1
P34790	P62937	66.8	165	1
Q55367	Q59948	76	145	1
Q92830	P16426	11.4	145	1
P29474	P29473	94.2	1203	1
P42630	P16095	73.7	454	1
Q03154	P37111	87.7	407	1
P16276	Q99798	96.9	779	1
Q47066	P28585	79.3	291	1
P12277	P06732	80.5	381	1
Q60759	Q92947	86.3	435	1
P00811	P05364	69.2	377	1
P51691	P15848	23.6	419	1
Q08220	P46413	34.4	459	1
P00591	P11151	27	400	1
P03962	P04717	10.3	225	1
P00723	P00722	28.1	933	1
P0A853	P31013	41.1	455	1
P19808	Q9JZR4	36.1	286	1
P28891	P30431	51.7	201	1
P18314	P07374	60.8	564	1
O58214	Q9UYD1	81.8	192	1
P10955	P23222	54.5	375	1
P29401	P40142	94.7	623	1
P17425	Q01581	94.8	520	1
P48499	P04789	69.6	250	1
P23786	P18886	83.5	658	1
P16098	P10538	66.6	484	1
P09626	P19156	97.5	1033	1
P06653	P81717	11	152	1
Q63270	P28271	96.4	889	1
Q11203	Q02734	97	374	1
P49040	P31922	73	797	1
P00729	P16675	29	369	1
P21397	P21396	87.2	526	1
P30038	P25553	25.2	468	1
P06814	P17655	94	420	1
P16635	Q04760	58.3	156	1
P20132	P09367	75.2	327	1
P0AEJ4	P18392	23.1	409	1
P56542	O62855	72.5	351	1
P00492	P00497	16	110	1
P04399	P10297	18.8	229	1
P97532	P25325	84.8	297	1
P42679	P41242	87.1	505	1
P29253	P0A7Y4	55.4	145	1
P00347	P04035	93	887	1
P15428	P40288	25	233	1
P21954	P33198	60.9	416	1
Q05329	P48318	62.8	571	1
P26997	P15587	57.8	381	1
P97608	P28273	47.9	1234	1
P32961	P32962	90	339	1
P42575	P29594	89.6	452	1
P28313	P06181	43.2	338	1
P43378	P10586	35.8	281	1
P53065	P55265	17.9	336	1
P95474	Q9X2A4	17.5	240	1
P11155	Q39734	75	947	1
Q61176	P07824	93.4	323	1
P77485	P45336	20.6	428	1
Q9Y5Z0	P56817	47.1	466	1
P97864	P55210	82.1	303	1
Q9HWR3	Q9RZA4	27.8	696	1
P06732	P00563	96.5	381	1
O08590	Q16853	82.4	763	1
O31618	P30139	48.4	251	1
Q03469	P94556	35	265	1
P30855	P16575	27.4	1169	1
O34425	P00362	61.8	333	1
P46462	Q9UBP0	34.6	279	1
P20807	P97571	46.1	695	1
Q14318	P45523	21.6	102	1
Q39024	Q39021	54.3	357	1
P08838	P23533	66.8	567	1
Q9R117	P03949	32.3	264	1
P46925	P39898	65.5	452	1
P97821	P53634	77.7	462	1
P30139	O31618	48.6	250	1
P50440	P50442	95.5	423	1
P45985	P52564	52	330	1
P56598	P08515	59.9	216	1
Q54801	P0ABQ4	35.1	158	1
P30140	Q9S498	88.8	377	1
Q07661	P15531	60.1	147	1
O34667	Q9ZMW8	44.5	151	1
P28012	Q43056	80.1	217	1
P43410	P43408	81.7	192	1
O57478	O42479	80.4	400	1
P17988	P50225	78.6	291	1
P39669	P0A6V1	57.2	412	1
P13653	Q42536	71.4	387	1
Q02858	P35590	45.4	1085	1
Q13907	Q42553	51.5	227	1
Q02555	P0A7Y0	23.7	208	1
P08559	P52903	47	380	1
O58187	Q96529	31	329	1
P21860	P48025	32.8	277	1
P38891	P47176	77	375	1
Q40577	Q39761	46.6	542	1
P10182	Q9ZLB9	42.3	328	1
P05656	P24133	34.2	486	1
P14654	P14656	85.6	356	1
Q10156	P51567	36.4	417	1
O07883	O73944	56.5	206	1
P18291	P08311	55	242	1
P00830	P10719	73.7	503	1
P55146	P55144	96.9	880	1
P06279	P00693	19.8	400	1
P20815	P24462	81.7	502	1
P80109	P80108	81.7	839	1
P16497	P23222	18.9	471	1
P13667	P38659	88.4	629	1
P50250	P23526	51.2	430	1
O13837	P17649	48.8	459	1
P52197	P31142	28.2	256	1
P11838	P00798	53.7	320	1
Q12650	P08536	49.2	500	1
P08289	P09242	97.7	524	1
Q02108	P19686	89.1	689	1
O09174	P70473	89.5	381	1
P40376	P05986	47.1	386	1
Q9KPS2	Q56587	90.5	414	1
P00749	P00750	38.6	391	1
P70269	P16228	92.7	397	1
O58321	O07883	55.7	202	1
O66990	P77671	27.4	404	1
Q9P2W7	O94766	53.2	264	1
P36583	P47197	42.7	344	1
P50941	P40288	34	238	1
P00760	P00761	82.2	231	1
P17443	Q01330	16	318	1
P21816	Q16878	92	200	1
O73946	P51979	21.8	622	1
Q51705	P94127	86.5	642	1
P24158	P08246	53.1	253	1
P33121	P18163	85.5	698	1
P30694	Q01647	94.5	966	1
P16662	P36537	87.5	528	1
P77044	P47229	51	282	1
Q15067	P07872	88.5	660	1
P31350	P11157	91.2	389	1
P00966	P16460	96.8	412	1
Q00722	Q9NQ66	44.8	1130	1
P00396	P00395	91.4	512	1
P22894	P03956	56.9	464	1
O43520	P98200	38.5	1096	1
P17571	P11035	73.7	615	1
O26157	P56926	29.1	460	1
P00395	P00396	91.4	512	1
P30181	P11387	37.5	738	1
Q56584	Q9X4Q8	90.8	406	1
Q12053	P22367	21.2	1121	1
Q10714	P24171	13	478	1
Q59266	O66937	43.1	472	1
Q46495	P22076	71.4	126	1
P32440	Q58194	64.9	338	1
Q9NQ66	P10687	97.3	1216	1
P56218	P38062	35.5	289	1
P30101	P27773	93	505	1
P07955	P11560	57.9	432	1
P38698	P95765	17	294	1
O66615	Q9UWU1	33.6	113	1
P09147	Q14376	52.3	336	1
P51451	P08103	62.3	503	1
P30405	P62937	76	163	1
O23736	P46309	91.7	514	1
P70288	Q13547	85.5	478	1
P47227	Q46381	80.7	276	1
O08557	O94760	93.3	285	1
Q61129	P05156	68.2	582	1
O28190	Q58822	45.7	305	1
Q9WYD1	P53228	27.7	188	1
P49862	Q61955	44.4	252	1
P14882	Q13085	25	706	1
P27338	P56560	91.5	520	1
Q04760	P16635	58.3	156	1
P15565	Q23270	32.1	491	1
P48775	P48776	88.6	406	1
Q27893	Q9MYU4	15.1	416	1
Q91604	P11801	26.8	294	1
Q29451	O09159	73.1	996	1
P24027	P20474	66.6	138	1
O75907	P53629	19.1	429	1
P81383	O09046	37.2	459	1
Q92820	Q62867	67.9	317	1
P49012	P06181	90.8	351	1
O88502	O60658	79	822	1
P51567	P49760	41.4	395	1
Q9ZLB9	P00805	49.8	329	1
P42450	P37330	54.8	715	1
P27830	Q14376	23.9	311	0
P27988	P19971	13.9	199	0
P43311	P98073	11	99	0
P43341	P53041	10	195	0
Q14197	O88508	9.6	173	0
P12955	P40051	21.1	405	0
P12996	Q9S498	17.9	296	0
Q9UPE1	P51567	20.7	374	0
P26163	P07328	19.3	380	0
P26164	P07328	13.8	401	0
P26221	P38604	10.4	289	0
P26239	P0A9M0	13.4	244	0
P26281	P17752	11.8	95	0
Q58027	P06986	11.7	317	0
Q58037	Q13085	11.1	270	0
Q58185	Q00511	10.9	240	0
Q58280	P19499	36	251	0
P54493	Q14318	14.3	118	0
Q9WYJ7	P22936	32.9	277	0
P20048	O95622	12.6	279	0
Q07356	P32397	15.9	419	0
Q07510	P54869	13.2	339	0
Q07538	Q9Z188	31.7	342	0
P44684	Q42553	11.3	154	0
P44806	P17443	9.1	310	0
P44814	Q9UZ14	15.5	116	0
P44859	Q51792	13.9	241	0
P42785	Q9UHL4	40.2	462	0
P42941	P05030	10.3	205	0
P25665	P16096	5.8	292	0
Q00019	P15169	17.7	80	0
Q00055	P32440	8.6	274	0
Q00441	O34926	24.2	379	0
Q00511	P56740	11.8	114	0
Q00740	P35520	19.3	278	0
P53730	P76473	11.8	388	0
P22567	Q9X2A4	28.1	269	0
P22643	P27652	18.1	285	0
Q03266	P0AB80	15.1	192	0
Q03723	P07237	12.5	109	0
Q03723	P13667	13.1	124	0
P0AC38	P08417	37.5	462	0
Q57600	P14882	13.8	291	0
P19531	P30920	46.6	699	0
P19636	P07363	9.4	153	0
P34884	P30046	33.9	114	0
P15474	P11653	14.4	124	0
P15505	Q9Y617	10.4	319	0
P15555	P00811	20.6	332	0
Q59639	P54818	10.4	174	0
Q60106	O14773	19.8	505	0
P11444	P08310	25.7	349	0
P11511	Q43250	19.2	468	0
Q9M9K1	P34059	10.5	290	0
P07862	P25051	27.9	295	0
P80668	O75891	39.2	477	0
Q63342	P48728	22.7	359	0
P11436	Q03217	21.4	257	0
P11439	P10844	10.9	131	0
Q04212	P48570	9.7	231	0
Q04609	Q01693	18.8	197	0
P09417	Q01289	10.4	227	0
P09543	P20425	13.8	143	0
P09598	P08183	8.6	230	0
P09786	P38627	13.5	190	0
P09788	P56216	30.9	515	0
P47180	Q01172	14.7	207	0
P13376	P38627	7.6	336	0
P13382	Q9UKV0	14.5	309	0
P71447	P40852	20.1	197	0
P72156	Q9Y2T3	17.8	402	0
P11889	O42446	13.7	247	0
Q07982	O32223	18.2	318	0
P0A877	P42390	30.8	259	0
P0A9T0	P33160	26.4	284	0
P56740	P48596	7.4	99	0
P06988	Q9WYC9	12.9	348	0
P39466	P09384	9.5	141	0
P39581	P13129	18.8	478	0
P06617	P81383	22.7	439	0
P06621	P37111	17.8	349	0
P35816	P70313	11.6	259	0
P35914	Q58595	25.4	278	0
P76473	O13898	9.9	233	0
P77425	P37111	15.7	334	0
P77467	P30084	30.6	253	0
P16932	P22256	28.1	415	0
P17118	P24806	9.6	176	0
P17118	O08590	8.9	230	0
P77541	P0A877	8.9	234	0
P20906	P37251	23.6	503	0
P20932	Q9UJM8	31.8	353	0
Q13526	P40818	23.8	52	0
Q13569	P34791	8.1	86	0
P10349	O22446	10.5	85	0
P10547	Q43155	5.3	128	0
P10613	P00183	12.5	388	0
P51687	P11035	26.8	443	0
P51688	P51691	22	406	0
P51853	P37251	21.9	515	0
P51857	P45376	48.2	314	0
O32223	Q07982	18.2	331	0
O32449	P77044	18	266	0
O34925	O24915	18.3	214	0
O34926	Q00441	24.2	379	0
P14755	P33160	7.2	108	0
Q05115	Q00924	19	207	0
Q05117	P32962	9	236	0
Q05514	P51183	11.8	253	0
P08458	Q13163	28.7	281	0
P08475	P27619	10.2	72	0
P52788	Q9LEL6	12.4	148	0
P23524	Q06210	10.3	258	0
P23616	P08001	16	50	0
P23687	P27487	11.9	621	0
Q43295	Q12650	37	178	0
Q46509	P80456	18.2	864	0
P00914	P21865	14.1	245	0
P55881	P16456	17.2	282	0
P56065	P46462	15.7	79	0
Q62371	Q23977	14.1	401	0
P07003	P37063	29.4	564	0
P07062	P28585	10.4	254	0
P07099	P52705	8.9	232	0
P07099	P42785	9.3	340	0
Q51698	Q46509	15.6	513	0
Q51792	P44859	13.9	240	0
Q51947	Q9X1K9	18	282	0
P05041	P00897	25.9	443	0
P05055	P21513	28.5	70	0
P05164	P80025	49.5	706	0
P37334	P07445	13.8	114	0
P37528	O65355	12.8	176	0
P37552	P19080	18.8	68	0
P14020	P0A6V1	12.4	202	0
P14280	P39116	10.4	267	0
P14300	O88502	11.9	233	0
P32264	P56106	12.3	221	0
P13674	Q14318	13.4	119	0
P54150	P21524	11.2	89	0
P54350	P11275	22.2	256	0
P54462	P05062	7.2	249	0
P18548	P42220	57.6	309	0
P18775	O87948	25.5	742	0
O30011	P48570	13.3	172	0
O31440	P10613	15.9	404	0
O31616	Q63342	23.1	338	0
P46154	Q00796	20.2	342	0
P21964	P49327	12.5	151	0
O09175	P09960	35.5	596	0
P22317	Q9KPS1	11.9	301	0
P22318	Q56584	18.6	74	0
P22319	P19498	24.4	144	0
P38913	P04079	12.2	156	0
P38940	P26827	22.3	423	0
P38998	Q08352	16.8	309	0
P39006	P27115	8.4	76	0
P39049	P05656	5.2	130	0
P32340	P37062	15.1	322	0
P10902	P00363	30.9	487	0
P07328	P26163	18.8	378	0
P07330	P39453	17.6	119	0
Q9L9I7	Q9ZFK4	10.5	220	0
Q9LDH0	P22033	10.2	162	0
O08912	P55241	9.3	277	0
P30986	P09788	12.9	424	0
P31057	Q9ZFK4	9	212	0
P31116	Q07982	10.1	281	0
P31327	P00968	40.2	1044	0
Q00924	Q05115	19	207	0
Q00985	P05326	20.4	280	0
P00644	Q9WVC6	15	141	0
Q60352	Q9X2A4	17.6	235	0
P00968	P31327	39.6	1056	0
P0AFG3	P29401	10.7	557	0
P0AFG8	P29401	17.1	603	0
P0AGE9	P53396	30.5	279	0
P46926	O95336	18	230	0
P46964	P14280	10.6	128	0
P46976	P43123	7.2	172	0
P47096	P75713	9.8	78	0
P47096	P40034	10.5	79	0
Q93099	P42413	8.6	221	0
Q94734	P41222	16.1	179	0
P04993	O15523	12.7	324	0
P04995	P13382	10.8	395	0
Q9Y2T3	P72156	17.8	402	0
Q9Y3D8	P43346	10.4	160	0
Q9Y4K0	P05156	22.2	113	0
P17854	P49915	13	162	0
P17989	P24806	19.5	172	0
P80563	O87948	23.3	746	0
P80644	P00388	15	155	0
P80653	P07872	9.2	203	0
P22320	P19496	24.6	385	0
P22321	P80053	9.7	196	0
P22543	P06784	8.8	462	0
P94571	P81701	18.1	75	0
P00383	P56255	17.3	65	0
P29946	P76038	10.3	177	0
P30046	P34884	33.9	114	0
P29082	P29468	10.5	104	0
Q01693	Q60106	45.5	110	0
Q01738	P04841	15.1	485	0
P21264	P09029	26.2	337	0
P31891	P19496	20.3	391	0
Q02724	Q23977	16.8	260	0
P05314	Q58280	16.2	238	0
P05326	Q00985	20.6	275	0
Q9RFD6	P00459	32.8	259	0
Q9RGS8	P51691	8.8	323	0
Q9RW45	P72156	16.8	338	0
P16640	P37062	21.6	376	0
P16692	Q58897	14.8	221	0
P39315	P40288	12.6	198	0
P39371	Q51705	7.3	314	0
P21513	Q9UKV0	12.7	483	0
P35520	P47998	36.4	320	0
P0A836	P53396	19.1	365	0
Q15392	P30986	13	331	0
Q16134	P81383	9.5	351	0
O24915	O34925	18.3	214	0
O26010	O24035	9.9	130	0
O26232	Q48907	19.8	191	0
P19080	P37552	19.7	67	0
P19449	O66914	10.3	180	0
P36979	P27487	10.5	239	0
P37062	P16640	21	405	0
P37063	P07003	29.4	564	0
P23793	P08078	14.1	292	0
P23830	Q53728	14.4	347	0
P23882	P28037	30.7	292	0
P53215	P21932	12.3	121	0
P53550	P42335	14.7	594	0
P53555	P16932	26.4	417	0
P08011	O14684	37.3	146	0
P08306	Q61147	17.7	75	0
P08310	P11444	25.7	349	0
P08394	P56255	15.6	598	0
P25524	P42084	16.7	368	0
P00183	Q00441	21.7	366	0
P00327	P80175	34.3	361	0
P00363	P10902	30.9	487	0
Q59007	P51688	7.2	240	0
Q59072	Q9Z1J3	14.9	343	0
Q59477	P07639	12.8	311	0
P09172	P98072	6.9	362	0
P09347	P80175	26.8	341	0
P42390	P0A877	30.8	259	0
P42415	P37251	23.4	534	0
P42419	O50580	19	251	0
P49789	P07902	21.8	119	0
Q9UBR1	P32961	20.2	300	0
Q9UBR2	P97821	31.5	217	0
Q9UHG3	O24164	14.8	405	0
Q9UHL4	P42785	40	467	0
Q9UHN1	O23627	12.1	401	0
O35710	P11936	14.6	233	0
P33665	P19686	12.5	139	0
P33767	Q92820	6.6	209	0
Q57609	P16066	14.8	90	0
Q57661	Q9SWE5	15	110	0
Q57843	P58314	33.4	259	0
Q57888	P12996	14	314	0
P24806	P54818	8.8	175	0
P25051	P07862	27.9	295	0
P25052	P27505	17.3	201	0
P40363	P10619	6.3	248	0
P40545	P30140	11.2	195	0
P40818	P09620	14.4	219	0
P40852	P71447	20.1	197	0
P40859	Q63342	19.3	365	0
O00469	O64765	9.6	218	0
P33025	P14540	7.6	236	0
P33160	P0A9T0	26.4	284	0
Q99487	P23687	8.7	217	0
P22907	P16575	13.3	177	0
P22936	Q9WYJ7	32.9	277	0
P22984	Q9X0Z9	33.5	424	0
P23234	P37063	17.8	515	0
P76038	P0A7E5	17.6	208	0
P76215	Q01693	9	262	0
P76270	Q01062	15.7	145	0
O95336	P46926	18	230	0
O95822	P76562	12.5	226	0
O96017	P22216	27.1	431	0
P00175	Q9UJM8	39	348	0
Q06174	O55137	10.7	206	0
Q06401	P00363	13.3	373	0
P18417	Q51705	9	295	0
P50582	P06239	11.5	283	0
P50583	Q13907	16	131	0
P50861	Q42536	13	118	0
P51016	Q58595	20	314	0
P27505	P25052	17.3	201	0
P27616	P00968	6.8	141	0
P27652	P22643	18.3	283	0
P42084	P72156	18.5	378	0
P42085	P41216	11.8	151	0
P42106	P75713	12.3	211	0
P42206	P08310	17.5	351	0
P42220	P18548	57.6	309	0
P49426	P14280	11.5	243	0
P16016	O42479	9.5	240	0
P16027	P19573	8.9	369	0
P15917	O88502	10.3	375	0
Q12737	Q12739	18.5	398	0
P12281	P13009	15	89	0
P30307	Q61214	15.8	241	0
P30636	P38435	14.6	96	0
P30711	P21161	28.3	216	0
P81453	P31717	12	130	0
Q58504	O28190	20.5	268	0
O60733	Q42536	13.5	286	0
P73335	P0A6L4	10.4	216	0
P73832	P29946	18	93	0
P75713	P42106	12	212	0
Q9X0Z9	P22984	33.5	424	0
Q9X2A4	P22567	28.1	269	0
Q9XDH5	Q52428	16.9	89	0
Q9Y2B2	O48741	10.7	117	0
P17554	P14780	10.5	167	0
P17560	P48450	11.2	292	0
Q14693	Q23977	14.2	439	0
Q08352	P07001	28.6	352	0
P08690	P00459	11.7	194	0
Q53728	P23830	14.2	347	0
P46452	Q60099	9.9	156	0
Q43157	P32746	10.9	251	0
P07648	P03018	10.7	586	0
P52278	P47229	20	257	0
P52391	P31922	9.4	147	0
P52700	O24496	16.3	159	0
P45741	P16575	10.9	249	0
P26616	O74024	13.3	317	0
P26829	P29509	29.6	300	0
Q50539	P42898	8.8	223	0
Q51507	P37433	14.2	83	0
Q51697	Q46509	36.9	150	0
P26918	O35952	15.4	214	0
P27115	P44490	9.7	189	0
Q9Z1T6	P51451	10.5	323	0
Q9ZFM2	P05618	10.4	393	0
P22185	P21575	16.6	96	0
P22211	Q23977	13.7	450	0
P22216	O96017	26	444	0
P22256	P16932	27.4	411	0
P29208	P08310	18.1	287	0
O82827	Q12122	9.1	230	0
O86224	P49760	13.2	201	0
O87948	P18775	25.5	742	0
O88351	P08069	15.9	339	0
P35738	Q38854	16.9	306	0
P41543	P04825	10.8	178	0
Q16647	P10613	16.6	448	0
Q16719	P77806	9.2	348	0
Q16769	Q03154	11.3	257	0
O50584	P31013	11	326	0
P42593	P09832	16.9	305	0
O14684	P08011	37.5	145	0
O14735	P97490	12.5	176	0
O14773	Q60106	18.6	508	0
O14832	P18548	11.6	202	0
Q9SD76	Q01647	8.1	554	0
Q9SWE5	P54616	7.6	182	0
O15294	Q14318	19.7	143	0
P56216	P09788	30.6	519	0
P56221	P11275	10.4	142	0
P10746	P0A786	11	206	0
P98191	O60658	10.7	354	0
P28720	P0A7E1	8.5	228	0
P28829	P10506	28.6	253	0
P28861	P20070	19.4	227	0
P48728	Q63342	22.7	359	0
P28248	P06968	23.3	88	0
P28305	P0AB80	20.1	261	0
P38038	P00388	26.4	586	0
P38051	P00897	17.5	400	0
P80025	P05164	49.5	706	0
P80078	P30855	12.5	116	0
P80175	P00327	34.3	361	0
P39730	P56524	13.9	315	0
P39849	P80175	32	361	0
P40034	P45850	12.1	83	0
P40051	P12955	21.1	401	0
O05701	Q50539	14.1	210	0
P48825	P30921	9.5	280	0
P08954	P10687	13.7	167	0
P09029	P21264	26.2	337	0
P09144	P00395	10.5	429	0
P43490	P60174	10.6	194	0
P43567	P18485	10.9	326	0
P00459	Q9RFD6	33	260	0
P00557	P21803	9.7	268	0
Q02795	P11362	12.3	141	0
O43123	P56598	13.3	189	0
O43123	P21266	11.7	186	0
O43462	Q16513	9.6	300	0
O50580	P42419	19	251	0
Q09326	P39669	7.6	224	0
Q09472	Q12923	10	1492	0
P08164	O59072	19.3	172	0
P08165	P09832	18.1	308	0
P08165	Q05756	16.2	308	0
P08178	P55881	16.2	296	0
P08202	P18293	9.8	249	0
P13129	O24146	33.7	527	0
P13298	P18163	9.1	162	0
P58329	P74881	7.8	296	0
P23495	Q55338	10.6	79	0
Q56320	P00175	6.5	194	0
P09933	P05164	43.5	683	0
P0A6K6	P15848	9.5	273	0
P0A6L4	Q9JZR4	26.5	287	0
P38230	P00331	23.8	311	0
Q46920	P48596	17.7	103	0
Q48907	Q9JZR4	9.8	192	0
