query	target	pident	ug_alnlen	y_true
O76240	P50244	70.3	356	1
P26841	P43886	17.2	107	1
Q9UBN7	Q9UKV0	39.5	379	1
P48450	P48449	84.3	732	1
P22894	P03956	56.9	464	1
Q61176	P07824	93.4	323	1
P15088	P09955	50.4	412	1
P28241	O29610	28.9	339	1
Q14191	P15043	29.4	594	1
P04717	P00875	94.3	475	1
P42630	P16095	73.7	454	1
Q16850	Q64654	93.4	503	1
P45877	P23284	69.8	189	1
P46419	P46439	46.9	213	1
P14540	P56109	20.9	281	1
P32755	P32754	89.8	393	1
Q39021	Q39024	54.2	356	1
P12013	P38720	47.4	465	1
P80324	P24552	29.2	330	1
P14272	P03952	74.9	638	1
Q62867	Q92820	67.9	317	1
P25087	P25397	17.3	152	1
Q52428	O26328	58	430	1
O70589	O15075	33.2	277	1
P06653	P81717	11	152	1
O00571	O15523	91.8	660	1
Q26998	P70881	35.7	205	1
P47176	P38891	77	375	1
P37765	P32684	30.9	245	1
Q9UKK3	P09874	20	535	1
P23921	P21524	66.7	752	1
P00751	P04186	83.9	761	1
Q01532	Q13867	38.4	443	1
P12047	Q9X0I0	51.2	427	1
Q9N1E2	P06744	93	558	1
P52564	P70236	97.9	334	1
Q12923	P17706	32.1	280	1
Q57705	Q08960	30.3	303	1
P21524	P23921	66.4	758	1
P56868	P94556	34.7	246	1
Q06053	Q06063	20.3	290	1
Q9YGI5	P11936	58.7	281	1
P48491	P60174	60.7	245	1
Q9UBP0	P46462	33.9	279	1
Q64654	Q16850	93.4	503	1
P29317	Q03145	92.7	975	1
O58187	Q96529	31	329	1
P21310	P35510	29.4	463	1
Q59699	Q18677	44	495	1
P11506	Q9R0K7	95.8	1198	1
Q13867	P70645	93.6	454	1
Q58194	P32440	64.9	338	1
Q13547	P70288	84.5	482	1
Q07841	Q27743	28.8	295	1
Q01103	P76458	42.5	217	1
P0AB80	P38891	21.3	302	1
P70269	P16228	92.7	397	1
P33124	P33121	65	695	1
P16276	Q99798	96.9	779	1
P11560	P07955	57.9	432	1
P54548	Q58897	38.4	297	1
O76083	O70628	84.2	512	1
O35244	O08709	93.3	224	1
P48570	Q12122	90.8	425	1
P23793	P13981	25.8	396	1
P17967	P55059	39.3	453	1
P47227	Q46381	80.7	276	1
P08337	P77788	29.5	123	1
P06276	P04058	51.9	548	1
P55263	P55264	91.1	361	1
Q43908	Q9Y600	27.3	454	1
P35127	P15374	30.1	213	1
P51094	P22310	14.6	379	1
P10586	P23469	42.3	646	1
Q9LEL6	Q9LEL5	51.8	345	1
Q9ULC6	Q9UM07	56.6	657	1
P11073	P39116	19.2	323	1
Q08877	P21575	77.9	851	1
P12807	Q12556	32.3	633	1
P07861	P08473	94.2	750	1
Q55012	O22340	11.2	279	1
P00375	P00374	89.8	187	1
P19866	P25856	81.1	393	1
P49753	O55137	76.2	419	1
O24174	P17202	71.5	497	1
Q03723	P48439	17.8	283	1
Q9ESW8	Q9NXJ5	94.7	209	1
P40376	P05986	47.1	386	1
P05696	Q9WVC6	39.5	354	1
P11558	Q49605	72.8	549	1
Q08462	P26769	95.3	1085	1
O24146	Q9S725	72	540	1
Q54727	Q9UQ49	12.8	336	1
P42216	P44490	43.3	237	1
P06992	P42596	6.1	148	1
Q9UYD1	O58214	81.8	192	1
P44490	P42216	43.3	237	1
Q39024	Q39021	54.3	357	1
P33775	P47190	31.2	675	1
O43847	P35559	31	984	1
Q02323	P30074	69.4	389	1
P82536	P23284	57.8	37	1
Q9S498	P30140	89.3	375	1
Q9S725	Q42524	81.4	554	1
P10724	P94494	42.1	377	1
Q46381	P47227	80.7	276	1
P00639	P11936	80.1	282	1
O32142	P76341	35	107	1
P15309	P24031	13	329	1
P27793	P28777	52.8	361	1
O75716	P50528	25.1	261	1
P38435	O88496	88.1	758	1
Q12320	O24496	31.4	251	1
Q9WZC6	P82385	56.3	123	1
Q9JZR4	P19808	36.1	286	1
Q54801	P0ABQ4	35.1	158	1
Q9NP56	Q9QXQ1	90.4	444	1
Q38882	P55939	91.6	810	1
P55264	P55263	91.1	361	1
Q59643	P13716	41.1	323	1
Q27743	Q07841	28.8	295	1
P39844	P39045	44.2	464	1
O15296	P12527	41.6	667	1
P53759	Q06063	22.8	314	1
P11388	Q02880	67.4	1519	1
Q9X017	P10442	47.3	181	1
P54570	P44684	28.5	177	1
O80840	O15305	60.4	244	1
P95690	P13382	16	774	1
Q12178	O67050	22.6	134	1
P24268	P18242	90.9	407	1
P22789	P17988	38	272	1
Q62190	P07332	35	263	1
P17743	Q58723	11.2	187	1
P00362	O34425	61.8	333	1
O74025	Q58923	56.1	219	1
P29758	P04182	97.7	439	1
P53701	P53702	84.1	268	1
P77510	P52687	40.8	543	1
Q9ZU38	O50083	40.1	227	1
P08430	P22310	61.2	523	1
P00651	P09646	47.6	130	1
P25857	P19866	70.2	396	1
O94925	P13264	94	666	1
P34790	P62937	66.8	165	1
Q9ZMW8	O34667	44.5	151	1
P13377	Q9N1E2	57.2	549	1
P50578	P14550	94.1	325	1
P81054	P81055	61.3	168	1
P00371	P14920	84.7	347	1
O08560	Q13574	96.7	928	1
P15848	P34059	26.4	443	1
P55772	Q9MYU4	63.8	506	1
P09626	P19156	97.5	1033	1
P13667	P38659	88.4	629	1
P11009	P12532	79.1	417	1
P34795	Q9N1E2	45	541	1
P14270	Q08499	97	803	1
O15217	P04904	54	220	1
P56524	Q9UKV0	53.4	932	1
Q06063	P53759	23.1	314	1
P56818	P56817	96.4	501	1
P12530	P16050	81.1	662	1
P00830	P10719	73.7	503	1
P13376	P34795	20.8	427	1
P08001	Q99895	35.9	261	1
P20960	Q02068	41.4	309	1
Q58987	O57978	52.8	230	1
P17649	O13837	48.8	459	1
P22869	P18798	14.4	309	1
P53611	Q02293	27.2	302	1
P0A853	P31013	41.1	455	1
P07902	Q03249	91	379	1
P13955	P0ABQ4	35	156	1
P17692	P30921	88.9	713	1
P21762	Q06830	44.3	191	1
P19498	P80491	50.4	229	1
Q91044	Q16288	88.3	825	1
P06814	P17655	94	420	1
O07836	P80523	23.3	175	1
P04762	P04040	88.9	527	1
P00381	Q54801	33.5	161	1
P48499	P04789	69.6	250	1
P00439	P04176	92.2	452	1
P29474	P29473	94.2	1203	1
P23509	P15280	81.9	512	1
P00750	P11214	80	558	1
P11801	O70589	31.8	284	1
Q04736	P08103	56.8	519	1
P51580	Q9LEL5	9.5	170	1
P32347	P06132	50	350	1
Q05769	P35355	96	604	1
Q9UMR2	P29562	38	383	1
P27158	P04184	95	121	1
P47739	P30838	80.3	453	1
P23786	P18886	83.5	658	1
Q15418	P18961	41.8	337	1
Q06173	P18187	64	313	1
P46413	P48637	88.1	474	1
P81409	O57861	76	1262	1
P51691	P15848	23.6	419	1
P39045	P39844	44.3	463	1
Q21773	Q18677	71.7	483	1
P00655	P09646	18	127	1
P00966	P16460	96.8	412	1
P37146	P69924	20	297	1
P21575	P39054	78	851	1
P06815	P97571	90.3	301	1
P00669	P61823	83.3	150	1
O28126	P25500	10.8	346	1
P17706	P18031	62.6	332	1
Q03145	P29317	92.7	975	1
O34667	Q9ZMW8	44.5	151	1
P08289	P09242	97.7	524	1
Q39761	Q40577	46.6	542	1
P39051	P28593	83.3	491	1
Q9LX12	Q38862	89.8	510	1
Q13393	P70496	90.6	1074	1
Q9X4Q7	Q56589	94.9	198	1
Q9I7A8	Q9FUZ2	35.2	168	1
P32264	P0A7B5	33.5	365	1
P10297	Q40772	36.7	288	1
Q9UX83	P35028	66.6	194	1
P14324	P08524	44.1	347	1
Q56232	P14909	29.7	378	1
P30181	P11387	37.5	738	1
P07955	P11560	57.9	432	1
P38501	P25006	78.5	376	1
P15640	O66949	53.5	419	1
P18187	Q06173	64	313	1
Q53591	Q54873	48.6	958	1
P22253	P18133	91	400	1
P80148	P21553	57.6	374	1
P00897	P09785	46.4	497	1
Q01970	P10687	52.8	1184	1
P39142	P07650	43.7	433	1
O88908	P35610	45.1	522	1
P32684	P37765	30.9	245	1
P00915	P16015	55.1	259	1
P77674	Q62148	36.7	471	1
P51174	P12007	31	416	1
Q9ZHI0	O87703	48.4	659	1
P21865	Q55168	18.4	392	1
P32951	Q00663	51.9	386	1
P30101	P27773	93	505	1
P00798	Q06902	66.5	311	1
P31717	O70310	97.3	496	1
P0AES6	P06786	22.4	521	1
P37433	P13633	25.3	310	1
Q06278	P48034	86.8	1338	1
Q9L1L8	P00512	41	315	1
P19217	P49888	73.9	288	1
P58314	P58315	36.9	250	1
P54869	P54868	89.3	508	1
P21348	Q49168	76.4	297	1
P04789	P48499	69.6	250	1
Q9WV54	Q13510	79.2	394	1
P39928	P30855	18	383	1
P31373	P32929	49.5	385	1
P06239	P06240	96.8	509	1
P32119	P35704	93.4	198	1
P07154	P06797	94.3	334	1
P46309	O23736	91.7	514	1
Q04179	P33022	29.2	308	1
P38604	P48450	39.4	702	1
P09384	P07363	84.6	654	1
Q9P2W7	O94766	53.2	264	1
P55789	Q63042	72.8	197	1
O42807	O59952	26.6	260	1
P93149	P93147	29.9	472	1
P08658	P26876	43.6	284	1
P53582	P0AE18	46.6	255	1
P62136	P36873	90.4	312	1
Q42536	P21218	87.1	401	1
P12295	P13051	57.1	216	1
P18031	P17706	48.7	369	1
P19468	P48506	94.1	637	1
P20815	P24462	81.7	502	1
P70080	P17752	86.8	439	1
P42293	P05656	10.4	377	1
P32477	P48506	39.6	612	1
P17182	P06733	94.7	434	1
Q03217	Q02068	55.6	315	1
Q9QXQ1	Q9NP56	91.5	445	1
P34884	P49172	16.6	54	1
Q01062	O00408	92.2	910	1
Q52087	Q51645	37.3	221	1
P07379	P21642	63.4	621	1
P37634	P26236	7.8	154	1
P00395	P00396	91.4	512	1
Q9WZ44	O32054	51	330	1
P09871	P00736	36.8	658	1
Q9V2F4	O57861	87.2	1430	1
P00727	Q10712	26.9	482	1
Q92185	Q64687	91.5	355	1
P18315	P07374	54.8	91	1
P54149	Q9UJ68	88.5	233	1
O00442	P46849	31	336	1
P50225	P50227	84	295	1
P32660	P98200	32.4	1096	1
P47154	O75844	34.5	418	1
O75715	P21762	10.6	151	1
P27773	P30101	93	505	1
Q29551	P55809	89.8	520	1
P54965	Q13510	13.8	209	1
Q08499	P14270	97	803	1
P94127	Q51705	86.5	642	1
P55929	P14532	43.3	331	1
P0A9B2	P04797	67.9	328	1
P08253	P41245	42.6	645	1
P36888	P05532	29.4	901	1
P04176	P00439	92.2	451	1
Q9F2F0	O31410	53.6	182	1
P42898	O80585	42.8	580	1
P11936	P49183	78.5	284	1
P70288	Q13547	85.5	478	1
Q55664	P56109	39.2	305	1
P56658	P00813	88.7	363	1
O58801	P52429	10.7	198	1
P13382	P95690	15.8	777	1
Q27893	Q9MYU4	15.1	416	1
P0ABH7	P20901	63.7	423	1
Q14432	Q9QXQ1	19.8	419	1
Q9Y948	P0A6L0	22.3	219	1
P0A7Y0	O67082	33.3	211	1
Q56589	Q9X4Q7	94.9	198	1
O42479	P22830	80.9	401	1
P53555	P12995	33.2	416	1
P24817	P24478	57.8	272	1
P00378	P00374	75.4	183	1
P17752	P70080	85.8	444	1
P53178	P17443	13.8	166	1
P27623	O26010	20.1	119	1
O08557	O94760	93.3	285	1
P54455	O26010	17.6	152	1
O24396	Q96529	73.1	476	1
P09989	P24478	96.5	289	1
P15428	P40288	25	233	1
Q9WYC9	P49419	16.4	377	1
Q01401	P30538	23.2	578	1
Q13162	P32119	69.7	195	1
P80857	Q08713	84.8	211	1
Q9R008	Q03426	81	395	1
P43409	P43408	79.6	192	1
Q58037	Q58407	27.3	273	1
Q96551	P31153	66	379	1
O22340	O24474	64.6	625	1
P75823	O07051	52.8	332	1
O59650	O74024	86.4	419	1
Q53554	P80148	44.4	366	1
P30053	O52765	40.5	416	1
P27988	P07650	8.7	194	0
P43311	P98073	11	99	0
P43341	P53041	10	195	0
P12996	Q9S498	17.9	296	0
Q9UPE1	P51567	20.7	374	0
P26163	P07328	19.3	380	0
P26164	P07328	13.8	401	0
P26221	P38604	10.4	289	0
P26239	P0A9M0	13.4	244	0
P26281	P17752	11.8	95	0
P26358	P30181	15.6	307	0
Q58027	P06986	11.7	317	0
Q58185	Q00511	10.9	240	0
Q58280	P19499	36	251	0
Q9WYJ7	P22936	32.9	277	0
P20048	P97490	7.4	461	0
Q07356	P56601	14.5	421	0
Q07538	Q9Z188	31.7	342	0
P44806	P17443	9.1	310	0
P44814	Q9UZ14	15.5	116	0
P44859	Q51792	13.9	241	0
P42941	P05030	10.3	205	0
P25665	P32327	9.7	261	0
Q00019	P15169	17.7	80	0
Q00055	P32440	8.6	274	0
Q00441	O34926	24.2	379	0
Q00511	P56740	11.8	114	0
P16444	P00883	9.3	271	0
P54997	P16575	13.1	235	0
P53730	P76473	11.8	388	0
P22567	Q9X2A4	28.1	269	0
P22643	P27652	18.1	285	0
Q03266	P0AB80	15.1	192	0
P0ABN1	P70245	12.9	101	0
P0AC38	P04424	16.1	383	0
P32964	Q02068	37.7	350	0
Q57600	P32327	10.6	318	0
P19531	P30920	46.6	699	0
P19636	Q64685	16.7	144	0
P15474	P11653	14.4	124	0
P15505	Q9Y617	10.4	319	0
Q59639	P54818	10.4	174	0
Q60106	O14773	19.8	505	0
Q9M9K1	P34059	10.5	290	0
P07862	P25051	27.9	295	0
P80668	O75891	39.2	477	0
Q63342	O31616	23.1	338	0
P11436	Q03217	21.4	257	0
P11439	P10844	10.9	131	0
Q04212	P48570	9.7	231	0
Q04609	P80561	18.9	197	0
P09417	Q01289	10.4	227	0
P09543	Q13574	11	311	0
P09598	Q03471	8.6	232	0
P09786	P38627	13.5	190	0
P09788	P56216	30.9	515	0
P47180	Q01172	14.7	207	0
P71447	P40852	20.1	197	0
P72156	Q9Y2T3	17.8	402	0
P11889	O42446	13.7	247	0
Q07982	O32223	18.2	318	0
P0A877	P42390	30.8	259	0
P0A9T0	P33160	26.4	284	0
P56740	Q00511	12.5	110	0
P56839	P77541	27	283	0
P06988	Q9WYC9	12.9	348	0
P39466	P09384	9.5	141	0
P39581	P10378	20.1	474	0
P06617	P81383	22.7	439	0
P06621	P44514	20.2	349	0
P35816	P70313	11.6	259	0
P35914	Q58595	25.4	278	0
P76473	P33775	12.5	217	0
P77425	P37111	15.7	334	0
P77467	P30084	30.6	253	0
P16932	P22256	28.1	415	0
P17118	P24806	9.6	176	0
P17118	O08590	8.9	230	0
P77541	P56839	27	283	0
P77608	P35505	10.6	198	0
P20580	P28820	37.6	456	0
P20932	Q9UJM8	31.8	353	0
Q13526	P40818	23.8	52	0
Q13569	P34791	8.1	86	0
P10378	Q01574	19.6	486	0
P10547	Q43155	5.3	128	0
P51687	P11035	26.8	443	0
P51688	P51691	22	406	0
P51853	P37251	21.9	515	0
P51857	P45376	48.2	314	0
O32223	Q07982	18.2	331	0
O32449	P77044	18	266	0
O34926	Q00441	24.2	379	0
Q05115	Q00924	19	207	0
Q05117	P32962	9	236	0
Q05514	P51183	11.8	253	0
O66615	P52788	15.3	105	0
P31414	P00395	14.1	405	0
P08458	P36507	27.9	268	0
P52708	P16675	27.5	432	0
P52788	Q9LEL6	12.4	148	0
P23524	Q06210	10.3	258	0
P23616	P08001	16	50	0
P23687	Q99487	7.3	218	0
Q43295	Q12650	37	178	0
Q43503	P20586	12.2	341	0
Q46509	P80456	18.2	864	0
P00914	P21865	14.1	245	0
P55881	P16456	17.2	282	0
P56065	P46462	15.7	79	0
P07003	P37063	29.4	564	0
P07062	P28585	10.4	254	0
P07099	P52705	8.9	232	0
Q51698	Q46509	15.6	513	0
Q51792	P44859	13.9	240	0
Q51947	P52873	11.9	300	0
P05055	P21513	28.5	70	0
P05164	P80025	49.5	706	0
P37334	P07445	13.8	114	0
P37528	O65355	12.8	176	0
P37552	P44815	12	77	0
P14020	P0A6V1	12.4	202	0
P14300	Q08493	7.9	213	0
P14300	Q08499	7.9	213	0
P32322	Q12122	9.7	301	0
P13674	Q14318	13.4	119	0
P53799	P54748	8.6	288	0
P54350	P48609	19.1	251	0
P54462	P05062	7.2	249	0
P18548	P42220	57.6	309	0
P18775	O87948	25.5	742	0
P97564	P13264	8.1	488	0
O30011	P48570	13.3	172	0
O31440	Q16850	16.7	400	0
O31616	Q63342	23.1	338	0
O31662	P00327	4.8	123	0
P46116	P35576	13	220	0
P46154	Q00796	20.2	342	0
O09175	P09960	35.5	596	0
P22317	Q9KPS1	11.9	301	0
P22319	P19498	24.4	144	0
P38913	P04079	12.2	156	0
P38940	P26827	22.3	423	0
P38998	Q08352	16.8	309	0
P39006	P27115	8.4	76	0
P39007	P46971	13.7	217	0
P24155	P24171	25.5	637	0
P32340	P37062	15.1	322	0
P32461	O66726	11.6	179	0
P10902	P00363	30.9	487	0
P07328	P26163	18.8	378	0
P07330	P18769	26.3	114	0
Q9L9I7	P11154	9.2	311	0
Q9LDH0	P22033	10.2	162	0
O08912	P55241	9.3	277	0
P30986	P09788	12.9	424	0
P31057	Q9ZFK4	9	212	0
P31116	Q07982	10.1	281	0
P31327	P00968	40.2	1044	0
Q00924	Q05115	19	207	0
Q00985	P05326	20.4	280	0
P00644	Q9WVC6	15	141	0
P30138	Q27743	13.7	103	0
Q60352	Q9X2A4	17.6	235	0
P00968	P31327	39.6	1056	0
P02794	P22337	15	169	0
P50264	P19643	19.3	403	0
P0AFG3	P29401	10.7	557	0
P0AFG8	P29401	17.1	603	0
P0AGE9	P53396	30.5	279	0
P46926	O95336	18	230	0
P46964	P03949	8.5	116	0
P47096	P75713	9.8	78	0
Q93099	P42413	8.6	221	0
Q94734	P41222	16.1	179	0
P04964	P04406	8.9	231	0
P04993	O15523	12.7	324	0
P04994	Q9RHV9	18.6	79	0
P04995	P13382	10.8	395	0
P80489	P22320	19.6	404	0
Q9Y2T3	P72156	17.8	402	0
Q9Y3D8	P43346	10.4	160	0
P17854	P49915	13	162	0
P80521	Q38854	10.2	267	0
P80522	P23254	14.6	225	0
P80561	Q16769	17	289	0
P80563	O87948	23.3	746	0
P80564	P07773	10.2	72	0
P80644	P00388	15	155	0
P80653	Q08462	9.2	212	0
P22320	P80489	19.6	404	0
P22321	P80053	9.7	196	0
P22543	P06784	8.8	462	0
P94571	P35576	14.6	179	0
P94951	P39928	16.3	106	0
P00383	P56255	17.3	65	0
P29853	Q01401	8.1	402	0
P29082	P25500	9.6	80	0
Q02189	P36553	9.2	206	0
P21164	P33124	10.9	299	0
P21264	P09029	26.2	337	0
P31891	P80489	16.8	421	0
Q02499	P24300	12	278	0
Q02724	Q23977	16.8	260	0
P05314	Q58280	16.2	238	0
P05326	Q00985	20.6	275	0
Q9RFD6	P00459	32.8	259	0
Q9RGS8	P15586	10.8	337	0
Q9RW45	P72156	16.8	338	0
P16640	P37062	21.6	376	0
P16692	Q58897	14.8	221	0
P39315	P40288	12.6	198	0
P39371	Q51705	7.3	314	0
P21513	Q9UKV0	12.7	483	0
P35505	P77608	10.6	198	0
P35520	P47998	36.4	320	0
P0A836	P53396	19.1	365	0
Q15392	P30986	13	331	0
Q16134	P81383	9.5	351	0
O24915	O34925	18.3	214	0
O26010	O24035	9.9	130	0
O26232	Q48907	19.8	191	0
P19449	O66914	10.3	180	0
P36979	Q57888	7.6	239	0
P37062	P16640	21	405	0
P37063	P07003	29.4	564	0
P23830	Q53728	14.4	347	0
P23882	P28037	30.7	292	0
P53215	P21932	12.3	121	0
P53550	P42335	14.7	594	0
P08011	O14684	37.3	146	0
P08017	P38605	9.4	286	0
P08306	Q61147	17.7	75	0
P08310	P42206	17.4	353	0
P08394	P56255	15.6	598	0
P25080	Q46381	10.4	148	0
P25306	P47998	20.8	281	0
P25524	P42084	16.7	368	0
P00183	Q00441	21.7	366	0
P00327	P80175	34.3	361	0
P00363	P10902	30.9	487	0
Q59072	Q9Z1J3	14.9	343	0
Q59477	P07639	12.8	311	0
P09172	P98072	6.9	362	0
P09347	P80175	26.8	341	0
P42371	O05207	24	70	0
P42390	P0A877	30.8	259	0
P42415	P37251	23.4	534	0
P49789	P07902	21.8	119	0
Q9UBR1	P32961	20.2	300	0
Q9UBR2	P97821	31.5	217	0
Q9UHG3	O24164	14.8	405	0
Q9UHN1	P56206	23	395	0
O35710	P11936	14.6	233	0
P33665	P19686	12.5	139	0
P33767	Q92820	6.6	209	0
Q57609	P19687	13.3	90	0
Q57661	Q9SWE5	15	110	0
Q57843	P58314	33.4	259	0
P24806	P54818	8.8	175	0
P25051	P07862	27.9	295	0
P25052	P27505	17.3	201	0
P40363	P10619	6.3	248	0
P40545	P30140	11.2	195	0
P40852	P71447	20.1	197	0
P40859	Q63342	19.3	365	0
O00167	Q23977	19.4	260	0
O00469	Q00985	12.8	180	0
P33160	P0A9T0	26.4	284	0
Q99487	P23687	8.7	217	0
P22907	P16575	13.3	177	0
P22936	Q9WYJ7	32.9	277	0
P22984	Q9X0Z9	33.5	424	0
P23234	P37063	17.8	515	0
P76038	P0A7E5	17.6	208	0
P76215	P29068	12.3	196	0
P76270	Q01062	15.7	145	0
O95336	P46926	18	230	0
O95822	P76562	12.5	226	0
O96017	P22216	27.1	431	0
P00175	Q9UJM8	39	348	0
Q06174	O55137	10.7	206	0
Q06401	P00363	13.3	373	0
P50582	P06239	11.5	283	0
P50583	Q13907	16	131	0
P50740	P00175	18.8	298	0
P51016	Q58595	20	314	0
P27505	P25052	17.3	201	0
P27652	P22643	18.3	283	0
P42084	P72156	18.5	378	0
P42106	P75713	12.3	211	0
P42206	P08310	17.5	351	0
P42220	P18548	57.6	309	0
P49426	P11073	12.6	285	0
P16016	O42479	9.5	240	0
P16027	P19573	8.9	369	0
Q01574	P10378	19.6	486	0
P15917	Q13946	7.6	342	0
Q12737	Q12739	18.5	398	0
Q13085	P24182	31	443	0
P12281	P13009	15	89	0
P30307	Q61214	15.8	241	0
P30636	P38435	14.6	96	0
P30711	P21161	28.3	216	0
Q06121	Q43157	12.9	224	0
P81453	P31717	12	130	0
Q58504	O28190	20.5	268	0
O60547	P80030	8	244	0
O60704	Q9HZN8	10.3	173	0
O60733	Q13574	24	122	0
P73335	Q18677	10.4	244	0
P73832	P37528	15.6	84	0
P75713	P42106	12	212	0
Q9X0Z9	P22984	33.5	424	0
Q9X1K8	O14556	9.3	190	0
Q9X2A4	P22567	28.1	269	0
Q9XDH5	Q52428	16.9	89	0
Q9Y2B2	O48741	10.7	117	0
P17411	Q27743	13.8	291	0
P17554	P08018	6.3	175	0
P17560	P48450	11.2	292	0
Q14693	Q23977	14.2	439	0
Q08352	P38998	16.8	309	0
P08690	P00459	11.7	194	0
Q53728	P23830	14.2	347	0
P24171	P24155	25.5	637	0
P24182	P52873	43	447	0
P46452	Q60099	9.9	156	0
Q43157	P32746	10.9	251	0
P07648	P03018	10.7	586	0
P52278	P47229	20	257	0
P52391	P31922	9.4	147	0
P52700	O24496	16.3	159	0
P45741	P16575	10.9	249	0
Q9VUF8	P05108	21.9	483	0
P26616	O74024	13.3	317	0
P26829	P29509	29.6	300	0
Q50539	P32327	7.8	217	0
Q51507	P37433	14.2	83	0
Q51697	Q46509	36.9	150	0
P27115	P44490	9.7	189	0
Q9Z1T6	P51451	10.5	323	0
Q9ZFM2	P05618	10.4	393	0
P22185	P21575	16.6	96	0
P22211	Q23977	13.7	450	0
P22216	O96017	26	444	0
P22256	P16932	27.4	411	0
P29372	Q9R0K7	10.5	76	0
O82827	Q12122	9.1	230	0
O86224	Q04589	10.1	191	0
O87948	P18775	25.5	742	0
O88351	P08069	15.9	339	0
P35738	Q38854	16.9	306	0
P41543	P04825	10.8	178	0
Q16647	Q64654	19.2	455	0
Q16719	P52878	10.5	341	0
Q16769	Q03154	11.3	257	0
O50584	P31013	11	326	0
P42593	P09832	16.9	305	0
O14684	P08011	37.5	145	0
O14735	P97490	12.5	176	0
O14773	Q60106	18.6	508	0
O14832	P18548	11.6	202	0
Q9SD76	Q01647	8.1	554	0
Q9SWE5	P54616	7.6	182	0
O15294	Q14318	19.7	143	0
P56216	P09788	30.6	519	0
P56221	P37334	10.5	137	0
P10746	P09411	8.3	251	0
P98191	P14270	9.6	371	0
P28820	P20580	37.6	456	0
P28861	P20070	19.4	227	0
P28248	P06968	23.3	88	0
P28305	P0AB80	20.1	261	0
P37747	P56601	9.8	348	0
P38038	P00388	26.4	586	0
P80025	P05164	49.5	706	0
P80078	P30855	12.5	116	0
P80175	P00327	34.3	361	0
P39730	P56524	13.9	315	0
P39849	P80175	32	361	0
P48439	P27773	13.2	115	0
O05701	Q50539	14.1	210	0
P48825	P11498	13.4	238	0
P08954	P10687	13.7	167	0
P09029	P21264	26.2	337	0
P43490	P60174	10.6	194	0
P43567	P18485	10.9	326	0
P00459	Q9RFD6	33	260	0
Q02795	P11362	12.3	141	0
Q03018	O15294	13.6	498	0
O43123	P56598	13.3	189	0
O43123	P21266	11.7	186	0
O50580	P12851	19.7	264	0
Q09326	P39669	7.6	224	0
Q09472	Q12923	10	1492	0
Q10714	P24155	13	509	0
P08148	P14646	12.5	40	0
P08164	O59072	19.3	172	0
P08165	P09832	18.1	308	0
P08165	Q05756	16.2	308	0
P08178	P55881	16.2	296	0
P08202	P18163	11.6	231	0
P55217	P32929	35.7	389	0
P13009	P52873	13.6	248	0
P13129	O24146	33.7	527	0
P13298	P18163	9.1	162	0
P04425	P52873	9.7	257	0
P58329	P74881	7.8	296	0
P23495	P18769	12.7	108	0
Q56320	P00175	6.5	194	0
P09933	P05164	43.5	683	0
P0A6K6	P15848	9.5	273	0
P0A6L4	Q9JZR4	26.5	287	0
Q46920	P56740	10.5	92	0
