query	target	pident	ug_alnlen	y_true
O24474	O22340	64.6	625	1
P77690	Q9Y617	8.7	324	1
P09955	P15086	83.4	416	1
P09960	P19602	92.9	611	1
P19217	P49888	73.9	288	1
Q9ESW8	Q9NXJ5	94.7	209	1
P50227	P50225	84	295	1
Q15274	P43619	43.7	285	1
P07650	P39142	43.7	433	1
P0A8M3	Q9UZ14	26.3	390	1
P09606	P15105	96.5	373	1
P49917	Q08387	22.8	818	1
P22455	P22607	61.5	788	1
O73944	O07883	56.5	206	1
Q9LVI8	P14656	87	354	1
P12295	P13051	57.1	216	1
P22513	Q27890	84.3	357	1
P20020	Q9R0K7	81.6	1197	1
P37747	Q48485	38.2	360	1
P08311	P18291	55	242	1
P07338	P00766	75.5	245	1
Q01330	P16662	16.5	388	1
P27830	Q14376	23.9	311	0
P43311	P98073	11	99	0
P43341	P53041	10	195	0
Q14197	O88508	9.6	173	0
P12955	P40051	21.1	405	0
P12996	Q9S498	17.9	296	0
Q9UPE1	P51567	20.7	374	0
P26163	P07328	19.3	380	0
P26164	P07328	13.8	401	0
P26221	P38604	10.4	289	0
P26239	P0A9M0	13.4	244	0
Q58027	P06986	11.7	317	0
Q58280	P19499	36	251	0
Q9WYJ7	P22936	32.9	277	0
P20048	O95622	12.6	279	0
Q07356	P32397	15.9	419	0
Q07538	Q9Z188	31.7	342	0
P44806	Q01330	12.6	313	0
P44814	Q9UZ14	15.5	116	0
P44859	Q51792	13.9	241	0
P42785	Q9UHL4	40.2	462	0
Q00055	P32440	8.6	274	0
Q00441	O34926	24.2	379	0
Q00511	P56740	11.8	114	0
Q00740	P35520	19.3	278	0
P16444	P73335	10.8	224	0
P54997	P16575	13.1	235	0
P53730	P76473	11.8	388	0
P22567	Q9X2A4	28.1	269	0
P22643	P27652	18.1	285	0
Q03266	P0AB80	15.1	192	0
P0ABN1	P70245	12.9	101	0
P0AC38	P08417	37.5	462	0
P32964	P20960	33.8	318	0
P19531	P30920	46.6	699	0
P19636	Q64685	16.7	144	0
P15474	P11653	14.4	124	0
P15505	Q9Y617	10.4	319	0
P15555	P00811	20.6	332	0
Q59639	P54818	10.4	174	0
Q59643	P42593	9.2	238	0
Q60106	O14773	19.8	505	0
P11444	P08310	25.7	349	0
Q9M9K1	P15848	8	307	0
P07862	P25051	27.9	295	0
P81065	O35543	19.6	178	0
Q63342	P48728	22.7	359	0
P11439	P10844	10.9	131	0
Q04212	P48570	9.7	231	0
Q04609	Q01693	18.8	197	0
P09417	Q01289	10.4	227	0
P09543	Q13574	11	311	0
P09598	P08183	8.6	230	0
P09786	P38627	13.5	190	0
P09788	P56216	30.9	515	0
P47180	Q01172	14.7	207	0
P71447	P40852	20.1	197	0
P72156	Q9Y2T3	17.8	402	0
P11889	O42446	13.7	247	0
Q07982	O32223	18.2	318	0
P0A877	P42390	30.8	259	0
P0A9T0	P33160	26.4	284	0
P56740	P48596	7.4	99	0
P56839	P77541	27	283	0
P06968	P28248	23.3	88	0
P06988	Q59931	13.5	323	0
P39581	P10378	20.1	474	0
P06617	P81383	22.7	439	0
P06621	P44514	20.2	349	0
P35816	P70313	11.6	259	0
P35914	Q58595	25.4	278	0
P76473	O13898	9.9	233	0
P77425	P37111	15.7	334	0
P77467	P30084	30.6	253	0
P16932	P22256	28.1	415	0
P17118	P24806	9.6	176	0
P17118	O08590	8.9	230	0
P77541	P56839	27	283	0
P77608	P35505	10.6	198	0
P20580	P28820	37.6	456	0
P20906	P37251	23.6	503	0
P20932	Q9UJM8	31.8	353	0
Q13569	P34791	8.1	86	0
P10349	O22446	10.5	85	0
P10378	Q01574	19.6	486	0
P10547	Q43155	5.3	128	0
P51687	P11035	26.8	443	0
P51688	P15848	19	400	0
P51853	P37251	21.9	515	0
P51857	P45376	48.2	314	0
O32223	Q07982	18.2	331	0
O32449	P77044	18	266	0
O34926	Q00441	24.2	379	0
P14882	P24182	47.9	441	0
P53178	P25857	10.6	155	0
Q05115	Q55338	8.1	197	0
Q05117	P32962	9	236	0
Q05514	P51183	11.8	253	0
P31414	P08183	10.1	609	0
P08458	Q13163	28.7	281	0
P08475	Q08499	11.7	63	0
P52708	P09620	19	425	0
P52788	P49327	8.1	153	0
P23524	Q06210	10.3	258	0
P23616	P08001	16	50	0
P23687	P27487	11.9	621	0
Q43295	Q12650	37	178	0
Q46509	P80456	18.2	864	0
Q46822	P54570	17.1	137	0
P00914	P21865	14.1	245	0
P00950	P15309	12.3	216	0
P00950	P24031	10.4	214	0
P56065	P46462	15.7	79	0
P07062	P28585	10.4	254	0
P07099	P52705	8.9	232	0
P07099	P42785	9.3	340	0
Q51698	Q46509	15.6	513	0
Q51792	P44859	13.9	240	0
Q51947	Q9X1K9	18	282	0
P05055	P21513	28.5	70	0
P05164	P80025	49.5	706	0
P37334	P07445	13.8	114	0
P37528	P74881	11.1	179	0
P14020	P0A6V1	12.4	202	0
P14280	P39116	10.4	267	0
P14300	O88502	11.9	233	0
P32322	Q12122	9.7	301	0
P13661	P15555	8.7	250	0
P13981	P08078	11.8	294	0
P53799	P54748	8.6	288	0
P54350	P11275	22.2	256	0
P54462	Q57705	11	193	0
P18548	P42220	57.6	309	0
P18775	O87948	25.5	742	0
O30011	P48570	13.3	172	0
O31440	Q16850	16.7	400	0
O31616	Q63342	23.1	338	0
O31662	P00327	4.8	123	0
P46116	P35576	13	220	0
P46154	Q00796	20.2	342	0
P21964	P49327	12.5	151	0
Q92685	O60658	7.1	347	0
O09175	P09960	35.5	596	0
P22317	Q9KPS1	11.9	301	0
P22318	Q56584	18.6	74	0
P22319	P19498	24.4	144	0
P38913	P04079	12.2	156	0
P38940	P26827	22.3	423	0
P38998	Q08352	16.8	309	0
P39006	P27115	8.4	76	0
P39007	O13898	15.1	240	0
P39049	P05656	5.2	130	0
P24155	P24171	25.5	637	0
P32461	O66726	11.6	179	0
P10902	P00363	30.9	487	0
P10908	P0A877	12.3	197	0
P07328	P26163	18.8	378	0
P07330	P18769	26.3	114	0
Q9L9I7	P11154	9.2	311	0
Q9LDH0	P22033	10.2	162	0
O08912	P55241	9.3	277	0
P30986	P09788	12.9	424	0
P31116	Q07982	10.1	281	0
Q00985	P05326	20.4	280	0
P00634	Q59007	10.7	117	0
P00644	P11506	12.7	97	0
P30138	P11959	8	171	0
Q60352	Q9X2A4	17.6	235	0
P02794	P22337	15	169	0
P50264	P19643	19.3	403	0
P0AEZ1	P60174	6.6	210	0
P0AFG3	P29401	10.7	557	0
P0AFG8	P29401	17.1	603	0
P0AG16	P23225	11	438	0
P0AGE9	P53396	30.5	279	0
P46964	P14280	10.6	128	0
P46976	P43123	7.2	172	0
P47096	P75713	9.8	78	0
P47096	P40034	10.5	79	0
Q94734	P41222	16.1	179	0
P04964	P04406	8.9	231	0
P04993	O15523	12.7	324	0
P04994	Q9RHV9	18.6	79	0
Q9Y2T3	P72156	17.8	402	0
Q9Y3D8	P43346	10.4	160	0
P17854	P08243	7.2	191	0
P17989	P24806	19.5	172	0
P80523	P20132	9.4	115	0
P80563	O87948	23.3	746	0
P80564	P42787	12.6	87	0
P80644	P00388	15	155	0
P80653	P07872	9.2	203	0
P22320	P19496	24.6	385	0
P22321	P80053	9.7	196	0
P22543	P36583	9.6	556	0
P94571	P35576	14.6	179	0
P94951	P39928	16.3	106	0
P29946	P76038	10.3	177	0
P30046	P49172	14.2	55	0
P29082	P25500	9.6	80	0
Q01738	P04841	15.1	485	0
Q02189	P36553	9.2	206	0
P20960	P32964	33.8	318	0
P21164	P33124	10.9	299	0
P21264	P09029	26.2	337	0
P21310	P04424	8.1	330	0
Q02293	P48449	11.7	274	0
Q02499	P42850	46.3	109	0
Q02724	Q23977	16.8	260	0
P05314	Q58280	16.2	238	0
P05326	Q00985	20.6	275	0
Q9RFD6	P00459	32.8	259	0
Q9RGS8	P15586	10.8	337	0
Q9RW45	P72156	16.8	338	0
P16640	P11959	16.1	351	0
P16692	Q58897	14.8	221	0
P39371	Q51705	7.3	314	0
P21513	Q9UKV0	12.7	483	0
P35505	P77608	10.6	198	0
P35520	P47998	36.4	320	0
P0A7B5	O31749	18	222	0
P0A836	P53396	19.1	365	0
Q15392	P30986	13	331	0
Q16134	P81383	9.5	351	0
O24915	O34925	18.3	214	0
O26010	O24035	9.9	130	0
O26232	P48491	9.8	202	0
P69327	P17692	34.9	97	0
P19080	P58329	14.5	78	0
P19449	O66914	10.3	180	0
P36979	P27487	10.5	239	0
P37063	P37251	26.6	535	0
P23830	Q53728	14.4	347	0
P53215	P21932	12.3	121	0
P53550	Q23977	16.7	682	0
P08011	O14684	37.3	146	0
P08306	P19573	21.6	78	0
P08306	P94127	23.8	79	0
P08310	P11444	25.7	349	0
P08394	P56255	15.6	598	0
P25080	Q46381	10.4	148	0
P25524	P42084	16.7	368	0
P00183	Q00441	21.7	366	0
P00327	P80175	34.3	361	0
P00363	P10902	30.9	487	0
Q59072	Q9Z1J3	14.9	343	0
Q59477	P07639	12.8	311	0
P09172	P98072	6.9	362	0
P09347	P80175	26.8	341	0
P42390	P0A877	30.8	259	0
P42419	O50580	19	251	0
P49789	P07902	21.8	119	0
Q9UBR1	P32961	20.2	300	0
Q9UBR2	P14080	23.6	212	0
Q9UHL4	P42785	40	467	0
Q9UHN1	P56206	23	395	0
P33665	P19686	12.5	139	0
P33767	Q92820	6.6	209	0
Q57609	P16066	14.8	90	0
Q57661	Q9SWE5	15	110	0
Q57764	P98072	8.6	88	0
Q57843	P58314	33.4	259	0
P24806	P54818	8.8	175	0
P25051	P07862	27.9	295	0
P25052	P27505	17.3	201	0
P40363	P07140	8.3	233	0
P40852	P71447	20.1	197	0
P40859	Q63342	19.3	365	0
O00167	Q23977	19.4	260	0
O00469	O64765	9.6	218	0
P33025	P48570	11.8	246	0
P33025	Q12122	12.1	245	0
P33160	P0A9T0	26.4	284	0
Q99487	P23687	8.7	217	0
P22907	P16575	13.3	177	0
P22936	Q9WYJ7	32.9	277	0
P22984	Q9X0Z9	33.5	424	0
P76038	P0A7E5	17.6	208	0
P76215	Q01693	9	262	0
P76270	Q01062	15.7	145	0
O95336	Q01289	9.8	154	0
O95822	P76562	12.5	226	0
O96017	P22216	27.1	431	0
P00175	Q9UJM8	39	348	0
Q06401	P00363	13.3	373	0
P18417	Q51705	9	295	0
P50582	P06239	11.5	283	0
P50740	P00175	18.8	298	0
P27505	P25052	17.3	201	0
P27652	P22643	18.3	283	0
P42084	P72156	18.5	378	0
P42085	P41216	11.8	151	0
P42206	P08310	17.5	351	0
P42220	P18548	57.6	309	0
P49426	P14280	11.5	243	0
P16016	O42479	9.5	240	0
P16027	P19573	8.9	369	0
Q01574	P10378	19.6	486	0
P15917	O88502	10.3	375	0
Q12737	P37064	16.6	395	0
Q13085	P24182	31	443	0
P30538	P38940	16.1	505	0
P30636	P38435	14.6	96	0
P30711	P21161	28.3	216	0
Q06121	Q43157	12.9	224	0
P81453	P31717	12	130	0
Q58504	O28190	20.5	268	0
O60704	P16304	11.1	175	0
O60733	Q13574	24	122	0
P73335	Q18677	10.4	244	0
P73832	P29946	18	93	0
P75713	Q46938	12	174	0
Q9X0Z9	P22984	33.5	424	0
Q9X2A4	P22567	28.1	269	0
Q9XDH5	Q52428	16.9	89	0
Q9Y2B2	O48741	10.7	117	0
P17554	P08018	6.3	175	0
P17560	P48450	11.2	292	0
Q14693	Q23977	14.2	439	0
Q08352	P07001	28.6	352	0
P08690	P00459	11.7	194	0
Q9UJM8	P20932	31.6	356	0
Q53728	P23830	14.2	347	0
P24171	P24155	25.5	637	0
P24182	P14882	47.9	441	0
P46436	O73888	41.3	197	0
P46452	Q60099	9.9	156	0
Q43157	P32746	10.9	251	0
P07648	P03018	10.7	586	0
P52391	P31922	9.4	147	0
P52700	O24496	16.3	159	0
P45741	P16575	10.9	249	0
Q9VUF8	P24462	18.5	425	0
P26616	O74024	13.3	317	0
P26829	P29509	29.6	300	0
Q50539	P32327	7.8	217	0
Q51507	P30855	17	89	0
Q51697	Q46509	36.9	150	0
P27115	P44490	9.7	189	0
Q9Z1T6	P51451	10.5	323	0
Q9ZFM2	P05618	10.4	393	0
P22185	P21575	16.6	96	0
P22211	Q23977	13.7	450	0
P22216	O96017	26	444	0
P22256	P16932	27.4	411	0
P29372	Q9R0K7	10.5	76	0
O82827	Q12122	9.1	230	0
O86224	P49760	13.2	201	0
O87948	P18775	25.5	742	0
P35738	Q38854	16.9	306	0
P41543	P04825	10.8	178	0
Q16647	Q64654	19.2	455	0
Q16719	P77806	9.2	348	0
O50584	P31013	11	326	0
P42593	P09832	16.9	305	0
O14684	P08011	37.5	145	0
O14735	P97490	12.5	176	0
O14773	Q60106	18.6	508	0
O14832	P18548	11.6	202	0
Q9SD76	Q01647	8.1	554	0
Q9SWE5	P54616	7.6	182	0
O15294	Q14318	19.7	143	0
P56216	P09788	30.6	519	0
P10746	P0A786	11	206	0
P98191	P14270	9.6	371	0
P28820	P20580	37.6	456	0
P28829	P10506	28.6	253	0
P28861	P20070	19.4	227	0
P48728	Q63342	22.7	359	0
P28248	P06968	23.3	88	0
P28305	P0AB80	20.1	261	0
P38038	P00388	26.4	586	0
P03962	P11154	11.1	238	0
P80025	P05164	49.5	706	0
P80078	P30855	12.5	116	0
P80175	P00327	34.3	361	0
P39849	P80175	32	361	0
P40034	P45850	12.1	83	0
P40051	P12955	21.1	401	0
P48439	P27773	13.2	115	0
O05701	Q50539	14.1	210	0
P48825	P11498	13.4	238	0
P08954	P10688	14.1	153	0
P09029	P21264	26.2	337	0
P09144	P00395	10.5	429	0
P43490	P60174	10.6	194	0
P43567	P18485	10.9	326	0
P00459	Q9RFD6	33	260	0
P00492	O42479	10.5	111	0
P00557	P21803	9.7	268	0
Q02795	P11362	12.3	141	0
O43123	P56192	11.5	192	0
O43462	Q16513	9.6	300	0
O50580	P42419	19	251	0
Q09326	P39669	7.6	224	0
Q09472	Q23977	12.1	813	0
Q10714	P24155	13	509	0
P08148	P14646	12.5	40	0
P08164	O59072	19.3	172	0
P08165	P09832	18.1	308	0
P08165	Q05756	16.2	308	0
P08178	P16456	15.6	278	0
P55217	P13254	36.8	385	0
P13009	P52873	13.6	248	0
P13129	O24146	33.7	527	0
P13298	P18163	9.1	162	0
P04424	P0AC38	15.9	393	0
P04425	P52873	9.7	257	0
P58329	P74881	7.8	296	0
P23495	Q55338	10.6	79	0
Q56320	P00175	6.5	194	0
P09933	P05164	43.5	683	0
P0A6L4	Q9JZR4	26.5	287	0
P38230	P00331	23.8	311	0
Q46920	P48596	17.7	103	0
