query	target	pident	ug_alnlen	y_true
Q12882	Q28943	92.6	1025	1
Q99040	P53051	32.9	531	1
Q9MYU4	P55772	63.8	506	1
Q92185	Q64687	91.5	355	1
P07237	P04785	93.7	507	1
Q29449	Q9Y2Q0	96	1149	1
O23736	P46309	91.7	514	1
P56526	Q9C0Y4	44	923	1
Q57764	P00862	14.2	144	1
P14646	Q07343	96.6	736	1
P80523	O07836	23.3	175	1
Q03154	P37111	87.7	407	1
P13006	P81156	64.7	584	1
P22887	P15531	62.2	150	1
P93736	P96142	36.2	857	1
P00749	Q99895	30.6	246	1
Q14376	P09147	52.3	336	1
P16870	Q00493	96.6	476	1
P11926	P09057	91.5	461	1
O02791	P54818	82.5	677	1
Q92685	P38179	35.3	387	1
P47855	P38483	64.6	229	1
Q12913	P23467	25.4	1087	1
P16603	P16435	31.3	643	1
P14655	Q43127	76.9	424	1
Q01289	Q42536	80.5	398	1
P44916	P39464	28.2	320	1
Q9WYI1	O67049	36	246	1
P00455	P10933	80.7	360	1
Q01740	P50285	83.2	532	1
P04040	P04762	88.9	527	1
Q12674	P98200	27.3	1074	1
P37610	O75936	16	227	1
Q49168	P21348	76.4	297	1
P56818	P56817	96.4	501	1
Q9P2W7	O94766	53.2	264	1
P00639	P11936	80.1	282	1
Q64514	P29144	95.3	1249	1
P14518	P14080	49.3	211	1
P14909	Q56232	29.5	381	1
P18798	P22869	13.7	313	1
P80595	O75354	27.5	411	1
P97697	P09467	11.6	239	1
P42575	P29594	89.6	452	1
Q9QXQ1	Q9NP56	91.5	445	1
P16703	P47998	43	292	1
P21889	P36419	48.1	569	1
Q08462	P26769	95.3	1085	1
P80319	O74024	84.5	419	1
P00448	P04179	40	188	1
P05108	P00189	72.7	520	1
P07948	P08103	69.9	503	1
Q60860	Q16873	88	150	1
P54707	P19156	63.2	1032	1
P07861	P08473	94.2	750	1
P14751	P42596	11.7	84	1
P26045	P29074	50.2	893	1
P15640	O66949	53.5	419	1
Q63151	O95573	92.3	720	1
Q92729	Q15262	58.2	1381	1
P53720	Q06063	22.6	286	1
P11155	Q39734	75	947	1
P96142	P93736	36.2	857	1
O13898	P33775	32.9	702	1
P32951	Q00663	51.9	386	1
P55263	P55264	91.1	361	1
Q13162	P32119	69.7	195	1
Q15678	P26045	20.1	821	1
P04762	P04040	88.9	527	1
P41277	P40106	92.4	250	1
P41562	P33198	70	407	1
P10297	Q40772	36.7	288	1
P10688	P51178	91.2	756	1
P08541	P36511	77.9	530	1
Q55367	Q59948	76	145	1
P17635	Q99518	86.3	535	1
P54495	O05510	25.5	274	1
P17948	P35916	37.5	1253	1
Q63707	P32746	49.1	382	1
P17988	P50225	78.6	291	1
Q08387	P49916	15.1	723	1
O58877	P82197	14.1	225	1
Q50940	P00915	29.6	217	1
Q28824	P29294	87.3	1145	1
P00864	Q01647	38.9	882	1
P29930	P31570	39.8	194	1
P00492	P00497	16	110	1
P04179	O93724	43.2	197	1
Q04179	P33022	29.2	308	1
O66990	P77671	27.4	404	1
Q60099	Q52087	38.9	219	1
P17692	P30921	88.9	713	1
Q9WYD1	P53228	27.7	188	1
P28300	P16636	85.1	411	1
P31512	Q99518	54.4	525	1
P19174	P16885	51.5	1166	1
P09622	P09623	96.2	509	1
P00966	P16460	96.8	412	1
P28891	P30431	51.7	201	1
Q55168	Q9RZA4	33.3	700	1
P53555	P12995	33.2	416	1
P27830	Q14376	23.9	311	0
P27988	P07650	8.7	194	0
P43311	P98073	11	99	0
P43341	P53041	10	195	0
Q14197	O88508	9.6	173	0
P12955	P40051	21.1	405	0
P12996	Q9S498	17.9	296	0
P26163	P07328	19.3	380	0
P26164	P07328	13.8	401	0
P26221	P38604	10.4	289	0
P26239	P0A9M0	13.4	244	0
P26281	P17752	11.8	95	0
Q58027	P06986	11.7	317	0
Q58185	Q00511	10.9	240	0
Q58280	P05314	16.2	221	0
Q9WYJ7	P22936	32.9	277	0
P20048	O95622	12.6	279	0
Q07356	P32397	15.9	419	0
Q07538	Q9Z188	31.7	342	0
P44806	P17443	9.1	310	0
P44814	Q9UZ14	15.5	116	0
P44859	Q51792	13.9	241	0
P42785	Q9UHL4	40.2	462	0
P42941	P05030	10.3	205	0
P25665	P32327	9.7	261	0
Q00019	P15169	17.7	80	0
Q00441	O34926	24.2	379	0
Q00511	Q05915	9.9	97	0
Q00740	P35520	19.3	278	0
P16444	P00883	9.3	271	0
P54997	P16575	13.1	235	0
P53730	P76473	11.8	388	0
P22567	Q9X2A4	28.1	269	0
Q03266	P0AB80	15.1	192	0
P0ABN1	P70245	12.9	101	0
P0AC38	P08417	37.5	462	0
P32785	O75891	15.5	277	0
P32964	Q02068	37.7	350	0
Q57600	P14882	13.8	291	0
P19531	P30920	46.6	699	0
P34884	P30046	33.9	114	0
P15474	P11653	14.4	124	0
P15505	Q59072	12.2	296	0
P15555	P00811	20.6	332	0
P46849	Q9S400	10.4	190	0
Q59639	P54818	10.4	174	0
Q60106	O14773	19.8	505	0
P11444	P08310	25.7	349	0
P11511	Q43250	19.2	468	0
Q9M9K1	P34059	10.5	290	0
P07862	P25051	27.9	295	0
P80668	O75891	39.2	477	0
P11436	Q03217	21.4	257	0
P11439	P10844	10.9	131	0
Q04609	Q01693	18.8	197	0
P09417	Q01289	10.4	227	0
P09543	Q13574	11	311	0
P09786	P38627	13.5	190	0
P09788	P56216	30.9	515	0
P47180	Q01172	14.7	207	0
P71447	P40852	20.1	197	0
P72156	Q9Y2T3	17.8	402	0
P11889	O42446	13.7	247	0
P0A877	P42390	30.8	259	0
P0A9T0	P33160	26.4	284	0
P56839	P77541	27	283	0
P06875	P08417	12	155	0
P06988	Q9WYC9	12.9	348	0
P39466	P09384	9.5	141	0
P39581	P10378	20.1	474	0
P06617	O09046	23.8	442	0
P06621	P44514	20.2	349	0
P35816	P70313	11.6	259	0
P76473	O13898	9.9	233	0
P77467	P30084	30.6	253	0
P16932	P22256	28.1	415	0
P17118	P24806	9.6	176	0
P17118	O08590	8.9	230	0
P77541	P56839	27	283	0
P77690	O07051	14.6	301	0
P20580	P28820	37.6	456	0
P20906	P37251	23.6	503	0
Q13219	P29318	7.4	381	0
Q13526	P40818	23.8	52	0
Q13569	P34791	8.1	86	0
P10349	O22446	10.5	85	0
P10378	Q01574	19.6	486	0
P10547	P47180	5.7	200	0
P51687	P11035	26.8	443	0
P51853	P37251	21.9	515	0
P51857	P45376	48.2	314	0
O32223	P46844	14.1	283	0
O32449	P77044	18	266	0
O34926	Q00441	24.2	379	0
P14882	P24182	47.9	441	0
Q05115	Q00924	19	207	0
Q05117	P32962	9	236	0
Q05514	P51183	11.8	253	0
O65355	P38627	15.3	217	0
P31414	P08183	10.1	609	0
P08458	Q13163	28.7	281	0
P08475	Q08499	11.7	63	0
P52708	P16675	27.5	432	0
P52788	Q9LEL6	12.4	148	0
P23524	Q06210	10.3	258	0
P23616	P08001	16	50	0
Q46509	P80456	18.2	864	0
P00914	P14755	15.2	244	0
P55881	P16456	17.2	282	0
P56065	P46462	15.7	79	0
P07003	P37251	27.4	532	0
P07062	P28585	10.4	254	0
P07099	P52705	8.9	232	0
P07099	P42785	9.3	340	0
Q51698	Q46509	15.6	513	0
Q51792	P44859	13.9	240	0
Q51947	Q9X1K9	18	282	0
P05055	P21513	28.5	70	0
P05164	P80025	49.5	706	0
P37334	P07445	13.8	114	0
P37528	O65355	12.8	176	0
P37552	P19080	18.8	68	0
P14020	P0A6V1	12.4	202	0
P14280	P49426	11.2	242	0
P14300	O88502	11.9	233	0
P32322	P20020	7.4	278	0
P13674	Q14318	13.4	119	0
P53799	P54748	8.6	288	0
P54350	P11275	22.2	256	0
P54462	P05062	7.2	249	0
P18548	P42220	57.6	309	0
P18775	O87948	25.5	742	0
O30011	P51016	11.5	184	0
O31440	Q16850	16.7	400	0
O31616	P40859	20.4	351	0
O31662	P00327	4.8	123	0
P46116	P35576	13	220	0
P46154	Q00796	20.2	342	0
P21964	P49327	12.5	151	0
O09046	P06617	23.5	450	0
O09175	P09960	35.5	596	0
P22317	Q9KPS1	11.9	301	0
P22318	Q56584	18.6	74	0
P22319	P19498	24.4	144	0
P38913	P04079	12.2	156	0
P38940	P26827	22.3	423	0
P38986	P51878	8.2	131	0
P38998	Q08352	16.8	309	0
P39007	O13898	15.1	240	0
P39049	P05656	5.2	130	0
P24031	P36623	12.1	196	0
P24155	Q10714	12.9	514	0
P32340	P37062	15.1	322	0
P32461	P77918	9.1	185	0
P10902	P00363	30.9	487	0
P07328	P26163	18.8	378	0
P07330	P18769	26.3	114	0
Q9L9I7	P11154	9.2	311	0
Q9LDH0	P22033	10.2	162	0
O08912	P55241	9.3	277	0
P30986	P09788	12.9	424	0
P31057	Q9ZFK4	9	212	0
P31116	P04036	12	244	0
P31327	P00968	40.2	1044	0
Q00924	Q05115	19	207	0
Q00985	P42220	17.7	278	0
P30138	Q27743	13.7	103	0
Q60352	Q9X2A4	17.6	235	0
P00968	P31327	39.6	1056	0
P02794	P69924	7.5	168	0
P50264	P46882	16.9	407	0
P0AFG3	P29401	10.7	557	0
P0AGE9	P53396	30.5	279	0
P46926	O95336	18	230	0
P46964	P14280	10.6	128	0
P46976	P43123	7.2	172	0
P47096	P75713	9.8	78	0
P47096	P40034	10.5	79	0
Q93099	P42413	8.6	221	0
Q94734	P41222	16.1	179	0
P04964	P04406	8.9	231	0
P04993	O15523	12.7	324	0
P04994	Q9RHV9	18.6	79	0
P04995	P13382	10.8	395	0
Q9Y2T3	P72156	17.8	402	0
Q9Y3D8	P43346	10.4	160	0
P17854	P49915	13	162	0
P17989	P24806	19.5	172	0
P80564	P42787	12.6	87	0
P80644	P00388	15	155	0
P80653	P07872	9.2	203	0
P22320	P19496	24.6	385	0
P22321	P80053	9.7	196	0
P22543	P06784	8.8	462	0
P94571	P35576	14.6	179	0
P94951	P39928	16.3	106	0
P00383	P56255	17.3	65	0
P29946	P76038	10.3	177	0
P30046	P34884	33.9	114	0
P29082	P25500	9.6	80	0
P29127	Q64230	7.7	334	0
Q01738	P04841	15.1	485	0
P21164	P33124	10.9	299	0
P21264	P09029	26.2	337	0
P31891	P19496	20.3	391	0
Q02499	P42850	46.3	109	0
P05314	Q58280	16.2	238	0
Q9RFD6	P00459	32.8	259	0
Q9RW45	P72156	16.8	338	0
P16640	P37062	21.6	376	0
P16692	Q58897	14.8	221	0
P39315	P40288	12.6	198	0
P21513	Q9UKV0	12.7	483	0
P35505	Q92729	7.2	197	0
P35520	P47998	36.4	320	0
P0A836	P53396	19.1	365	0
Q15392	P30986	13	331	0
O24915	O34925	18.3	214	0
O26010	O24035	9.9	130	0
O26232	Q48907	19.8	191	0
P19080	P37552	19.7	67	0
P19449	O66914	10.3	180	0
P36979	P27487	10.5	239	0
P37062	P16640	21	405	0
P23830	P70498	12.8	340	0
P53215	P21932	12.3	121	0
P53396	P0AGE9	30.6	280	0
P08011	O14684	37.3	146	0
P36594	P27987	13.5	289	0
P08306	Q61147	17.7	75	0
P08310	P11444	25.7	349	0
P08337	Q13907	12.3	121	0
P08394	P56255	15.6	598	0
P25080	Q46381	10.4	148	0
P25524	P72156	17.1	352	0
P00183	Q00441	21.7	366	0
P00327	P80175	34.3	361	0
P00363	P10902	30.9	487	0
Q59072	Q9Z1J3	14.9	343	0
Q59477	P07639	12.8	311	0
P09172	P98072	6.9	362	0
P09347	P80175	26.8	341	0
P42390	P0A877	30.8	259	0
P42415	P37251	23.4	534	0
P42419	O50580	19	251	0
P49789	P07902	21.8	119	0
Q9UBR2	P97821	31.5	217	0
Q9UHG3	P32397	12.7	389	0
Q9UHL4	P42785	40	467	0
O35710	P11936	14.6	233	0
P33665	P19686	12.5	139	0
P33767	P49915	9.5	191	0
Q57609	P16066	14.8	90	0
Q57661	Q9SWE5	15	110	0
Q57843	P58314	33.4	259	0
P24806	P54818	8.8	175	0
P25051	P07862	27.9	295	0
P25052	P27505	17.3	201	0
P40363	P10619	6.3	248	0
P40545	P30140	11.2	195	0
P40852	P71447	20.1	197	0
P40859	O31616	20.4	351	0
O00167	P21860	11.9	281	0
O00469	O64765	9.6	218	0
P33025	P14540	7.6	236	0
P33160	P0A9T0	26.4	284	0
Q99487	P51584	8.3	217	0
P22936	Q9WYJ7	32.9	277	0
P22984	Q9X0Z9	33.5	424	0
P23234	P07003	18.4	513	0
P76038	P0A7E5	17.6	208	0
P76215	Q01693	9	262	0
P76270	O76074	16.6	146	0
O95336	P46926	18	230	0
O95822	P76562	12.5	226	0
O96017	P22216	27.1	431	0
P00175	Q9UJM8	39	348	0
Q06174	O55137	10.7	206	0
Q06401	P00363	13.3	373	0
P18417	Q51705	9	295	0
P50582	P06239	11.5	283	0
P50583	Q13907	16	131	0
P50740	P00175	18.8	298	0
P27505	P25052	17.3	201	0
P27652	P47229	16.3	258	0
P42085	P41216	11.8	151	0
P42106	P75713	12.3	211	0
P42220	P18548	57.6	309	0
P49426	P14280	11.5	243	0
P16016	O42479	9.5	240	0
P16027	P19573	8.9	369	0
Q01574	P10378	19.6	486	0
P15917	O88502	10.3	375	0
Q12737	Q12739	18.5	398	0
P12281	P76558	11.8	80	0
P30307	Q61214	15.8	241	0
P30636	P38435	14.6	96	0
P30711	P21161	28.3	216	0
Q06121	Q43157	12.9	224	0
P81453	P31717	12	130	0
O60704	P16304	11.1	175	0
O60733	Q13574	24	122	0
P73335	Q18677	10.4	244	0
P75713	P42106	12	212	0
Q9X0Z9	P22984	33.5	424	0
Q9X2A4	P22567	28.1	269	0
Q9XDH5	Q52428	16.9	89	0
Q9Y2B2	O48741	10.7	117	0
P17560	P69327	7.8	354	0
Q14642	P49183	9.8	240	0
Q14693	P35761	13.2	320	0
Q08352	P07001	28.6	352	0
P08690	P00459	11.7	194	0
P24182	P14882	47.9	441	0
P46452	Q60099	9.9	156	0
Q43157	P32746	10.9	251	0
P07648	P03018	10.7	586	0
P52278	P47229	20	257	0
P52700	O24496	16.3	159	0
Q9VUF8	P05108	21.9	483	0
P26616	O74024	13.3	317	0
Q50539	P32327	7.8	217	0
Q51507	P37433	14.2	83	0
Q51508	P28820	19.1	420	0
Q51697	Q46509	36.9	150	0
Q9Z1T6	P51451	10.5	323	0
Q9ZFM2	P05618	10.4	393	0
P22211	P03949	11	494	0
P22216	O96017	26	444	0
P22256	P16932	27.4	411	0
P00800	P91885	8.1	363	0
P29372	Q9R0K7	10.5	76	0
O82827	P56106	6.8	146	0
O86224	P49760	13.2	201	0
O87948	P18775	25.5	742	0
O88351	P08069	15.9	339	0
P35738	P51854	18.6	303	0
P41543	P04825	10.8	178	0
Q16647	Q64654	19.2	455	0
Q16719	P77806	9.2	348	0
Q16769	Q03154	11.3	257	0
O50584	P31013	11	326	0
P42593	P11959	17.3	252	0
O14684	P08011	37.5	145	0
O14735	P97490	12.5	176	0
O14773	Q60106	18.6	508	0
O14832	P18548	11.6	202	0
P38604	P53611	12	266	0
Q9SWE5	P54616	7.6	182	0
O15294	Q14318	19.7	143	0
P56216	P09788	30.6	519	0
P56221	P11275	10.4	142	0
P10746	P0A786	11	206	0
P98191	P14270	9.6	371	0
P28820	P20580	37.6	456	0
P28829	P10506	28.6	253	0
P28861	P20070	19.4	227	0
P48728	Q57991	8.2	127	0
P28248	P06968	23.3	88	0
P28305	P0AB80	20.1	261	0
P38038	P00388	26.4	586	0
P03962	P11154	11.1	238	0
P80025	P05164	49.5	706	0
P80175	P00327	34.3	361	0
P39730	P56524	13.9	315	0
P39849	P80175	32	361	0
P40034	P45850	12.1	83	0
P40051	P12955	21.1	401	0
P48439	P27773	13.2	115	0
O05701	Q50539	14.1	210	0
P48825	P11498	13.4	238	0
P08954	P10687	13.7	167	0
P09029	P21264	26.2	337	0
P09144	P00395	10.5	429	0
P43490	P50921	7.6	189	0
P00459	Q9RFD6	33	260	0
P00557	P21803	9.7	268	0
Q02795	P11362	12.3	141	0
O43462	Q16513	9.6	300	0
O43847	Q08828	8.7	672	0
O50580	P42419	19	251	0
Q08960	P30140	11.1	269	0
Q09326	P39669	7.6	224	0
Q09472	Q12923	10	1492	0
Q10714	P24155	13	509	0
P08148	P14646	12.5	40	0
P08164	O59072	19.3	172	0
P08165	Q28943	14.7	311	0
P08178	P55881	16.2	296	0
P08202	P18293	9.8	249	0
P55217	P13254	36.8	385	0
P13129	O24146	33.7	527	0
P13298	P18163	9.1	162	0
P04425	P52873	9.7	257	0
P58329	P74881	7.8	296	0
P23495	Q55338	10.6	79	0
Q56320	P00175	6.5	194	0
P09933	P05164	43.5	683	0
P0A6K6	P15848	9.5	273	0
P0A6L4	Q9JZR4	26.5	287	0
P38230	P00331	23.8	311	0
Q46920	P48596	17.7	103	0
Q48907	Q9JZR4	9.8	192	0
