query	target	pident	ug_alnlen	y_true
O05207	P0AES6	11.3	361	1
Q40772	P10297	35.8	287	1
P0A9M0	P37945	55.2	772	1
Q58822	O28190	45.7	305	1
P25516	Q23500	52.2	875	1
P00808	P28585	38.7	287	1
Q9P4V2	O95394	47.7	521	1
P54868	P54869	89.3	508	1
Q16513	P47197	45.2	349	1
O48741	Q01289	77.9	396	1
P75876	P55135	14.3	234	1
Q60759	Q92947	86.3	435	1
P52564	P70236	97.9	334	1
P08243	P22106	34.9	515	1
P09874	Q9UGN5	38.9	527	1
P97608	P28273	47.9	1234	1
P26827	P30921	68	709	1
P97571	P17655	62.5	696	1
Q9QXQ1	Q9NP56	91.5	445	1
P39116	Q01172	17.9	324	1
P17597	P37251	45.9	564	1
Q42525	P19367	34.1	434	1
P35559	P14735	95.4	1019	1
Q05506	O59147	26.1	554	1
Q08752	P34790	64.9	170	1
P00448	P04179	40	188	1
P27616	O57978	27.6	233	1
P28997	P80053	42.8	410	1
P04802	P14868	57.5	482	1
P14385	Q9LEL6	11.9	146	1
P25081	Q46938	7.2	178	1
Q99518	P17635	86.3	535	1
P39042	P0AEB2	28.8	273	1
P04841	Q00922	76.2	662	1
P14604	P30084	86.8	290	1
P15623	Q60182	17.3	400	1
Q58998	O50083	51.7	225	1
P56965	O94760	94	285	1
P97490	O95622	37	1096	1
Q9Y5Y6	Q99895	34.8	243	1
Q02497	Q12739	63.2	511	1
Q9Y2D0	P35218	59.7	303	1
Q00722	Q9NQ66	44.8	1130	1
P16304	O82514	46.9	211	1
P37634	P55135	10.3	147	1
P48637	P46413	88.1	474	1
P04762	P04040	88.9	527	1
P00367	P26443	97.8	558	1
O35493	P49759	78.6	479	1
P29294	Q28824	87.5	1145	1
Q61214	Q9Y463	59.8	623	1
P13721	Q64685	94	403	1
Q14318	P45523	21.6	102	1
Q9LF79	P20020	39.1	949	1
P04800	P24462	70.4	503	1
P31434	Q9P999	21.5	649	1
O31410	Q9F2F0	53.6	182	1
P09467	P00636	89.9	338	1
Q9WTZ3	Q14703	96.7	1052	1
P09989	P24478	96.5	289	1
P36873	P62136	96.3	303	1
P54759	O09127	55.2	967	1
P29476	P29475	93.5	1429	1
O00408	Q01062	92.2	910	1
P00926	P20132	17.9	307	1
P54874	P54839	60.3	443	1
P07288	P06870	60.3	261	1
Q00993	P55144	40.8	839	1
P43094	Q00663	41.7	367	1
O15296	P12527	41.6	667	1
P24027	P20474	66.6	138	1
P15043	P35187	28.7	608	1
P32009	P42535	23.1	399	1
P38501	P25006	78.5	376	1
P29853	P53051	7.3	391	1
O95497	O95498	63.9	493	1
P05373	P13716	52.4	328	1
P31373	P32929	49.5	385	1
P09147	Q14376	52.3	336	1
P75782	P55135	9.9	172	1
P00374	P00375	89.8	187	1
O42446	P24855	53.5	265	1
P16497	P23222	18.9	471	1
P35610	O88908	45.1	522	1
Q43155	P23225	83	1515	1
P50440	P50442	95.5	423	1
P22304	P15586	17.7	440	1
P20070	P00387	87	301	1
Q9MYU4	P55772	63.8	506	1
P14540	P56109	20.9	281	1
P37527	Q03148	58.2	288	1
O70310	P31717	97.3	496	1
O59650	O74024	86.4	419	1
P24855	P11936	78.3	282	1
P00432	P04762	90.8	527	1
P55210	P97864	82.1	303	1
P56560	P19643	86.5	520	1
P06784	Q13163	37.8	308	1
P19217	P49888	73.9	288	1
P23755	P00875	57.4	469	1
Q43257	Q43250	50.1	495	1
Q9RZA4	Q55168	33.3	700	1
P31153	P13444	84.3	395	1
P48025	Q64725	97.2	629	1
Q9NP56	Q9QXQ1	90.4	444	1
Q9NSD9	O73984	28.4	549	1
P49903	P16456	24.4	318	1
P50162	P40288	31.6	249	1
P04179	O93724	43.2	197	1
O15523	O00571	91.8	660	1
P16603	P16435	31.3	643	1
Q01532	Q13867	38.4	443	1
P51580	Q9LEL5	9.5	170	1
P16885	P19174	51.3	1167	1
Q03723	P48439	17.8	283	1
P21865	Q55168	18.4	392	1
P04694	P33447	38.5	401	1
P30074	Q02323	69.4	389	1
P09832	Q05756	43.7	460	1
P24300	P15587	94.3	387	1
P39461	P08417	38.5	429	1
P15019	P53228	68.6	332	1
P12866	P08183	25	1227	1
Q56232	P14909	29.7	378	1
P11151	P06858	93.8	442	1
P13807	Q00764	8.7	440	1
P29465	P19449	10.7	320	1
P19174	P16885	51.5	1166	1
P20595	P33402	32.8	585	1
Q9P2W7	O94766	53.2	264	1
O07835	P80522	20.7	180	1
Q01064	Q01065	95.8	535	1
O64765	O74933	37.2	466	1
O58441	P34945	35.3	411	1
Q03393	P27213	81.3	144	1
P49759	O35493	79.2	479	1
P54150	Q9UJ68	39.5	191	1
P15804	P30694	74	949	1
Q51645	Q52087	37.3	221	1
Q9Z2W0	O36014	46.5	458	1
P28593	P39051	83.3	491	1
O00115	O62855	74	359	1
P52903	P08559	47	380	1
Q9UTN3	O28126	16	220	1
P41242	P42679	87.1	505	1
P11466	P43155	32.6	576	1
P27302	P33570	75.3	661	1
P0A9Q9	P44801	72	366	1
P34945	O58441	35.7	414	1
P49441	Q59943	10.3	271	1
P46419	P46439	46.9	213	1
P24295	P00370	53.2	441	1
P18961	Q9WVC6	50.2	325	1
Q16774	Q64520	88.2	196	1
P04391	Q51742	39	305	1
Q9X017	P10442	47.3	181	1
P20901	P0ABH7	63.7	423	1
P50554	P80147	91.4	500	1
Q9ESW8	Q9NXJ5	94.7	209	1
P49421	O87703	49.6	657	1
P22789	P17988	38	272	1
P52097	P37563	23.1	417	1
P22253	P18133	91	400	1
P50225	P50227	84	295	1
P24133	P05656	34.2	486	1
P42321	P04040	51.4	479	1
P39844	P39045	44.2	464	1
P24462	P20815	81.7	502	1
P22288	Q05915	96.2	241	1
P54577	O29482	37.7	319	1
P56653	Q55777	18.9	130	1
P43623	P06721	39	333	1
P49761	O35492	88.4	638	1
P09201	P09467	45.6	332	1
O73888	O35543	69.8	199	1
P04040	P04762	88.9	527	1
P00455	P10933	80.7	360	1
P27623	O26010	20.1	119	1
P29253	P0A7Y4	55.4	145	1
Q08493	P54748	63.3	689	1
P53582	P0AE18	46.6	255	1
P47058	O67050	28.7	140	1
P14735	P35559	95.4	1019	1
P08430	P22310	61.2	523	1
P16066	P18293	90.8	1057	1
P42328	P00331	42.2	337	1
P27796	P22307	16.8	334	1
P42801	Q38862	93.5	510	1
P15273	P43378	19.1	248	1
Q51344	P0A9Q9	69.2	366	1
P30101	P38659	38.4	465	1
P24474	P24040	53.2	539	1
P23279	P18485	65.3	482	1
P48034	Q06278	86.8	1338	1
Q9UKK3	P09874	20	535	1
P32477	P48506	39.6	612	1
P25397	P25087	17	147	1
P36623	P00950	40.3	202	1
P09411	P09041	83.6	417	1
P39518	O88813	31.9	627	1
O00767	P13011	83	358	1
P0AG16	P00497	39.6	449	1
P47998	P16703	42.1	298	1
Q13867	P70645	93.6	454	1
P33570	P27302	75.3	661	1
P14418	P20474	55.6	122	1
O09127	P54759	54.9	975	1
O05510	P54495	25.5	274	1
P10799	P14377	19	403	1
Q10712	P00727	28.3	484	1
P27213	Q03393	81.2	144	1
P00787	P07858	78.1	339	1
P13196	P22557	55.7	553	1
Q9Y9L0	O58966	55.7	213	1
P04079	O59072	51.5	306	1
P54869	P54868	89.3	508	1
P56218	P38062	35.5	289	1
P04903	P04904	68.1	220	1
Q39734	Q39735	93.4	952	1
Q59587	P50861	17.9	125	1
P50285	P36365	94.5	532	1
P51178	P10688	91.2	756	1
Q12739	Q02497	63.2	511	1
P97697	P09467	11.6	239	1
P18392	P0AEJ4	22.5	401	1
P78536	Q9Z1K9	92.1	824	1
P52699	P04190	33.6	230	1
P24552	P80324	29.8	323	1
P20132	P09367	75.2	327	1
P26918	P52699	20.5	229	1
Q9LA06	P20231	9.8	216	1
P20231	Q9UNI1	34.2	244	1
P76518	P31572	22.2	365	1
P51451	Q04736	55.5	497	1
Q9ZHI0	O87703	48.4	659	1
Q03145	P29317	92.7	975	1
P00693	P06279	19.2	394	1
P19840	P07740	26.1	327	1
P09622	P09623	96.2	509	1
O09114	P22057	88.3	189	1
O28362	O59425	34.5	82	1
P29562	P38919	68.3	388	1
O66990	Q59699	21.2	400	1
P10688	P51178	91.2	756	1
P06733	P17182	94.7	434	1
P80490	P19499	54.3	280	1
P23538	P42850	35.5	733	1
P30844	P36557	85.6	356	1
O13837	P17649	48.8	459	1
Q9UNP9	P62937	66	165	1
P11801	P11275	37.6	289	1
P14377	P10955	17.8	346	1
Q57888	Q58826	21.2	317	1
P62136	P36873	90.4	312	1
P27830	Q14376	23.9	311	0
P27988	P07650	8.7	194	0
P43311	P98073	11	99	0
Q14197	O88508	9.6	173	0
P12955	P40051	21.1	405	0
P12996	Q9S498	17.9	296	0
Q9UPE1	P51567	20.7	374	0
P26163	P07328	19.3	380	0
P26164	P07328	13.8	401	0
P26221	P38604	10.4	289	0
P26239	P0A9M0	13.4	244	0
P26281	P17752	11.8	95	0
Q58027	P06986	11.7	317	0
Q58185	Q00511	10.9	240	0
Q58280	P19499	36	251	0
P54570	Q46822	14.7	149	0
Q9WYJ7	P22936	32.9	277	0
Q9WZW0	P32264	12.2	108	0
P20048	O95622	12.6	279	0
Q07356	P32397	15.9	419	0
Q07538	Q9Z188	31.7	342	0
P15309	P36623	13.4	195	0
P44806	P17443	9.1	310	0
P44814	Q9UZ14	15.5	116	0
P44859	Q51792	13.9	241	0
P42785	Q9UHL4	40.2	462	0
P42941	P19456	11.8	203	0
P25665	P32327	9.7	261	0
Q00019	P15169	17.7	80	0
Q00055	P32440	8.6	274	0
Q00441	O34926	24.2	379	0
Q00511	P56740	11.8	114	0
Q00740	P35520	19.3	278	0
P16444	P00883	9.3	271	0
P54997	P16575	13.1	235	0
P53730	P76473	11.8	388	0
P22567	Q9X2A4	28.1	269	0
P22643	P27652	18.1	285	0
Q03266	P47176	12.4	200	0
P0ABN1	P32166	18.4	100	0
P0AC38	P08417	37.5	462	0
P32964	Q02068	37.7	350	0
Q57600	P14882	13.8	291	0
P19496	P22320	25.3	386	0
P19531	P30920	46.6	699	0
P19636	Q64685	16.7	144	0
P34884	P30046	33.9	114	0
P15474	P11653	14.4	124	0
P15505	Q9Y617	10.4	319	0
P15555	P00811	20.6	332	0
Q59639	P54818	10.4	174	0
P11444	P42206	16.7	344	0
P11511	Q43250	19.2	468	0
Q9M9K1	P34059	10.5	290	0
P07862	P25051	27.9	295	0
P80654	P09620	10.9	63	0
P80668	O75891	39.2	477	0
Q63342	P48728	22.7	359	0
P11436	Q03217	21.4	257	0
P11439	P10844	10.9	131	0
Q04179	P0A858	10.8	181	0
Q04212	P48570	9.7	231	0
Q04609	Q01693	18.8	197	0
P09417	Q01289	10.4	227	0
P09543	Q13574	11	311	0
P09598	P08183	8.6	230	0
P09786	P38627	13.5	190	0
P09788	P56216	30.9	515	0
P47180	Q01172	14.7	207	0
P71447	P46452	11.6	150	0
P72156	Q9Y2T3	17.8	402	0
P11889	O42446	13.7	247	0
Q07982	O32223	18.2	318	0
Q08211	Q9ZBQ7	22.7	76	0
P0A877	P42390	30.8	259	0
P56740	P48596	7.4	99	0
P56839	O26232	7.1	197	0
P06988	Q9WYC9	12.9	348	0
P39466	P09384	9.5	141	0
P06617	P81383	22.7	439	0
P35816	P70313	11.6	259	0
P76458	Q9ZU38	11.8	111	0
P76473	O13898	9.9	233	0
P76562	Q9UMR2	9	291	0
P77425	P37111	15.7	334	0
P77467	P30084	30.6	253	0
P16932	P22256	28.1	415	0
P17118	P24806	9.6	176	0
P17118	O08590	8.9	230	0
P77608	P35505	10.6	198	0
P20580	P28820	37.6	456	0
P20906	P37251	23.6	503	0
P20932	Q9UJM8	31.8	353	0
Q13526	P40818	23.8	52	0
Q13569	P34791	8.1	86	0
P10349	O22446	10.5	85	0
P10378	O24146	23.5	488	0
P51687	P11035	26.8	443	0
P51688	P51691	22	406	0
P51853	P37251	21.9	515	0
P51857	P45376	48.2	314	0
O32223	Q07982	18.2	331	0
O34926	Q00441	24.2	379	0
P14882	P24182	47.9	441	0
Q05115	Q00924	19	207	0
Q05117	P32962	9	236	0
Q05514	P51183	11.8	253	0
P31414	P08183	10.1	609	0
P08458	Q13163	28.7	281	0
P08475	Q08499	11.7	63	0
P52708	P16675	27.5	432	0
P52788	Q9LEL6	12.4	148	0
P23524	Q06210	10.3	258	0
P23616	P08001	16	50	0
P23687	P27487	11.9	621	0
Q43295	Q12650	37	178	0
Q46509	P80456	18.2	864	0
P00914	P21865	14.1	245	0
P55881	P16456	17.2	282	0
P56065	P46462	15.7	79	0
P07003	P37063	29.4	564	0
P07062	P28585	10.4	254	0
P07099	P52705	8.9	232	0
P07099	P42785	9.3	340	0
Q51792	P44859	13.9	240	0
P05164	P80025	49.5	706	0
P37334	P07445	13.8	114	0
P37528	O65355	12.8	176	0
P37552	P19080	18.8	68	0
P14020	P0A6V1	12.4	202	0
P14280	P39116	10.4	267	0
P14300	O88502	11.9	233	0
P32322	Q12122	9.7	301	0
P13674	Q14318	13.4	119	0
P53799	P54748	8.6	288	0
P54350	P11275	22.2	256	0
P00723	O75106	7.5	329	0
P51584	P29318	11.1	177	0
P51584	P54759	11.7	164	0
P18548	P42220	57.6	309	0
P18775	O87948	25.5	742	0
O30011	P48570	13.3	172	0
O31440	Q16850	16.7	400	0
O31616	Q63342	23.1	338	0
O31662	P00327	4.8	123	0
P46116	P35576	13	220	0
P21964	P49327	12.5	151	0
P21980	O09127	8.2	190	0
P54802	P32347	7.1	275	0
P22317	Q9KPS1	11.9	301	0
P22318	Q56584	18.6	74	0
P22319	P19498	24.4	144	0
P38913	P04079	12.2	156	0
P38940	P26827	22.3	423	0
P38998	P07001	17.7	292	0
P39006	P27115	8.4	76	0
P39007	O13898	15.1	240	0
P39049	P05656	5.2	130	0
P23970	P20906	18.9	488	0
P24155	P24171	25.5	637	0
P32340	P37062	15.1	322	0
P32396	P39633	6.9	224	0
P32461	O66726	11.6	179	0
P07328	P26163	18.8	378	0
P07330	P18769	26.3	114	0
Q9L9I7	P11154	9.2	311	0
Q9LDH0	P22033	10.2	162	0
P30986	P09788	12.9	424	0
P31057	P00875	9	226	0
P31116	Q07982	10.1	281	0
P31327	P00968	40.2	1044	0
Q00924	Q05115	19	207	0
Q00985	P05326	20.4	280	0
P00644	Q9WVC6	15	141	0
P30138	Q27743	13.7	103	0
Q60352	Q9X2A4	17.6	235	0
P00968	P31327	39.6	1056	0
P02794	P22337	15	169	0
P50264	P19643	19.3	403	0
P0AFG8	P29401	17.1	603	0
P0AGE9	P53396	30.5	279	0
P46926	O95336	18	230	0
P46964	P14280	10.6	128	0
P46976	P43123	7.2	172	0
P47096	P75713	9.8	78	0
P47096	P40034	10.5	79	0
Q94734	P41222	16.1	179	0
P04964	P0A9Q9	10.6	234	0
P04993	O15523	12.7	324	0
P04994	Q9RHV9	18.6	79	0
P04995	P95690	12.7	366	0
Q9Y2T3	P72156	17.8	402	0
P17854	P49915	13	162	0
P17989	P24806	19.5	172	0
P80563	O87948	23.3	746	0
P80564	P42787	12.6	87	0
P80644	P00388	15	155	0
P22320	P19496	24.6	385	0
P22543	P06784	8.8	462	0
P94571	P35576	14.6	179	0
P94951	P39928	16.3	106	0
P00383	O88508	15.8	74	0
P29946	P76038	10.3	177	0
P30046	P34884	33.9	114	0
O58035	Q9UHN1	14.4	126	0
P29082	P25500	9.6	80	0
Q01738	P04841	15.1	485	0
Q02189	P36553	9.2	206	0
P21164	P33124	10.9	299	0
P31891	P19496	20.3	391	0
P32166	Q39761	9.5	253	0
Q02499	P42850	46.3	109	0
Q02724	Q23977	16.8	260	0
P05314	Q58280	16.2	238	0
P05326	Q00985	20.6	275	0
P05523	O05207	21.2	81	0
Q9RFD6	P00459	32.8	259	0
Q9RGS8	P15586	10.8	337	0
Q9RW45	P72156	16.8	338	0
P16640	P37062	21.6	376	0
P16692	Q58897	14.8	221	0
P39315	P40288	12.6	198	0
P39371	Q51705	7.3	314	0
P35505	P77608	10.6	198	0
P35520	P47998	36.4	320	0
P0A7E1	Q12882	20	267	0
P0A836	P53396	19.1	365	0
Q15392	P30986	13	331	0
Q16134	P81383	9.5	351	0
O24915	O34925	18.3	214	0
O26010	O24035	9.9	130	0
O26232	Q48907	19.8	191	0
P19080	P37552	19.7	67	0
P19449	O66914	10.3	180	0
P36979	P27487	10.5	239	0
P37062	P16640	21	405	0
P37063	P07003	29.4	564	0
P23830	Q53728	14.4	347	0
P23882	P28037	30.7	292	0
P53215	O95622	7.3	116	0
P53550	P42335	14.7	594	0
P08011	O14684	37.3	146	0
P08306	Q61147	17.7	75	0
P25080	Q46381	10.4	148	0
P25500	P30181	18.4	214	0
P25524	P42084	16.7	368	0
P00183	Q00441	21.7	366	0
P00327	P80175	34.3	361	0
Q59072	Q9Z1J3	14.9	343	0
P09347	P80175	26.8	341	0
P42390	P0A877	30.8	259	0
P42415	P37251	23.4	534	0
P42419	P11498	9.6	234	0
P49789	P07902	21.8	119	0
Q9UBR1	P32961	20.2	300	0
Q9UBR2	P97821	31.5	217	0
Q9UHG3	O24164	14.8	405	0
Q9UHL4	P42785	40	467	0
Q9UHN1	P56206	23	395	0
O35710	P11936	14.6	233	0
P33665	P19686	12.5	139	0
P33767	Q92820	6.6	209	0
Q57609	P16066	14.8	90	0
Q57843	P58314	33.4	259	0
P24806	P54818	8.8	175	0
P25051	P07862	27.9	295	0
P25052	P27505	17.3	201	0
P40545	P30140	11.2	195	0
P40859	Q63342	19.3	365	0
O00167	Q23977	19.4	260	0
O00442	P42801	17.6	95	0
O00469	O64765	9.6	218	0
P33025	P14540	7.6	236	0
P33160	O74024	9.2	263	0
Q99487	P23687	8.7	217	0
P22907	P16575	13.3	177	0
P22936	Q9WYJ7	32.9	277	0
P22984	Q9X0Z9	33.5	424	0
P23234	P37063	17.8	515	0
P76038	P0A7E5	17.6	208	0
P76215	Q01693	9	262	0
P76270	Q01062	15.7	145	0
P76341	P42787	13.3	79	0
O95336	P46926	18	230	0
O95822	P76562	12.5	226	0
O96017	P22216	27.1	431	0
P00175	Q9UJM8	39	348	0
Q06174	O55137	10.7	206	0
Q06401	P10902	12.9	366	0
P18417	Q51705	9	295	0
P50583	Q13907	16	131	0
P50740	P00175	18.8	298	0
P51016	Q58595	20	314	0
P27505	P25052	17.3	201	0
P27652	P22643	18.3	283	0
P42084	P72156	18.5	378	0
P42085	P41216	11.8	151	0
P42106	P75713	12.3	211	0
P42206	P11444	17	346	0
P42220	P18548	57.6	309	0
P49426	P14280	11.5	243	0
P16016	O22446	10.4	67	0
P16027	P19573	8.9	369	0
Q12737	Q12739	18.5	398	0
Q13085	P24182	31	443	0
P12281	P13009	15	89	0
P30307	Q61214	15.8	241	0
P30711	P21161	28.3	216	0
Q06121	Q43157	12.9	224	0
P81453	P31717	12	130	0
Q58504	O28190	20.5	268	0
Q58644	P17169	16.6	167	0
O60704	P16304	11.1	175	0
O60733	Q13574	24	122	0
P73832	P29946	18	93	0
P74881	P28274	10.6	272	0
P75713	P42106	12	212	0
Q9X0Z9	P22984	33.5	424	0
Q9X2A4	P22567	28.1	269	0
Q9XDH5	Q52428	16.9	89	0
Q9Y2B2	O48741	10.7	117	0
P17554	P08018	6.3	175	0
P17560	P48450	11.2	292	0
Q14693	Q23977	14.2	439	0
Q08647	P14270	10.5	335	0
P08690	P00459	11.7	194	0
Q53728	P23830	14.2	347	0
P24171	P24155	25.5	637	0
P24182	P14882	47.9	441	0
P46452	Q60099	9.9	156	0
Q43157	Q9WYD1	9.1	182	0
P07648	Q9UUA2	8.8	399	0
P52278	P22303	12.3	209	0
P52391	P31922	9.4	147	0
P52700	O24496	16.3	159	0
P45741	P16575	10.9	249	0
Q9VUF8	P05108	21.9	483	0
P26616	O74024	13.3	317	0
P26829	P29509	29.6	300	0
Q50539	P32327	7.8	217	0
Q51507	P37433	14.2	83	0
Q51697	Q46509	36.9	150	0
P27115	P44490	9.7	189	0
Q9Z1T6	P51451	10.5	323	0
Q9ZFM2	P05618	10.4	393	0
P22185	P21860	11.8	145	0
P22211	Q23977	13.7	450	0
P22216	O96017	26	444	0
P22256	P16932	27.4	411	0
P29372	Q9R0K7	10.5	76	0
O86224	P49760	13.2	201	0
O87948	P18775	25.5	742	0
O88351	P08069	15.9	339	0
P35738	Q38854	16.9	306	0
P41543	P04825	10.8	178	0
Q16719	P77806	9.2	348	0
Q16769	Q03154	11.3	257	0
O50584	P31013	11	326	0
P42593	P09832	16.9	305	0
O14684	P08011	37.5	145	0
O14735	P97490	12.5	176	0
O14832	P18548	11.6	202	0
Q9SD76	Q01647	8.1	554	0
O15294	Q14318	19.7	143	0
P56216	P09788	30.6	519	0
P56221	P11275	10.4	142	0
P10746	P0A786	11	206	0
P98191	P14270	9.6	371	0
P28820	P20580	37.6	456	0
P28829	P10506	28.6	253	0
P28861	P20070	19.4	227	0
P48728	Q63342	22.7	359	0
P28248	P06968	23.3	88	0
P38038	P00388	26.4	586	0
P03962	P11154	11.1	238	0
P80025	P05164	49.5	706	0
P80078	P30855	12.5	116	0
P80175	P00327	34.3	361	0
P39730	P56524	13.9	315	0
P39849	P80175	32	361	0
P40034	P45850	12.1	83	0
P40051	P12955	21.1	401	0
O69282	O31616	14.9	338	0
O05701	Q50539	14.1	210	0
P48825	P11498	13.4	238	0
P08954	P10687	13.7	167	0
P09144	P00395	10.5	429	0
P43490	P60174	10.6	194	0
P43567	P18485	10.9	326	0
P00459	Q9RFD6	33	260	0
P00557	P21803	9.7	268	0
Q02795	P11362	12.3	141	0
O43123	P56598	13.3	189	0
O43123	P21266	11.7	186	0
O43462	Q16513	9.6	300	0
Q09326	P39669	7.6	224	0
Q10714	P24155	13	509	0
P08148	P14646	12.5	40	0
P08164	O59072	19.3	172	0
P08165	P09832	18.1	308	0
P08165	Q05756	16.2	308	0
P08178	P55881	16.2	296	0
P08202	P18293	9.8	249	0
P55217	P13254	36.8	385	0
P13009	P52873	13.6	248	0
P13129	O24146	33.7	527	0
P13298	P18163	9.1	162	0
P04425	P52873	9.7	257	0
P58281	P42787	12.5	64	0
P58314	Q57843	33.4	259	0
P58329	P74881	7.8	296	0
P23495	Q55338	10.6	79	0
P09933	P05164	43.5	683	0
P0A6L4	Q9JZR4	26.5	287	0
P38230	P00331	23.8	311	0
Q46920	P48596	17.7	103	0
