query	target	pident	ug_alnlen	y_true
P05024	P54707	64	1021	1
Q14191	P15043	29.4	594	1
P0A9B2	P04797	67.9	328	1
P54874	P54839	60.3	443	1
P00727	Q10712	26.9	482	1
P49421	O87703	49.6	657	1
P00875	P04717	94.3	475	1
P50921	P0A858	65.4	253	1
P34945	Q58635	16.1	259	1
P41242	P42679	87.1	505	1
Q58635	Q9UZ14	19.2	350	1
Q00764	P16662	9.9	351	1
Q06210	P53704	54.3	694	1
Q02527	O94766	10	217	1
Q55276	Q43503	35.1	410	1
P56649	P04406	72.4	329	1
P08897	P18291	27.5	236	1
O15270	O15269	24.6	433	1
P07101	P04177	83.7	497	1
P77488	Q38854	47.2	603	1
O64437	Q38862	87.6	510	1
O57478	O42479	80.4	400	1
O70628	O76083	84.4	512	1
Q55168	Q9HWR3	27.1	696	1
Q56584	Q9X4Q8	90.8	406	1
P28825	Q64230	87.1	746	1
P10724	P94494	42.1	377	1
Q06173	P18187	64	313	1
P13587	P98194	25.8	898	1
P09384	P07363	84.6	654	1
P16066	P18293	90.8	1057	1
Q57764	P00862	14.2	144	1
P35503	P22310	93.2	534	1
P51878	P49662	73.2	368	1
P81156	P13006	64.7	584	1
P82536	P23284	57.8	37	1
P50244	O76240	70.3	356	1
P12999	P25087	19.2	147	1
P30235	P0A9J6	20.5	299	1
P13188	P56926	32.3	564	1
P00736	P09871	37.3	664	1
P39045	P39844	44.3	463	1
O59650	O74024	86.4	419	1
P27830	Q14376	23.9	311	0
P27988	P07650	8.7	194	0
P43341	P53041	10	195	0
Q14197	O88508	9.6	173	0
P12955	P40051	21.1	405	0
P12996	Q9S498	17.9	296	0
Q9UPE1	P51567	20.7	374	0
P26163	P07328	19.3	380	0
P26239	P0A9M0	13.4	244	0
P26281	P17752	11.8	95	0
Q58185	Q00511	10.9	240	0
Q58280	P19499	36	251	0
Q9WYJ7	P22936	32.9	277	0
Q07356	P32397	15.9	419	0
Q07523	P20932	32.9	346	0
Q07538	Q9Z188	31.7	342	0
P44806	P17443	9.1	310	0
P44814	Q9UZ14	15.5	116	0
P42785	Q9UHL4	40.2	462	0
P42892	Q01065	7.9	440	0
P42941	P05030	10.3	205	0
P25665	P32327	9.7	261	0
Q00019	P15169	17.7	80	0
Q00055	P32440	8.6	274	0
Q00441	O34926	24.2	379	0
Q00511	P56740	11.8	114	0
Q00740	P35520	19.3	278	0
P16444	P00883	9.3	271	0
P54997	P16575	13.1	235	0
P53730	P76473	11.8	388	0
P22567	Q9X2A4	28.1	269	0
P22643	P27652	18.1	285	0
P22748	P23470	28.6	288	0
Q03266	P0AB80	15.1	192	0
P0ABN1	P70245	12.9	101	0
P0AC38	P08417	37.5	462	0
P32964	Q02068	37.7	350	0
Q57600	P14882	13.8	291	0
P19531	P30920	46.6	699	0
P19636	Q64685	16.7	144	0
P34884	P30046	33.9	114	0
P15474	P11653	14.4	124	0
P15505	Q9Y617	10.4	319	0
P15555	P00811	20.6	332	0
Q59639	P54818	10.4	174	0
Q60106	O14773	19.8	505	0
P11444	P08310	25.7	349	0
P11511	Q43250	19.2	468	0
Q9M9K1	P34059	10.5	290	0
P80668	O75891	39.2	477	0
Q63342	P48728	22.7	359	0
P11439	P10844	10.9	131	0
Q04609	Q01693	18.8	197	0
P09417	P15428	13.5	217	0
P09543	Q13574	11	311	0
P09598	P08183	8.6	230	0
P09786	P38627	13.5	190	0
P09788	P56216	30.9	515	0
P47180	Q01172	14.7	207	0
P71447	P40852	20.1	197	0
P72156	P42084	18.5	378	0
P11889	O42446	13.7	247	0
Q07982	O32223	18.2	318	0
Q08188	P29294	9.1	301	0
P0A877	P42390	30.8	259	0
P0A9T0	P33160	26.4	284	0
P56740	P48596	7.4	99	0
P56839	P77541	27	283	0
P06988	Q9WYC9	12.9	348	0
P39466	P09384	9.5	141	0
P39581	P10378	20.1	474	0
P06617	P81383	22.7	439	0
P06621	P44514	20.2	349	0
P35816	P70313	11.6	259	0
P35914	Q58595	25.4	278	0
P76473	O13898	9.9	233	0
P77425	P37111	15.7	334	0
P77467	P31551	29.8	255	0
P16932	P22256	28.1	415	0
Q58826	P12996	13.3	305	0
P77541	P56839	27	283	0
P77608	P35505	10.6	198	0
P20580	P28820	37.6	456	0
P20906	P37251	23.6	503	0
P20932	Q07523	33	345	0
Q13569	P34791	8.1	86	0
P10378	Q01574	19.6	486	0
P10547	Q43155	5.3	128	0
P51687	P49050	30.5	366	0
P51688	P51691	22	406	0
P51853	P37251	21.9	515	0
P51857	P45376	48.2	314	0
O32223	Q07982	18.2	331	0
O32449	P77044	18	266	0
O33830	Q27743	13.9	291	0
O34926	Q00441	24.2	379	0
P30850	P39466	11.4	79	0
P14882	P24182	47.9	441	0
P53041	Q08752	26.3	131	0
Q05115	Q00924	19	207	0
Q05117	P32962	9	236	0
Q05514	P08310	15.4	307	0
P31414	P08183	10.1	609	0
P31551	P77467	29.8	255	0
P08475	Q08499	11.7	63	0
P52708	P16675	27.5	432	0
P23524	Q06210	10.3	258	0
P23616	P54829	18	50	0
P23687	P27487	11.9	621	0
Q43295	Q12650	37	178	0
Q46509	P80456	18.2	864	0
P00914	P21865	14.1	245	0
P55881	P16456	17.2	282	0
P56065	P46462	15.7	79	0
P07003	P37063	29.4	564	0
P07062	P28585	10.4	254	0
P07099	P52705	8.9	232	0
P07099	P42785	9.3	340	0
Q51698	Q46509	15.6	513	0
Q51947	Q9X1K9	18	282	0
P05055	P21513	28.5	70	0
P05164	P80025	49.5	706	0
P37334	P07445	13.8	114	0
P37528	O65355	12.8	176	0
P37552	P19080	18.8	68	0
P14020	P0A6V1	12.4	202	0
P14280	P39116	10.4	267	0
P14300	O88502	11.9	233	0
P32322	Q12122	9.7	301	0
P13674	Q14318	13.4	119	0
P53799	P54748	8.6	288	0
P54462	P05062	7.2	249	0
P18775	O87948	25.5	742	0
O30011	P48570	13.3	172	0
O31440	Q16850	16.7	400	0
O31616	Q63342	23.1	338	0
O31662	P00327	4.8	123	0
P46116	P35576	13	220	0
P46154	Q00796	20.2	342	0
P21964	P49327	12.5	151	0
O09175	P09960	35.5	596	0
P22317	Q9KPS1	11.9	301	0
P22318	Q56584	18.6	74	0
P22319	P18187	18.4	149	0
P38913	P17854	14.6	186	0
P38940	P26827	22.3	423	0
P38998	Q08352	16.8	309	0
P39006	P27115	8.4	76	0
P39007	O13898	15.1	240	0
P39049	P05656	5.2	130	0
P24155	P24171	25.5	637	0
P32340	P37062	15.1	322	0
P32461	O66726	11.6	179	0
P10902	P00363	30.9	487	0
P07328	P26163	18.8	378	0
Q9LDH0	P22033	10.2	162	0
O08912	P55241	9.3	277	0
P30986	P09788	12.9	424	0
P31057	Q9ZFK4	9	212	0
P31116	Q07982	10.1	281	0
P31327	P00968	40.2	1044	0
Q00924	Q05115	19	207	0
P00644	Q9WVC6	15	141	0
P30138	Q27743	13.7	103	0
Q60352	Q9X2A4	17.6	235	0
P00968	P31327	39.6	1056	0
P02794	P22337	15	169	0
P49915	P09786	23.9	174	0
P50264	P19643	19.3	403	0
P0AFG3	P29401	10.7	557	0
P0AFG8	P29401	17.1	603	0
P0AGE9	O32223	17.7	106	0
P46926	O95336	18	230	0
P46964	P14280	10.6	128	0
P46976	P43123	7.2	172	0
P47096	P75713	9.8	78	0
P47096	P40034	10.5	79	0
Q93099	P42413	8.6	221	0
Q94734	P53634	11.2	143	0
P04964	P04406	8.9	231	0
P04993	O15523	12.7	324	0
P04994	P30855	11.8	233	0
P04995	P13382	10.8	395	0
Q9Y3D8	P43346	10.4	160	0
P17854	P49915	13	162	0
P80563	O87948	23.3	746	0
P80564	P42787	12.6	87	0
P80644	P00388	15	155	0
P80653	P07872	9.2	203	0
P22320	P19496	24.6	385	0
P22321	P80053	9.7	196	0
P22543	P06784	8.8	462	0
P94571	P35576	14.6	179	0
P94951	P39928	16.3	106	0
P00383	P56255	17.3	65	0
P29946	P76038	10.3	177	0
P30046	P34884	33.9	114	0
P29082	P25500	9.6	80	0
Q01738	P52706	17.7	444	0
Q02189	P36553	9.2	206	0
P21164	P33124	10.9	299	0
P21264	P09029	26.2	337	0
P31891	P19496	20.3	391	0
P32019	P26358	16	185	0
Q02499	P42850	46.3	109	0
Q02724	Q23977	16.8	260	0
P05314	Q58280	16.2	238	0
P05326	O00469	12.5	113	0
Q9RFD6	P00459	32.8	259	0
Q9RGS8	P15586	10.8	337	0
Q9RW45	P72156	16.8	338	0
P16640	P37062	21.6	376	0
P16692	Q58897	14.8	221	0
P39315	P40288	12.6	198	0
P39371	P72181	8.6	260	0
P21513	Q15678	13.1	445	0
P35505	P77608	10.6	198	0
P35520	P47998	36.4	320	0
P0A836	P24182	9.7	185	0
Q15392	P30986	13	331	0
Q16134	P81383	9.5	351	0
P19080	P37552	19.7	67	0
P19449	O66914	10.3	180	0
P36979	P27487	10.5	239	0
P37062	P16640	21	405	0
P37063	P07003	29.4	564	0
P23830	Q53728	14.4	347	0
P23882	P28037	30.7	292	0
P53215	P21932	12.3	121	0
P53550	P42335	14.7	594	0
P08011	Q16873	15.8	121	0
P08310	P11444	25.7	349	0
P08394	P56255	15.6	598	0
P25080	Q13423	9.7	174	0
P00183	Q00441	21.7	366	0
P00327	P80175	34.3	361	0
P00363	P10902	30.9	487	0
Q59072	Q9Z1J3	14.9	343	0
Q59477	P07639	12.8	311	0
P09172	P98072	6.9	362	0
P09347	P80175	26.8	341	0
P42390	P0A877	30.8	259	0
P42415	P37251	23.4	534	0
P42419	O50580	19	251	0
Q9UBN7	Q61176	6.9	249	0
Q9UBR1	P32961	20.2	300	0
Q9UHG3	O24164	14.8	405	0
Q9UHL4	P42785	40	467	0
Q9UHN1	P56206	23	395	0
O35710	P11936	14.6	233	0
P33665	Q38997	21.9	71	0
P33665	P80461	13.1	133	0
P33767	Q92820	6.6	209	0
Q57609	P16066	14.8	90	0
Q57661	Q9SWE5	15	110	0
P25051	P00968	13.2	288	0
P25052	P27505	17.3	201	0
P40363	P10619	6.3	248	0
P40545	P30140	11.2	195	0
P40852	P71447	20.1	197	0
O00167	Q23977	19.4	260	0
O00469	O64765	9.6	218	0
P33025	P14540	7.6	236	0
P33160	P0A9T0	26.4	284	0
P22907	P16575	13.3	177	0
P22936	Q9WYJ7	32.9	277	0
P22984	Q9X0Z9	33.5	424	0
P23234	P37063	17.8	515	0
P76038	P0A7E5	17.6	208	0
P76215	Q01693	9	262	0
P76270	Q01062	15.7	145	0
O95336	P46926	18	230	0
O95822	P76562	12.5	226	0
O96017	P22216	27.1	431	0
Q06174	O55137	10.7	206	0
Q06401	P00363	13.3	373	0
P18417	P80108	7.2	323	0
P50582	P06239	11.5	283	0
P50583	Q13907	16	131	0
P50740	P20932	16.9	294	0
P51016	Q58595	20	314	0
P27505	P25052	17.3	201	0
P27623	Q9Y924	9.6	116	0
P27652	P22643	18.3	283	0
P42084	P72156	18.5	378	0
P42085	P41216	11.8	151	0
P42106	P75713	12.3	211	0
P42206	P08310	17.5	351	0
P05793	Q16720	8.1	370	0
P49426	P14280	11.5	243	0
P16016	O42479	9.5	240	0
Q01574	P10378	19.6	486	0
P15917	O88502	10.3	375	0
Q12737	Q12739	18.5	398	0
Q13085	P24182	31	443	0
P12281	P13009	15	89	0
P30307	Q61214	15.8	241	0
P30636	P38435	14.6	96	0
P30711	P21161	28.3	216	0
Q06121	P58315	13.8	194	0
P81453	P31717	12	130	0
Q58504	O28190	20.5	268	0
O60704	P16304	11.1	175	0
O60733	Q13574	24	122	0
P73335	Q18677	10.4	244	0
P73832	P29946	18	93	0
P75430	P42085	12.5	101	0
P75713	P42106	12	212	0
Q9X0Z9	P22984	33.5	424	0
Q9X2A4	P22567	28.1	269	0
Q9XDH5	Q52428	16.9	89	0
Q9Y2B2	O67728	13	167	0
P17554	P08018	6.3	175	0
P17560	P48450	11.2	292	0
Q14693	Q23977	14.2	439	0
Q08352	P07001	28.6	352	0
Q53728	P23830	14.2	347	0
P24171	P24155	25.5	637	0
P24182	P14882	47.9	441	0
P46452	Q60099	9.9	156	0
P07648	P03018	10.7	586	0
P52278	P47229	20	257	0
P52391	P31922	9.4	147	0
P52700	O24496	16.3	159	0
P45741	P16575	10.9	249	0
Q9VUF8	P05108	21.9	483	0
P26616	O74024	13.3	317	0
P26829	Q04829	19.4	285	0
Q50539	P32327	7.8	217	0
Q51507	P37433	14.2	83	0
Q51697	Q46509	36.9	150	0
P27115	P44490	9.7	189	0
Q9ZFM2	P05618	10.4	393	0
P22106	P23225	8.7	435	0
P22185	P21575	16.6	96	0
P22211	Q23977	13.7	450	0
P22216	O96017	26	444	0
P22256	P16932	27.4	411	0
P29372	Q9R0K7	10.5	76	0
O82827	Q12122	9.1	230	0
O86224	P49760	13.2	201	0
O87948	P18775	25.5	742	0
O88351	P08069	15.9	339	0
P35738	Q38854	16.9	306	0
P41543	P04825	10.8	178	0
Q16647	Q64654	19.2	455	0
Q16719	P77806	9.2	348	0
Q16769	Q03154	11.3	257	0
O50584	P31013	11	326	0
P42593	P09832	16.9	305	0
O14735	P97490	12.5	176	0
O14773	Q60106	18.6	508	0
Q9SD76	Q01647	8.1	554	0
Q9SWE5	P54616	7.6	182	0
O15294	Q14318	19.7	143	0
P56216	P09788	30.6	519	0
P56221	P11275	10.4	142	0
P10746	P0A786	11	206	0
P10844	O02791	11.4	152	0
P98191	P14270	9.6	371	0
P00591	P09917	18.8	107	0
P28820	P20580	37.6	456	0
P28829	P10506	28.6	253	0
P28861	P49050	13.6	222	0
P48728	Q63342	22.7	359	0
P28248	P06968	23.3	88	0
P28305	P0AB80	20.1	261	0
P28462	Q02971	10.8	156	0
P03962	P11154	11.1	238	0
P04072	Q64514	24.5	207	0
P80025	P05164	49.5	706	0
P80078	P30855	12.5	116	0
P80175	P00327	34.3	361	0
O58877	P18769	13.6	102	0
P39730	Q08960	9.9	341	0
P39849	P80175	32	361	0
P40034	P21816	14.5	83	0
P40051	P12955	21.1	401	0
P48439	P27773	13.2	115	0
P48825	P11498	13.4	238	0
P08954	P10687	13.7	167	0
P09029	P21264	26.2	337	0
P09144	P00395	10.5	429	0
P43490	P60174	10.6	194	0
P43567	P18485	10.9	326	0
P00459	Q9RFD6	33	260	0
P00557	Q02858	8.2	227	0
Q02795	P17948	7.8	145	0
O43123	P56598	13.3	189	0
O43123	P21266	11.7	186	0
O43462	Q16513	9.6	300	0
O50580	P42419	19	251	0
Q09326	P39669	7.6	224	0
Q09472	Q12923	10	1492	0
Q10714	P24155	13	509	0
P08078	O08557	14.6	266	0
P08148	P14646	12.5	40	0
P08164	P00966	16.8	152	0
P08178	P55881	16.2	296	0
P08202	P18293	9.8	249	0
P55217	P13254	36.8	385	0
P13009	P52873	13.6	248	0
P13129	O24146	33.7	527	0
P13298	P18163	9.1	162	0
P04425	P52873	9.7	257	0
P58329	P74881	7.8	296	0
P23495	Q55338	10.6	79	0
Q56320	P52873	8.5	196	0
P09933	P05164	43.5	683	0
P0A6K6	P15848	9.5	273	0
P38230	P39849	19.7	311	0
Q46920	P48596	17.7	103	0
Q48907	Q9JZR4	9.8	192	0
