query	target	bits	fident	alnlen	lddt	ttmscore	alntmscore	cigar	query_ec	target_ec	ungapped_alnlen	ec_match
P23526	P14755	130	0.132	121	0.4988	0.2327	0.2327	43M14D3M12D18M2I7M6D16M	3.3.1.1	1.1.1.45	87	False
P23526	P06988	80	0.119	360	0.3384	0.2408	0.2408	23M1D14M9D2M7D10M5D15M2D8M2I17M2I10M4I7M2D4M1D5M2D2M1I5M1I12M3I6M15I4M36I8M3D14M2D11M17D3M3D11M3D1M2D6M2D19M3I4M1I3M1I6M	3.3.1.1	1.1.1.23	230	False
P23526	O09046	64	0.222	90	0.2927	0.06299	0.06299	14M5I1M3I8M6I16M3D34M	3.3.1.1	1.4.3.2	73	False
P23526	P15505	53	0.107	325	0.2581	0.09021	0.09021	16M9I4M3D12M2D12M2D17M2I9M2D5M4D6M2I2M7I14M11D2M2I3M2D4M6I8M10I8M9I1M1I4M6I4M12D9M16D1M20D18M3D4M1D2M10I18M	3.3.1.1	1.4.4.2	183	False
P23526	Q9Y2B2	49	0.185	200	0.2356	0.2468	0.2468	8M2I8M2I11M4I3M3D6M5D8M2I13M3I2M5D6M5D9M2D7M15I4M5I4M3D1M1I13M2D15M10D8M2I3M	3.3.1.1	3.5.1.89	129	False
P23526	Q59072	48	0.132	250	0.2576	0.1894	0.1894	4M6D7M2I12M1I10M2I17M1D5M5D8M7D4M10I6M2D4M1I3M7D5M3I7M5D4M5D5M4D10M15I9M4D2M10D3M1D4M1D17M1I5M3I3M	3.3.1.1	2.5.1.73	154	False
P23526	P34896	52	0.107	279	0.2497	0.1652	0.1652	11M2I6M2I8M1D2M2D6M9I2M14D11M2I2M5I1M2I9M5D11M6D10M3I7M5D1M2I6M14D9M7D2M2D4M7I7M1I9M4D6M4I17M1D7M6I11M1D7M	3.3.1.1	2.1.2.1	172	False
P23526	P16932	41	0.091	306	0.2365	0.1594	0.1594	7M2D6M8D5M2D10M5I2M1D5M9I2M7D5M14D7M1I4M14D8M6I9M1D5M4D2M4D3M8D5M7I6M4D2M2D6M2I6M6I12M4D14M3D3M4D23M16I15M	3.3.1.1	4.1.1.64	172	False
P23526	Q50539	41	0.12	356	0.2644	0.1494	0.1494	8M1I17M9I7M7D3M6D2M5I10M4I4M1I2M2D16M3I9M5D4M4D13M5D7M2I6M3D8M1D10M42D12M2I16M5D21M2I4M3D6M10D20M3I6M1I19M	3.3.1.1	2.1.1.245	230	False
P23526	O29610	36	0.117	461	0.231	0.171	0.171	4M2I8M8D21M2I6M4I6M7I12M8I9M20I9M2D11M9D2M1D3M11D1M3D31M11D2M10I6M5D5M1D15M7D8M5D12M5D3M1D11M4D7M1I3M3I3M3D3M8I4M2D5M3I7M1D15M6I2M7D8M3I16M10I12M6I12M	3.3.1.1	1.1.1.42	282	False
P23526	P58314	35	0.103	397	0.1972	0.1531	0.1531	15M1I3M1I5M4D3M3D2M6D16M1I3M3I3M5D5M5I4M1I5M2D4M5D2M8I6M9I8M7I7M22I2M12I4M1D4M2D10M23I11M1D3M1D2M7D2M1D7M5I6M1D9M1D6M1I6M1I19M5D8M15I8M2D6M7I24M	3.3.1.1	4.1.2.13	228	False
P25052	P25052	1756	1.0	236	1.0	1.0	1.0	236M	3.5.99.2	3.5.99.2	236	True
P25052	P69924	81	0.113	281	0.3418	0.2439	0.2439	12M1D19M1I28M2I3M3D25M14D9M6I2M3D12M12D3M8D9M12D12M2D1M7I7M1I42M1D5M6D5M1D7M	3.5.99.2	1.17.4.1	201	False
P25052	P91887	51	0.14	270	0.3117	0.05528	0.05528	18M12D8M2I8M3I6M12I10M1I6M4D22M7I8M5D8M3D9M2D17M20I16M1D3M3D16M7D17M2D14M	3.5.99.2	3.4.11.2	186	False
P25052	P91885	133	0.11	272	0.3224	0.04876	0.04876	18M12D8M2I8M3I6M12I10M1I6M4D22M7I9M5D7M3D7M2D19M20I16M1D3M3D16M7D13M3D19M	3.5.99.2	3.4.11.2	187	False
P29082	P29082	2755	1.0	309	1.0	1.0	1.0	309M	1.13.11.55	1.13.11.55	309	True
P29082	P30986	56	0.109	293	0.3075	0.1325	0.1325	5M2D6M5I9M1D16M4I3M15I16M3I23M4I1M13I12M4D12M7I10M3I21M3I6M1I4M12I15M10I12M1D5M3I26M	1.13.11.55	1.21.3.3	202	False
P29477	P29477	10144	1.0	1144	1.0	1.0	1.0	1144M	1.14.13.39	1.14.13.39	1144	True
P29477	Q06518	6258	0.941	1147	0.9137	0.5285	0.5285	46M2D26M1D1072M	1.14.13.39	1.14.13.39	1144	True
P29477	P35228	5620	0.803	1153	0.9002	0.5043	0.5043	47M5D26M1D1052M11D11M	1.14.13.39	1.14.13.39	1136	True
P29477	O09046	67	0.126	87	0.5051	0.02589	0.02589	31M4D20M8D24M	1.14.13.39	1.4.3.2	75	False
P29477	Q15678	48	0.163	233	0.3219	0.02179	0.02179	37M1D10M10D33M6I5M3I11M6D6M1D21M8D14M6I4M1D10M3D7M15D15M	1.14.13.39	3.1.3.48	173	False
P29477	P07101	28	0.096	363	0.2679	0.05866	0.05866	19M1I3M8D15M7I25M19D6M5D13M3D3M16D2M4D2M1D11M11D4M17D6M1I6M1I1M12D4M10D19M20I3M4D7M1I9M5I10M6I8M17D11M2I3M1D1M	1.14.13.39	1.14.16.2	191	False
P29477	P04177	63	0.097	358	0.2053	0.06205	0.06205	21M2D6M33I10M20D6M5D13M3D3M16D2M4D2M1D14M11D1M17D6M1I6M1I1M12D4M10D19M20I3M4D7M1I9M5I10M6I8M17D11M2I3M1D1M	1.14.13.39	1.14.16.2	166	False
P29477	P04176	44	0.063	157	0.1865	0.07228	0.07228	6M14D2M1D4M6D19M20I3M4D7M1I9M5I10M6I8M17D11M2I2M	1.14.13.39	1.14.16.1	81	False
P29477	P17752	39	0.075	172	0.1825	0.06639	0.06639	5M5D7M1I5M22D19M20I3M4D7M1I9M5I10M6I7M17D12M2I3M1D1M	1.14.13.39	1.14.16.4	88	False
P29477	P70080	39	0.081	171	0.1834	0.06632	0.06632	5M3D8M1I5M22D19M20I3M4D7M1I9M5I10M6I7M17D12M2I3M1D1M	1.14.13.39	1.14.16.4	89	False
P29477	P00439	35	0.062	289	0.2021	0.07172	0.07172	9M6I5M5D4M5D6M4D5M14D2M3I4M1I9M2I4M25D4M7D11M14D4M4D2M3D19M20I3M4D7M1I9M5I10M6I8M17D11M2I3M1D1M	1.14.13.39	1.14.16.1	140	False
P29477	O14370	28	0.08	498	0.2526	0.07945	0.07945	18M1D19M15D8M2D13M2D9M19D10M13D1M1I13M35I5M5I5M19I6M3I10M1D8M3D8M13D3M21D2M3D13M11D7M1I10M1I8M3D2M1D8M2D4M11I6M12D1M4I6M3D3M4D11M12D11M2D2M8D6M8I2M1I4M10D6M	1.14.13.39	2.6.1.42	248	False
P30986	P30986	4788	1.0	538	1.0	1.0	1.0	538M	1.21.3.3	1.21.3.3	538	True
P30986	P29082	54	0.109	293	0.2779	0.1985	0.1985	5M2I6M5D9M1I16M4D3M15D16M3D23M4D1M13D12M4I12M7D10M3D21M3D6M1D4M12D15M10D12M1I5M3D26M	1.21.3.3	1.13.11.55	202	False
P32962	P32962	2971	1.0	339	1.0	1.0	1.0	339M	3.5.5.1	3.5.5.1	339	True
P32962	P04830	36	0.157	330	0.2404	0.1046	0.1046	14M3D2M3D2M3D2M1I7M1D8M9D6M9D7M6D6M2D6M1I6M5I6M7I8M11D2M2I17M5D7M4D1M9I5M6D5M9D2M2D8M7I9M4I3M1I11M1D4M3D10M3I5M4D10M2I1M15I12M	3.5.5.1	2.4.1.19	192	False
P33198	P33198	3772	1.0	421	1.0	1.0	1.0	421M	1.1.1.42	1.1.1.42	421	True
P33198	P54071	3580	0.961	420	0.9938	0.9132	0.9132	420M	1.1.1.42	1.1.1.42	420	True
P33198	P41562	2844	0.7	410	0.9598	0.964	0.964	3M4D164M1D213M1I24M	1.1.1.42	1.1.1.42	404	True
P33198	P21954	2550	0.609	423	0.9433	0.9405	0.9405	168M2D208M1D15M4I25M	1.1.1.42	1.1.1.42	416	True
P33198	O29610	488	0.172	464	0.5909	0.6773	0.6773	7M10D2M1D9M2D3M5D9M5I9M2D34M9I16M1D18M3D2M2I19M2I2M8I4M17D8M13I27M1D28M7D6M7D16M1D38M2I20M6I22M7I29M8I17M	1.1.1.42	1.1.1.42	345	True
P33198	P37412	469	0.16	423	0.5708	0.7373	0.7373	15M3D15M1D45M5D10M7I8M1D13M3I6M9D7M1D8M6I5M6I12M11I39M1I9M1I4M1I2M5I25M1D32M1I11M3I6M3I19M2I5M4I23M6I4M4I15M	1.1.1.42	1.1.1.85	338	True
P33198	P61495	438	0.161	422	0.5732	0.7621	0.7621	2M4I22M7D2M3I42M6I12M3D7M1D19M5D10M14I5M3D9M4I4M2I2M9I39M1I10M1I2M1I2M5I20M1D34M2I13M3I7M3I18M6I18M1I10M6I2M7I13M	1.1.1.42	1.1.1.85	324	True
P34896	P34896	4199	1.0	483	1.0	1.0	1.0	483M	2.1.2.1	2.1.2.1	483	True
P34896	Q59072	280	0.152	434	0.4304	0.5928	0.5928	15M2D6M5I15M2D2M5D7M5I8M4I3M1I24M1I2M1I3M1I4M5I1M2I12M2D23M5D7M2D31M5I10M2D25M6D3M1I5M11D2M4I12M12I8M8I4M1I18M2I1M3D8M5D8M2D14M1D2M4I3M5I9M5I19M	2.1.2.1	2.5.1.73	314	False
P34896	P15505	233	0.11	499	0.418	0.2684	0.2684	20M2D7M1D7M3I4M1D8M1I26M4I14M4D9M2I3M1I4M1I10M10I8M2I3M2I5M1I2M6I7M2D2M1I28M5I3M1D6M1D11M1I2M5D10M10D14M2D4M3D22M1I44M1I5M6I13M3D6M7I3M2I8M2I2M2I13M14I16M22D3M2D13M	2.1.2.1	1.4.4.2	365	False
P34896	P16932	218	0.15	431	0.3846	0.5503	0.5503	7M1I16M8I12M2I8M1I11M4D8M2I6M2D2M7I4M9D4M2D6M1I2M1I3M2D5M3D3M1D14M5D3M1D5M1I4M7D26M1D2M3I10M4D7M2I3M1D8M15I13M2I49M8D2M4I2M1I7M4D18M3D11M5I2M1I10M1D3M2I8M2I8M	2.1.2.1	4.1.1.64	312	False
P34896	P58314	43	0.116	267	0.2411	0.2198	0.2198	4M11D16M2I1M2I6M2I7M5I6M5D5M5I4M7D15M2I2M2D5M5D18M15D12M3I3M1D7M4D3M1I2M6D5M7I5D8M7I5M3D4M2I3M2D22M	2.1.2.1	4.1.2.13	163	False
P34896	Q9P4V2	28	0.059	452	0.1971	0.1127	0.1127	13M16I13M3I8M12D10M4D5M3I3M1D1M10D13M17D2M18D7M3D14M1I5M3I15M13I7M7D6M23I9M3D6M9D10M9D9M2D8M3D6M29I4M3D4M3D3M6D4M3D13M2D13M1I3M1I7M7I16M	2.1.2.1	5.4.2.3	237	False
P34896	P23526	51	0.074	267	0.261	0.1867	0.1867	8M9I4M11I7M1D25M6I22M7D4M2D9M5I9M1D6M3I5M5I1M2D7M6I10M11I3M2D2M9I7M7D7M1D8M3I8M1D9M1D13M	2.1.2.1	3.3.1.1	174	False
P35228	P35228	10130	1.0	1153	1.0	1.0	1.0	1153M	1.14.13.39	1.14.13.39	1153	True
P35228	Q06518	8200	0.805	1150	0.9596	0.9514	0.9514	47M3I1100M	1.14.13.39	1.14.13.39	1147	True
P35228	P29477	5694	0.806	1153	0.9145	0.516	0.516	47M5I26M1I1058M6I10M	1.14.13.39	1.14.13.39	1141	True
P35228	Q15678	97	0.186	102	0.5769	0.02725	0.02725	24M1I7M4D14M12D17M1D9M2I11M	1.14.13.39	3.1.3.48	82	False
P35228	O09046	78	0.136	88	0.6584	0.03118	0.03118	47M1I8M8D24M	1.14.13.39	1.4.3.2	79	False
P35228	P07101	31	0.119	367	0.3373	0.05943	0.05943	19M1I3M6D10M4I22M4D7M19D2M1D15M3D4M7I4M16D2M4D2M1D11M11D4M17D6M1I6M1I1M12D4M10D19M20I3M4D7M1I9M5I10M6I8M17D11M2I3M1D1M	1.14.13.39	1.14.16.2	193	False
P35228	P04177	78	0.104	334	0.2732	0.062	0.062	5M1I14M10D4M1I7M21D17M3D4M7I4M16D2M4D2M1D11M11D4M17D6M1I6M1I1M12D4M10D19M20I3M4D7M1I9M5I10M6I8M17D11M2I3M1D1M	1.14.13.39	1.14.16.2	162	False
P35228	P00439	56	0.128	148	0.2279	0.07834	0.07834	7M8I11M2D7M5D18M2D3M4D7M1I9M5I10M6I8M17D11M2I3M1D1M	1.14.13.39	1.14.16.1	95	False
P35228	P04176	45	0.076	157	0.1848	0.07172	0.07172	6M14D2M1D4M6D19M20I3M4D7M1I9M5I10M6I8M17D11M2I2M	1.14.13.39	1.14.16.1	81	False
P35228	P17752	43	0.087	172	0.182	0.06634	0.06634	5M5D7M1I5M22D19M20I3M4D7M1I9M5I10M6I7M17D12M2I3M1D1M	1.14.13.39	1.14.16.4	88	False
P35228	P70080	40	0.09	276	0.2115	0.06607	0.06607	5M3I12M2D1M7I4M11D5M4D10M13D4M24D5M3D8M1I5M22D19M20I3M4D7M1I9M5I10M6I7M17D12M2I3M1D1M	1.14.13.39	1.14.16.4	130	False
P35228	O14370	35	0.095	483	0.3025	0.08052	0.08052	14M6I28M14D4M7D33M6D2M7D3M3D5M6D6M12I4M3I4M1I5M1I12M3I14M2I5M8I2M9I8M13D3M21D2M3D13M11D2M1I15M1I8M3D2M1D8M2D4M11I6M12D1M4I6M3D3M4D11M12D11M2D2M8D6M8I2M1I4M10D6M	1.14.13.39	2.6.1.42	264	False
P35228	P15505	34	0.124	241	0.3197	0.03592	0.03592	19M2I22M5D5M16I7M4I4M10D3M4D10M1D5M2D19M6D3M1D13M5I9M1D4M10D4M7D3M12D25M	1.14.13.39	1.4.4.2	155	False
P35228	O15382	30	0.102	420	0.3002	0.08422	0.08422	18M1D11M6D18M1I17M1D1M4D2M9I8M5I6M3D9M1D6M7D8M1D3M2D24M19D7M16D3M10I5M10I12M11D2M1I15M1I8M3D2M1D10M7I1M2I9M12D1M3I13M4I4M19D8M1D3M1D2M8D6M5D3M	1.14.13.39	2.6.1.42	245	False
P37412	P37412	3175	1.0	363	1.0	1.0	1.0	363M	1.1.1.85	1.1.1.85	363	True
P37412	P61495	1731	0.485	354	0.8678	0.9649	0.9649	86M1I38M1I19M3I5M1I113M1I59M1I6M2I3M1I14M	1.1.1.85	1.1.1.85	343	True
P37412	O29610	952	0.244	397	0.7537	0.7733	0.7733	76M2I8M5I24M2I4M2I4M1I16M2D6M14D28M1D18M1D19M21D56M1I36M1I29M2D18M	1.1.1.85	1.1.1.42	342	True
P37412	P21954	489	0.18	420	0.5927	0.6444	0.6444	15M3I16M1I44M5D5M1D7M4I18M2D9M9I8M1I3M1D3M5D6M5D4M3D5M3D4M8D34M1D16M1D3M6D25M1I32M1D17M6D19M2D2M4D16M1D11M2D2M4D16M	1.1.1.85	1.1.1.42	340	True
P37412	P54071	468	0.154	426	0.5823	0.6081	0.6081	15M3I15M1I42M5I13M7D8M1I13M3D6M9I7M1I8M6D5M6D13M11D38M1D9M1D4M1D2M5D25M1I32M1D11M3D6M3D19M2D5M4D23M6D4M4D18M	1.1.1.85	1.1.1.42	341	True
P37412	P41562	467	0.176	431	0.5679	0.6284	0.6284	5M3D10M3I16M1I41M5I13M7D9M1I12M3D5M1I2M8I6M11D5M6I3M6D10M3D3M9D34M1D13M1D5M6D26M1I32M1D11M3D6M3D19M2D4M4D24M6D4M3D15M	1.1.1.85	1.1.1.42	333	True
P37412	P33198	460	0.158	423	0.5791	0.6421	0.6421	15M3I15M1I42M5I13M7D8M1I13M3D6M9I7M1I8M6D5M6D13M11D38M1D9M1D4M1D2M5D25M1I32M1D11M3D6M3D19M2D5M4D23M6D4M4D15M	1.1.1.85	1.1.1.42	338	True
P37610	P37610	2560	1.0	283	1.0	1.0	1.0	283M	1.14.11.17	1.14.11.17	283	True
P39849	P39849	3287	1.0	366	1.0	1.0	1.0	366M	1.1.1.90	1.1.1.90	366	True
P39849	P80175	1348	0.32	374	0.8029	0.932	0.932	89M1D17M2D2M3I15M1I6M1I127M2D31M1D6M1D41M1D27M	1.1.1.90	1.1.99.36	361	False
P39849	P23526	76	0.16	231	0.3748	0.2339	0.2339	4M4D10M2I26M1I20M1I2M5I9M5I13M1D18M4D3M5D9M10D1M4I10M12D25M3D5M2D17M	1.1.1.90	3.3.1.1	172	False
P39849	P14755	110	0.153	130	0.4116	0.2377	0.2377	28M1I17M14D5M8D4M2I9M5I7M1I3M6D20M	1.1.1.90	1.1.1.45	93	True
P39849	O09046	59	0.159	69	0.2475	0.06004	0.06004	17M12I4M2D24M1I9M	1.1.1.90	1.4.3.2	54	False
P39849	Q59072	55	0.14	227	0.2757	0.1811	0.1811	13M1I14M2I12M1I6M1D4M5D8M8I3M6I16M7D3M2D8M1D1M2I5M21D12M5D6M16D16M2I7M5I2M1D5M	1.1.1.90	2.5.1.73	141	False
P39849	P06988	53	0.113	255	0.2987	0.1788	0.1788	8M4I14M4D1M16D14M5D7M1D16M2D9M1D8M2I12M4D7M1I3M1I9M13D11M3I5M4I6M10D6M3D6M1I6M2D4M15I11M	1.1.1.90	1.1.1.23	163	True
P39849	P15505	48	0.121	264	0.2255	0.07606	0.07606	6M6I29M2I8M1D7M4D6M2I2M13I7M5I7M4D3M5D6M1D3M4I6M8D7M4D14M35D4M4D8M2I19M5I2M4D11M	1.1.1.90	1.4.4.2	155	False
P39849	P58314	46	0.128	194	0.2456	0.1578	0.1578	15M5D9M7D8M1D3M9D6M8D11M3I3M1D14M1I11M3I5M1I7M9D8M1D19M14I12M	1.1.1.90	4.1.2.13	131	False
P39849	P53178	54	0.072	220	0.302	0.3394	0.3394	12M5D7M6D16M2D9M27D4M3D3M1D1M2I8M4I8M1I13M3I7M2I6M3I3M7D4M1D6M7I1M1D18M6I5M1I7M	1.1.1.90	2.4.1.141	138	False
P39849	Q06518	50	0.078	203	0.2604	0.07577	0.07577	12M5I12M2D4M4I6M1D4M23I14M2D7M5D7M2D5M4D3M6D17M16D18M1I5M1I1M1I1M5D9M	1.1.1.90	1.14.13.39	125	False
P39849	Q50539	43	0.057	245	0.261	0.1283	0.1283	18M3D13M6D2M4D9M2D4M4D16M2I3M3D11M3I15M5D2M2I8M10I7M9D8M6D2M1I5M1D16M1I7M13D17M1I6M	1.1.1.90	2.1.1.245	169	False
P39849	P19839	38	0.107	168	0.2331	0.123	0.123	7M6D10M6D13M15I7M2D12M2D4M1I5M1D3M8D19M1D2M8I11M7I18M	1.1.1.90	1.14.14.3	111	False
P39849	P29477	36	0.086	406	0.2187	0.07906	0.07906	6M3D8M3D9M2D2M2D7M1I2M1I16M1D4M4I1M1I4M2D3M1I3M5D8M6D8M11D5M8D2M3D10M1D3M6D4M20D3M3D4M9D9M2D10M3D3M1I4M4I6M1D4M23I14M2D7M5D7M2D5M4D3M6D17M15D7M1D8M1D2M2I5M1I1M1I1M5D9M	1.1.1.90	1.14.13.39	234	False
P39849	P35228	33	0.078	293	0.2035	0.06379	0.06379	12M8I2M2I3M8D1M1I4M4I1M1I4M2D4M23I14M2D7M5D5M2D7M4D3M6D23M7I6M10I11M9D5M3I3M7I6M14I11M8D6M3D11M1D14M	1.1.1.90	1.14.13.39	163	False
P39849	O29610	32	0.086	266	0.2066	0.1313	0.1313	11M1I2M1I1M2D14M6I3M2I9M7D6M1D4M1D4M1I2M1I4M3D4M3I4M1D9M1D6M2I16M2D1M1I11M1D3M5I1M4D4M14I12M9D6M1D16M12D5M14D12M	1.1.1.90	1.1.1.42	170	True
P39849	P22567	27	0.092	281	0.2235	0.0946	0.0946	9M2I8M1D5M3D10M3D4M1I6M25D12M8I4M2I10M1I1M12D3M1I5M24D10M3I6M1D17M6D3M1D4M8D7M5D4M4I7M8I20M1I6M	1.1.1.90	2.3.1.1	161	False
P41562	P41562	3758	1.0	414	1.0	1.0	1.0	414M	1.1.1.42	1.1.1.42	414	True
P41562	P33198	2874	0.7	410	0.9627	0.9584	0.9584	4M1I166M1I213M1D24M	1.1.1.42	1.1.1.42	407	True
P41562	P54071	2867	0.697	410	0.961	0.8912	0.8912	4M1I166M1I213M1D24M	1.1.1.42	1.1.1.42	407	True
P41562	P21954	2526	0.653	413	0.9375	0.9332	0.9332	5M1D152M2D14M1I194M1D11M3I29M	1.1.1.42	1.1.1.42	405	True
P41562	O29610	533	0.164	455	0.6287	0.6926	0.6926	5M7D11M3D13M2D3M1I43M9I17M1D17M3D3M2I14M1D11I9M17D8M14I22M1D33M10D4M4D18M1D38M2I20M6I22M7I29M7I17M	1.1.1.42	1.1.1.42	346	True
P41562	P37412	488	0.178	426	0.5661	0.7249	0.7249	5M3I10M3D16M1D44M5D10M7I9M1D12M3I5M1D2M8D6M1D8M6I5M6I11M12I36M1I13M1I5M6I26M1D32M1I11M3I6M3I13M2I10M4I24M6I4M3I15M	1.1.1.42	1.1.1.85	338	True
P41562	P61495	441	0.169	418	0.573	0.763	0.763	16M7D9M3I42M6I12M3D8M1D16M7D4M2I6M1D7M12I9M4I4M4I2M8I34M1I15M1I3M6I23M1D32M2I13M3I7M3I21M3I3M3I6M1D7M2I6M12I17M	1.1.1.42	1.1.1.85	322	True
P42126	P42126	2383	1.0	302	1.0	1.0	1.0	302M	5.3.3.8	5.3.3.8	302	True
P44814	P44814	1283	1.0	144	1.0	1.0	1.0	144M	3.1.1.96	3.1.1.96	144	True
P52705	P52705	2311	1.0	258	1.0	1.0	1.0	258M	4.1.2.47	4.1.2.47	258	True
P52850	P52850	7692	1.0	883	1.0	1.0	1.0	883M	2.8.2.8	2.8.2.8	883	True
P53041	P53041	4198	1.0	499	1.0	1.0	1.0	499M	3.1.3.16	3.1.3.16	499	True
P53041	P91885	45	0.122	301	0.2779	0.08633	0.08633	12M6D15M4D7M4I5M9D5M2D4M8D7M1D9M6D11M3D12M2D13M35D3M3D18M1D15M2D4M7D3M17I11M6I2M5D17M5I2M	3.1.3.16	3.4.11.2	175	False
P53041	P91887	41	0.114	393	0.2649	0.08489	0.08489	13M10D10M4D9M4I3M9D5M2D6M9D14M6D13M3D7M1I10M3D8M10D12M2I12M3I11M13I1M1D14M9D3M4I8M8D8M27I5M1I4M16I6M2I10M6I7M2D3M6I12M1D4M2D5M4D2M	3.1.3.16	3.4.11.2	225	False
P53178	P53178	1743	1.0	202	1.0	1.0	1.0	202M	2.4.1.141	2.4.1.141	202	True
P53178	P14755	54	0.129	231	0.3117	0.2387	0.2387	2M1D14M4I7M7I6M1D23M8I4M13I5M11D1M2I9M2I14M2I6M11D8M1I6M6I7M3D10M7I5M2D15M2D6M	2.4.1.141	1.1.1.45	148	False
P53178	P35228	44	0.148	216	0.2594	0.06582	0.06582	5M1D1M1D8M9I6M3D4M4D3M1D9M5D13M12I7M2I10M2I1M5I8M8I11M1D15M2D2M13D11M3D30M	2.4.1.141	1.14.13.39	144	False
P53178	Q06518	170	0.13	214	0.2412	0.06581	0.06581	5M1D1M1D8M9I6M3D4M4D3M1D9M5D13M12I7M2I10M2I1M5I8M8I12M1D14M2D2M13D10M3D29M	2.4.1.141	1.14.13.39	142	False
P53178	P29477	151	0.14	214	0.2371	0.06573	0.06573	5M1D1M1D8M9I6M3D4M4D2M1D10M5D13M12I7M2I10M2I1M5I8M8I12M1D14M2D2M13D10M3D29M	2.4.1.141	1.14.13.39	142	False
P53178	P39849	56	0.087	217	0.3012	0.2013	0.2013	13M3I6M7I16M3I11M3I7M3D4M24I15M1D11M1I2M4D12M5D7M8I9M6D2M7D14M1I3M3I6M	2.4.1.141	1.1.1.90	138	False
P53178	P80175	54	0.074	202	0.3058	0.1952	0.1952	9M1D4M5I7M7I2M1D13M1D6M34I5M1I11M7D11M3D9M3D6M3D7M3D2M6I8M1I5M2D1M3D6M1D8M	2.4.1.141	1.1.99.36	120	False
P53178	P06988	45	0.108	231	0.2697	0.1369	0.1369	3M1D6M1I2M2I8M3I4M1I4M3D6M2I16M8D1M3I10M10I7M17I4M3I2M2D10M6D3M9D15M2I8M5D7M3D14M4I3M3I10M	2.4.1.141	1.1.1.23	143	False
P53178	P22567	41	0.122	277	0.2369	0.1495	0.1495	8M2D5M1D2M1D6M6I10M1D5M2I1M1D7M3I11M6D3M5D5M27D3M2D10M23D4M1I3M3D4M7D3M5D10M17I5M1I8M8D12M20D10M	2.4.1.141	2.3.1.1	135	False
P04177	P04177	4180	1.0	498	1.0	1.0	1.0	498M	1.14.16.2	1.14.16.2	498	True
P04177	P07101	2584	0.837	529	0.8551	0.6425	0.6425	29M31D31M1I437M	1.14.16.2	1.14.16.2	497	True
P04177	P70080	1952	0.498	445	0.8371	0.7777	0.7777	7M7D11M1I31M1I3M2I30M7D4M4D15M2D4M2I314M	1.14.16.2	1.14.16.4	419	True
P04177	P17752	1941	0.485	449	0.8146	0.7928	0.7928	13M4I10M3I31M1I3M2I23M2D6M5D6M3D14M2D4M2I315M	1.14.16.2	1.14.16.4	425	True
P04177	P00439	1893	0.512	433	0.8286	0.7365	0.7365	8M1I7M1I30M3I12M2I12M4D2M1D1M1I4M4D340M	1.14.16.2	1.14.16.1	416	True
P04177	P04176	1862	0.483	447	0.8059	0.7817	0.7817	17M2D2M1I7M3I31M4I12M2D13M4D5M2I5M3D334M	1.14.16.2	1.14.16.1	426	True
