query	target	bits	fident	alnlen	lddt	ttmscore	alntmscore	cigar	query_ec	target_ec	ungapped_alnlen	ec_match
P51094	P00942	49	0.113	291	0.2935	0.252	0.252	6M1D9M2I15M2D19M3I27M18I8M2I5M12D18M2D7M12I1M1I5M20I4M5I2M8I12M2D7M8D8M6D10M2D2M5D5M3D7M	2.4.1.115	5.3.1.1	177	False
P51094	P52270	49	0.115	397	0.2736	0.2106	0.2106	6M1D12M1D8M2I6M1D10M1I9M2I11M1I13M18I8M2I6M11D4M1D12M2D7M12I5M7I3M11I2M8I3M3I1M5I12M4D1M2I3M19I5M20I1M12I21M11D8M2D6M23I15M2I5M4D6M	2.4.1.115	5.3.1.1	209	False
P51094	P21865	49	0.153	416	0.2342	0.0999	0.0999	13M1I7M3D8M3I5M3D2M3D3M1I4M4I4M2I7M7I5M5D1M18I7M3I10M12D15M2I11M2I6M3I9M3D2M12I3M26I7M5I2M3D10M1I4M1I3M8D1M3D14M2D6M7D4M3D9M1I9M2I10M4D10M1I5M4D9M8D5M1I6M2D4M1D6M	2.4.1.115	2.7.13.3	246	False
P51094	Q10657	183	0.098	395	0.276	0.2104	0.2104	7M1D9M2I16M2D15M1I3M3I26M18I7M2I6M12D18M2D6M12I4M7I3M14I3M5I3M8I9M2D8M21I4M20I1M12I22M6D2M5D6M2D5M23I15M2I5M4D6M	2.4.1.115	5.3.1.1	209	False
P51094	P48491	172	0.083	397	0.2702	0.1966	0.1966	7M1D11M2I11M3D3M1D12M1I6M3I25M18I8M2I6M12D16M2D7M5I1M7I7M21I3M5I2M8I12M2D6M21I4M20I1M12I21M11D9M2D5M23I15M2I5M4D6M	2.4.1.115	5.3.1.1	209	False
P51094	Q9L1L8	74	0.107	317	0.2465	0.1972	0.1972	6M2D4M6I13M3D10M1D5M9D8M1D8M15I5M3I8M4I9M2I4M2D23M12D4M1D8M1D9M12D6M9D11M9I4M11I12M4D7M3D7M19D11M1D5M	2.4.1.115	2.7.1.11	187	False
P51094	P29562	69	0.098	417	0.2515	0.2347	0.2347	2M5D3M2I5M1I13M3I6M1D9M4D9M4I9M30I8M1D6M2D8M5I8M66I20M1I6M1I10M1I4M11D3M12D3M9I9M1I9M6I20M1I5M1D1M3D3M4I9M3D4M6D6M7I7M6D1M3I7M1D3M	2.4.1.115	3.6.4.13	216	False
P51094	P0A9J6	54	0.133	195	0.2838	0.2044	0.2044	7M1I3M9D2M1D6M13D15M2I27M13D7M3I3M4D6M9I3M2D2M5I18M3D3M2D16M4D6M	2.4.1.115	2.7.1.15	124	False
P51094	Q9TVW2	44	0.089	224	0.2376	0.179	0.179	12M8D3M9D3M26D3M1D24M4D9M2I8M10D6M2I1M9D5M2I9M10D4M1I13M1D11M3D3M4D18M	2.4.1.115	2.7.1.20	132	False
P51094	Q9ZLB9	37	0.105	492	0.2323	0.1562	0.1562	15M2D4M9D1M14I5M10I6M2D6M1I17M8I9M2I6M5I10M6D3M1D3M6D2M7I6M7D9M4D6M3I6M9D5M7I7M5I10M6D2M7I1M6D7M14I1M5I5M21I6M1I16M6I11M1D8M2I11M12I9M2I3M4I5M10D6M2I11M22I7M2I16M	2.4.1.115	3.5.1.1	261	False
P52270	P52270	2197	1.0	251	1.0	1.0	1.0	251M	5.3.1.1	5.3.1.1	251	True
P52270	P48491	1238	0.509	251	0.8797	0.9396	0.9396	34M1D1M1D20M1I12M1D87M2I91M	5.3.1.1	5.3.1.1	245	True
P52270	P00942	1221	0.456	250	0.892	0.9735	0.9735	69M1D86M2I92M	5.3.1.1	5.3.1.1	247	True
P52270	Q10657	1220	0.474	251	0.8999	0.9737	0.9737	55M1I13M1D83M1D2M3I92M	5.3.1.1	5.3.1.1	245	True
P52270	P22073	61	0.071	364	0.3157	0.2605	0.2605	17M3I10M13D3M3D10M2D4M9I6M1I7M25D17M11D15M13D9M7D9M1I8M4D1M9D5M9D4M3D5M4D6M8D4M6D8M7D16M10I5M1D2M7D4M8D11M8D6M	5.3.1.1	3.2.1.21	192	False
P52270	P29208	60	0.122	277	0.2761	0.2906	0.2906	5M6I4M3I10M2I3M2I8M5D7M7D4M3I9M10I2M3D6M4I1M13I4M3D2M10D16M8I10M9I4M3I2M1D7M6I14M5I5M6I8M1D9M2I3M7I15M	5.3.1.1	4.2.1.113	158	False
P52270	P0A9J6	46	0.08	272	0.2868	0.2234	0.2234	5M1D4M9D7M16D14M4I10M5D8M1D11M15D2M3I9M3D8M5D3M2D4M9I25M2D3M23I9M1D9M2D15M4I7M7I3M1D3M	5.3.1.1	2.7.1.15	159	False
P52270	P51094	46	0.09	385	0.2947	0.1322	0.1322	16M1D15M2I19M3D13M1D12M17D4M1D5M2D5M12I17M2I7M11D3M1D5M18D2M8D4M8D11M13D6M8D3M31D4M3I22M13I11M1D1M22D15M2D5M	5.3.1.1	2.4.1.115	205	False
P52270	P00512	35	0.106	318	0.2432	0.1432	0.1432	4M1I5M3I3M4D11M4I9M1D9M9D5M13I11M14D10M2D5M12I23M7D1M7I1M1D2M1I7M3D9M2D8M1I2M9D2M1D5M7D4M2I11M2I6M3I8M3D3M1I15M1D7M2I2M6D8M	5.3.1.1	2.7.1.11	196	False
P52270	Q9L1L8	89	0.07	339	0.2576	0.1382	0.1382	3M2I5M1D19M3I11M1D5M9D6M13I11M14D13M1D3M11I23M10I2M10D7M3D9M2D8M1I2M10D7M8D14M5I6M3I8M3D6M22D13M1D7M2I2M6D8M	5.3.1.1	2.7.1.11	198	False
P52270	Q9TVW2	55	0.069	245	0.2658	0.1595	0.1595	7M1D6M2I15M1D14M14D8M1I5M2D4M1I3M4D5M3D6M1D1M5I20M1D8M10I14M5I7M1D8M16I8M6D7M13I12M	5.3.1.1	2.7.1.20	158	False
P52270	P49333	53	0.127	188	0.289	0.1083	0.1083	12M3D4M8I6M9I2M1I9M1D11M2I6M16I9M3I5M7I8M1I4M2I2M2I40M5I2M1D7M	5.3.1.1	2.7.13.3	127	False
P52270	P43411	48	0.089	247	0.2444	0.2727	0.2727	4M1I9M1D17M5I13M30I8M6I23M4D3M2D11M6I6M5D8M3I2M6I9M8D13M2D15M2I25M	5.3.1.1	2.7.4.3	166	False
P52270	P43408	46	0.084	248	0.2421	0.2867	0.2867	4M1I9M1D18M5I12M30I8M6I23M5D3M1D11M6I6M5D8M3I2M4I9M7D10M6D15M7I23M	5.3.1.1	2.7.4.3	161	False
P52270	P43410	46	0.073	246	0.2465	0.2916	0.2916	4M1I9M1D19M5I11M30I8M6I22M4D4M2D11M6I7M5D7M3I2M6I6M4D4M4D4M3D17M3I28M	5.3.1.1	2.7.4.3	163	False
P52270	P21865	44	0.112	347	0.2538	0.07056	0.07056	13M1D19M3I18M2I5M2D6M2I23M9D3M3D8M11D3M6D7M11D7M1I3M1I6M4D5M17D2M2D15M1I3M14D10M2I5M4I11M4I5M6I10M7D10M6D5M1D3M5I2M4D5M1D2M1D2M	5.3.1.1	2.7.13.3	216	False
P52270	P29562	40	0.088	283	0.2366	0.152	0.152	9M4I22M1I8M5D10M2I5M15I10M9D20M1I13M1I5M10I4M6I6M12D6M2D10M8I13M16D2M2D9M2I14M4D8M1I8M	5.3.1.1	3.6.4.13	182	False
P52391	P52391	2304	1.0	274	1.0	1.0	1.0	274M	2.1.1.230	2.1.1.230	274	True
P52391	P21865	50	0.137	232	0.2463	0.08049	0.08049	4M2D8M10I6M16D10M7I14M15I6M3D6M5D11M2I9M1D5M4D15M1D14M3D4M1D5M1D13M10D1M3I17M	2.1.1.230	2.7.13.3	148	False
P52391	Q43295	52	0.125	207	0.2628	0.1911	0.1911	4M3I9M3D26M8D5M6D9M1D14M4D11M8I5M13I7M7D14M5I4M8D8M9D16M	2.1.1.230	2.7.1.25	132	False
P52391	P29208	43	0.16	181	0.2631	0.1367	0.1367	11M1D18M1D15M1D12M6D2M6D1M8I21M4D8M5I22M7D6M3I7M5I11M	2.1.1.230	4.2.1.113	134	False
P52391	P43410	41	0.158	202	0.2223	0.2335	0.2335	13M3D20M13D3M8D15M3D9M1I1M6D4M6D4M1D15M2D1M1I10M6I9M13D13M4I8M3I7M	2.1.1.230	2.7.4.3	132	False
P52391	P51094	41	0.118	152	0.2302	0.1072	0.1072	15M3D9M1D13M9D3M26D11M5D4M5D7M1D5M3D21M2D9M	2.1.1.230	2.4.1.115	97	False
P52391	Q9UX83	38	0.092	195	0.2411	0.2049	0.2049	6M3D29M21D15M5D6M1D5M15D9M2I10M4I2M5D8M29D3M1D16M	2.1.1.230	2.7.4.3	109	False
P52391	P49333	37	0.106	253	0.2172	0.07453	0.07453	5M3I3M1D8M3I3M3D15M9I3M1I3M7D13M16D2M1D19M29I5M2I17M1D19M2I11M11D5M1D5M3I10M5D9M	2.1.1.230	2.7.13.3	155	False
P52391	P29562	34	0.123	323	0.2458	0.1311	0.1311	9M2D21M3D13M9D1M1I4M1I8M17D4M22D8M15D8M3D9M1D4M4I1M1D5M8D2M6D1M7D6M2D15M24D17M16D27M3D9M1I5M	2.1.1.230	3.6.4.13	177	False
P52391	P43411	33	0.125	200	0.2027	0.1674	0.1674	17M2D7M1D9M16D3M5D13M3D11M5D6M6D6M1D9M5I4M21I5M2D2M8I2M1D10M7I13M	2.1.1.230	2.7.4.3	117	False
P52564	P52564	2783	1.0	334	1.0	1.0	1.0	334M	2.7.12.2	2.7.12.2	334	True
P52564	P70236	2284	0.979	334	0.9176	0.9024	0.9024	334M	2.7.12.2	2.7.12.2	334	True
P52564	P46734	2122	0.797	336	0.9237	0.8793	0.8793	7M1D9M2I9M1D307M	2.7.12.2	2.7.12.2	332	True
P52564	O09110	2009	0.788	336	0.9075	0.8644	0.8644	7M1D9M2I9M1D307M	2.7.12.2	2.7.12.2	332	True
P52564	P45985	1488	0.508	354	0.8456	0.7339	0.7339	8M7D22M8D11M1D104M1D133M2D3M1D53M	2.7.12.2	2.7.12.2	334	True
P52564	O14733	1144	0.417	350	0.7781	0.6618	0.6618	13M1I14M1I3M15D4M2I104M3I83M1D53M1D52M	2.7.12.2	2.7.12.2	326	True
P52564	Q23977	1138	0.417	347	0.7862	0.2423	0.2423	16M3I15M10D2M2I105M3I81M3I2M1D47M3D54M	2.7.12.2	2.7.12.2	322	True
P52564	Q15418	496	0.223	344	0.6046	0.3108	0.3108	34M2I37M3D11M1D18M1I29M1D4M1D7M5I22M1I26M2I3M1D15M2D8M4I30M1I13M1I7M1I20M4D1M1D13M5I9M	2.7.12.2	2.7.11.1	307	False
P52564	Q39021	460	0.189	353	0.5867	0.5739	0.5739	16M1I40M1I10M1D20M5D19M4I26M1I25M3I3M2D15M2D7M3I30M26D24M2D33M2I8M17D7M	2.7.12.2	2.7.11.24	283	False
P52564	Q15759	441	0.201	358	0.5678	0.5693	0.5693	16M1I40M1D11M1I17M6D20M5I26M1I25M2I2M6I1M6D21M3I18M4D2M2I22M16D3M7D6M3D29M1D3M15D16M	2.7.12.2	2.7.11.24	278	False
P52564	Q39024	434	0.227	351	0.5744	0.5576	0.5576	57M1D11M1I18M5D20M4I26M1I23M3I5M1D15M2D7M3I27M19D4M7D21M2D35M1D2M15D15M	2.7.12.2	2.7.11.24	286	False
P52564	P40417	429	0.218	380	0.5778	0.5668	0.5668	25M2I11M1I51M1I19M5D18M5I26M1I25M3I3M2D7M5D14M1D2M4I29M1I7M3D8M22D4M4D37M15D7M2D10M	2.7.12.2	2.7.11.24	303	False
P52564	O43781	377	0.2	340	0.5717	0.3565	0.3565	54M3D36M2I27M1I20M2D6M2I3M4D1M8I4M4D10M4I25M2D10M12D6M7D6M5D6M30D32M4I4M	2.7.12.2	2.7.12.1	250	True
P52564	Q92630	376	0.203	339	0.5594	0.3442	0.3442	34M3I3M7D9M1I41M2I26M1I20M2D6M2I3M1D3M3I7M2D10M4I30M13D11M8D6M5D6M30D40M	2.7.12.2	2.7.12.1	255	True
P52564	P53682	369	0.2	340	0.5709	0.3963	0.3963	27M9D8M3D6M7I35M1D11M1I8M2D32M2I9M1I24M1I14M1D4M2D8M11I1M3D9M3D39M1I3M1I16M3D34M	2.7.12.2	2.7.11.1	288	False
P52564	P32328	367	0.173	345	0.5263	0.3669	0.3669	40M3I17M4D27M1D4M4I30M1I29M5D7M6D16M3D5M23D30M2D15M1D4M1I4M3D14M1I5M1D12M5D6M8D8M	2.7.12.2	2.7.11.1	273	False
P52564	Q9UPE1	267	0.119	563	0.5165	0.3456	0.3456	16M1I8M1D8M13D6M1D4M7I56M3D4M2D13M4D17M2I44M3D4M14D6M1D3M37D12M16D7M106D7M4I26M3D7M5D9M1I5M39D5M1I32M	2.7.12.2	2.7.11.1	299	False
P52564	Q9Z1K9	51	0.097	103	0.36	0.03597	0.03597	13M2I14M7D4M2I2M11I6M7D3M4D28M	2.7.12.2	3.4.24.86	70	False
P52564	P14735	45	0.072	220	0.2981	0.05043	0.05043	35M4I4M7I3M5D6M1I3M1I9M1I4M13D3M1I3M2D6M1I16M14D7M1I15M3I5M12I11M13D11M	2.7.12.2	3.4.24.56	141	False
P52564	P48450	33	0.082	426	0.2515	0.05624	0.05624	20M11I17M6D7M14D9M25I9M2I11M1I6M14I5M1I10M4D3M4D7M26D4M12D8M1I4M3D3M19I10M6I7M2I7M1D9M9D2M2I11M1D2M3I16M6I7M11I3M2D6M7D6M2D5M1D9M1D6M	2.7.12.2	5.4.99.7	229	False
P52564	Q9NRA0	29	0.088	270	0.2526	0.05105	0.05105	26M7D14M8D6M2D3M1I5M3D3M2D10M9D9M1D8M16D5M1D10M5D8M10I5M6I1M5D5M10D12M15D13M17D9M	2.7.12.2	2.7.1.91	152	False
P52564	Q9JIA7	46	0.079	239	0.2195	0.06489	0.06489	12M1D4M2D11M2D3M1I5M3D3M2D10M9D9M1D8M16D5M1D10M5D8M10I5M6I1M5D5M10D12M15D13M17D9M	2.7.12.2	2.7.1.91	133	False
P52687	P52687	4412	1.0	547	1.0	1.0	1.0	547M	2.7.13.3	2.7.13.3	547	True
P52687	P77510	2187	0.407	547	0.8886	0.7548	0.7548	124M1I375M2D45M	2.7.13.3	2.7.13.3	544	True
P52687	P30847	266	0.163	600	0.5325	0.3033	0.3033	27M1I34M3D3M1D13M4D3M12D15M4D4M33I9M1I7M1I9M5D33M8I18M8I6M10I5M2D3M58I22M1D22M6D21M6I5M13D8M8D9M7I6M4D16M4I5M1I2M1D44M5D24M1I3M1D15M	2.7.13.3	2.7.13.3	391	True
P52687	P30855	239	0.147	494	0.4793	0.1088	0.1088	5M3I4M1D19M2I10M8D11M3I12M29D28M12D4M7I23M2D8M4D18M1D7M4D16M4D25M8D21M6D5M3D3M4D3M2I9M4D8M4D5M3D2M8I21M3I12M1D8M2D25M3D39M4D8M	2.7.13.3	2.7.13.3	359	True
P52687	P21865	179	0.146	456	0.4683	0.1287	0.1287	8M1I18M6I11M10D7M17D12M1I2M9I4M2I10M1I5M3I16M2I18M1I4M22D21M9D8M1D14M9D6M1I12M3D4M5I4M12D14M4D5M7I7M3D17M2I6M2I37M3D50M	2.7.13.3	2.7.13.3	320	True
P52687	P49333	127	0.105	542	0.427	0.1448	0.1448	39M6D10M16D5M21D9M1D3M1I2M7D1M10D12M11I2M1I19M3I11M5D4M6D11M31D20M1I22M22D6M2D15M6I9M12D4M9D10M7I8M6D19M3I12M12D4M2D26M5D28M1D13M2D9M	2.7.13.3	2.7.13.3	333	True
P52687	Q01062	40	0.106	496	0.3379	0.08411	0.08411	7M9I17M1D19M5D5M3D9M3D8M3I6M5I5M16D9M1D15M6D12M12I12M1D27M18D8M1I3M1I2M11I13M20D2M5D12M3I6M3I8M1I14M7D4M1I13M16I16M3I13M2I11M7D10M12I10M1D11M4D8M	2.7.13.3	3.1.4.17	315	False
P53682	P53682	4441	1.0	534	1.0	1.0	1.0	534M	2.7.11.1	2.7.11.1	534	True
P53682	Q15418	649	0.277	371	0.6343	0.33	0.33	19M7I46M1I3M6I92M1D20M4I2M3D1M2D12M3I1M4D22M3D69M11D16M10I13M	2.7.11.1	2.7.11.1	316	True
P53682	P40417	429	0.218	376	0.5814	0.5935	0.5935	17M7I21M1D3M1I27M1I9M1I10M1I18M5D11M1I5M1I43M1I4M2I16M3D4M1D19M2D35M8D2M16D8M3D35M3D3M8D9M4D7M	2.7.11.1	2.7.11.24	306	True
P53682	Q39021	428	0.225	328	0.5676	0.5849	0.5849	42M1I14M1I14M5D11M1I5M1I15M1D28M1I3M2I13M1D23M2D33M24D13M3D38M3D3M5D6M1D3M5D7M	2.7.11.1	2.7.11.24	271	True
P53682	O14733	428	0.219	356	0.5817	0.511	0.511	45M1D17M2D2M1D12M1I30M2I63M3I14M4D16M1I4M2I8M9D1M5I3M4I11M6D30M1D12M1D9M2I34M	2.7.11.1	2.7.12.2	311	False
P53682	Q39024	426	0.237	350	0.5815	0.5929	0.5929	10M8I3M4I2M3I12M17D39M1I12M1I15M5D12M1I49M1I3M2I36M2D34M23D7M5D4M1I38M	2.7.11.1	2.7.11.24	276	True
P53682	Q15759	424	0.213	295	0.6096	0.5947	0.5947	4M1I38M1I14M1I12M6D13M1I5M1I43M3I15M2I20M2D41M8D2M19D43M	2.7.11.1	2.7.11.24	250	True
P53682	Q92630	411	0.18	431	0.6229	0.377	0.377	58M11D9M13D3M12D34M2I2M3I4M1D13M5D27M1I7M1D4M1D44M1I12M1I7M1I12M1D37M11D6M17D6M26D8M1D29M	2.7.11.1	2.7.12.1	322	False
P53682	P32328	397	0.194	468	0.5873	0.4186	0.4186	24M3D22M11D6M5D3M22D5M35D6M2I56M1I78M1I4M2I11M20D11M21D13M1D41M4D25M1I8M1D11M8I6M	2.7.11.1	2.7.11.1	330	True
P53682	P46734	384	0.207	351	0.5552	0.5892	0.5892	38M6I8M2I8M6D34M1I7M3I17M2D26M2D9M1D24M1D14M1I4M2I7M8D2M4I4M3I6M1I4M5D32M1D10M4I9M2D33M	2.7.11.1	2.7.12.2	296	False
P53682	O43781	381	0.21	470	0.5701	0.3817	0.3817	16M3D22M5D8M6D10M29D13M11D35M2I2M2I18M5D27M1I10M2D45M1I11M1I8M1I12M1D35M15D5M21D6M3D5M15D6M1D29M9D13M	2.7.11.1	2.7.12.1	336	False
P53682	Q23977	363	0.21	371	0.5686	0.1881	0.1881	14M5D18M2D7M6D23M2D43M4I2M2D47M2D7M2I5M3I14M4D16M1I4M2I8M10D1M2I6M8I11M3D25M1D16M3D6M1I1M1I33M	2.7.11.1	2.7.12.2	307	False
P53682	P52564	362	0.195	337	0.5442	0.6062	0.6062	27M5I9M3I7M7D34M1I11M1D8M2I32M2D9M1D24M1D14M1I4M2I8M11D1M3I9M3I39M1D3M1D16M3I34M	2.7.11.1	2.7.12.2	289	False
P53682	P70236	358	0.208	340	0.5536	0.6164	0.6164	18M5I6M7I6M18D35M4I15M2D35M2D9M1D24M1D13M3I13M4D1M1I8M2I7M1I6M5D27M2D2M1I12M1D6M3I34M	2.7.11.1	2.7.12.2	277	False
P53682	O09110	358	0.189	370	0.5485	0.6027	0.6027	47M2I8M6D34M1I7M3I9M1D8M1D26M2D9M1D24M1D14M1I4M2I9M5I2M7D7M1I3M1I7M5D28M1D13M1D6M3I34M2I1M3I20M	2.7.11.1	2.7.12.2	320	False
P53682	P45985	353	0.219	392	0.581	0.5354	0.5354	18M5D27M3I14M1I4M5D37M2I51M2I8M6D21M1D17M1I4M2I9M5I2M11D4M5I2M1I7M5D26M1D26M1D37M3I5M2D11M	2.7.11.1	2.7.12.2	330	False
P53682	Q9UPE1	259	0.13	576	0.5892	0.3701	0.3701	52M1D7M1D7M4D38M5I6M1D17M7D12M4D26M1D21M1D14M158D5M10D2M8D12M4D4M6I13M1D26M4D3M1D13M3D2M3D8M11D3M22D29M	2.7.11.1	2.7.11.1	320	True
P53682	Q43295	76	0.108	83	0.5537	0.07317	0.07317	50M1I14M2I3M3I10M	2.7.11.1	2.7.1.25	77	False
P53682	Q96255	54	0.094	158	0.4501	0.06268	0.06268	42M10D8M2I17M6D3M18I4M1D2M7I1M2I2M4D21M2D6M	2.7.11.1	2.6.1.52	106	False
P53682	Q9NRA0	50	0.085	223	0.3781	0.05599	0.05599	30M3D8M28D24M3D9M11D1M1I8M10D11M9D5M5D6M6I20M4D2M12I7M	2.7.11.1	2.7.1.91	131	False
P53682	Q9JIA7	47	0.082	219	0.357	0.0557	0.0557	14M3D21M24D21M2I2M5D10M8D11M10D11M9D5M5D6M6I20M4D2M13I3M1D3M	2.7.11.1	2.7.1.91	129	False
P53682	P14735	47	0.059	237	0.3218	0.0428	0.0428	27M6I13M6I12M9I6M1I3M1I10M1I3M13D3M1I3M1D7M6D9M12D7M6I3M1I15M3I4M9I12M13D11M	2.7.11.1	3.4.24.56	148	False
P53682	Q9Z1K9	60	0.123	73	0.4937	0.02332	0.02332	1M1D17M2I9M1D17M11I14M	2.7.11.1	3.4.24.86	58	False
P54871	P54871	4108	1.0	462	1.0	1.0	1.0	462M	2.3.3.10	2.3.3.10	462	True
P54871	P22307	155	0.113	519	0.4039	0.3795	0.3795	23M3I2M24I39M1I7M2I40M4I3M1I14M37D1M41D5M16D12M8D1M2D12M11I1M9I4M9D15M9I2M1I14M9I3M1D9M14I4M1D13M12D2M7I11M1I9M3D47M	2.3.3.10	2.3.1.176	293	False
P70236	P70236	2822	1.0	334	1.0	1.0	1.0	334M	2.7.12.2	2.7.12.2	334	True
P70236	P52564	2289	0.979	334	0.9202	0.9024	0.9024	334M	2.7.12.2	2.7.12.2	334	True
P70236	P46734	2014	0.788	335	0.9014	0.859	0.859	7M1D10M1I316M	2.7.12.2	2.7.12.2	333	True
P70236	O09110	1999	0.776	336	0.9051	0.8658	0.8658	7M1D9M2I9M1D307M	2.7.12.2	2.7.12.2	332	True
P70236	P45985	1365	0.505	362	0.8061	0.7177	0.7177	18M4D14M20D8M1D104M1D133M2D3M1D53M	2.7.12.2	2.7.12.2	333	True
P70236	O14733	1143	0.424	349	0.7765	0.6677	0.6677	14M1I17M14D4M2I104M3I87M1D49M1D52M	2.7.12.2	2.7.12.2	327	True
P70236	Q23977	1113	0.397	367	0.7683	0.2413	0.2413	34M31D2M2I105M3I81M2I50M3D54M	2.7.12.2	2.7.12.2	326	True
P70236	Q15418	513	0.219	347	0.6078	0.3109	0.3109	34M2I37M3D11M1D20M1I27M1D4M1D7M5I22M1I28M4I1M1D7M1D4M1I2M4D10M4I26M1I14M1I7M1I20M4D1M1D13M5I9M	2.7.12.2	2.7.11.1	304	False
P70236	Q39021	473	0.202	370	0.5843	0.571	0.571	7M2D19M1I40M1D12M1I18M5D19M4I26M1I28M7D6M1D5M7I7M3I29M1I8M2D1M12D7M7D6M8D35M2I8M17D7M	2.7.12.2	2.7.11.24	288	False
P70236	Q39024	467	0.201	377	0.5809	0.5675	0.5675	19M8D52M1D12M1I17M5D20M4I26M1I28M6D10M6I9M3I29M1I8M23D14M6D35M1D2M15D15M	2.7.12.2	2.7.11.24	296	False
P70236	Q15759	456	0.201	353	0.5828	0.5916	0.5916	16M1I40M1D12M1I16M6D20M5I26M1I27M4I1M2D21M3I29M1I10M23D13M6D33M1D3M15D16M	2.7.12.2	2.7.11.24	283	False
P70236	P40417	420	0.225	382	0.5656	0.5535	0.5535	16M7D2M2I11M1I54M1I16M5D18M5I26M1I28M10D12M6I5M3I32M1I8M23D13M6D36M15D7M2D10M	2.7.12.2	2.7.11.24	294	False
P70236	O43781	382	0.207	337	0.578	0.3688	0.3688	54M3D36M2I27M1I20M2D8M2D4M3I6M2D3M3I7M3I4M1I25M1I9M11D7M11D1M5D6M30D32M4I4M	2.7.12.2	2.7.12.1	253	True
P70236	P53682	379	0.209	349	0.5773	0.403	0.403	42M20D42M4D15M2I35M2I9M1I24M1I13M3D13M4I1M1D8M2D7M1D6M5I27M2I2M1D12M1I6M3D34M	2.7.12.2	2.7.11.1	296	False
P70236	Q92630	366	0.205	336	0.5659	0.3465	0.3465	53M3D38M2I26M1I20M2D8M2D4M2I3M4I6M2D7M3I4M1I22M3D4M10D11M8D6M5D6M30D32M3I5M	2.7.12.2	2.7.12.1	255	True
