query	target	bits	fident	alnlen	lddt	ttmscore	alntmscore	cigar	query_ec	target_ec	ungapped_alnlen	ec_match
O35831	P54350	302	0.141	552	0.581	0.3643	0.3643	7M13I11M1D22M7D10M3I39M3D26M8I21M1D12M33D5M1D33M4I18M6D26M1D9M2I40M1I2M34D20M4I44M2I8M22I4M9I40M	2.7.11.22	2.7.10.2	397	False
O35831	Q9Z1T6	138	0.092	604	0.3902	0.04247	0.04247	7M3I9M14D8M9D5M4I19M3I60M5D25M5D10M40D8M21D10M5D7M3I1M23D7M43D7M2I13M34D7M6D23M6D15M9D6M1D5M6D4M2D15M11D3M15D5M1D16M6D2M9I3M3D7M2I6M	2.7.11.22	2.7.1.150	313	False
O35831	P50442	112	0.212	66	0.7392	0.06647	0.06647	20M1I5M1I39M	2.7.11.22	2.1.4.1	64	False
O35831	Q14432	112	0.091	685	0.3515	0.05988	0.05988	8M11I6M2D4M3D8M1D18M1D46M5D16M8D11M1I13M8I7M11D19M5I9M7I4M9I7M2D5M1D9M1D5M19I1M12D6M10D9M14D7M2D20M8I6M5I4M1I13M5I3M5I1M9D5M3D3M1D13M2D2M3I5M5I21M5D8M1D1M5I11M4D5M1D5M24D2M1D7M1D6M1I7M3D5M21D3M22D9M4D29M	2.7.11.22	3.1.4.17	412	False
O35831	P29465	86	0.115	182	0.5611	0.02089	0.02089	11M2D4M4D20M25D6M13D2M1D19M1I47M17I10M	2.7.11.22	2.4.1.16	119	False
O35831	Q14703	59	0.116	146	0.5441	0.02126	0.02126	21M3D6M9D4M3D7M2D2M1I21M1I8M26D18M5I9M	2.7.11.22	3.4.21.112	96	False
O35831	P39112	51	0.11	209	0.3695	0.03211	0.03211	14M1I4M2I14M3I31M8D6M1D9M6D8M15D9M5D11M4I9M5D8M10D2M11D6M1D6M	2.7.11.22	3.1.13.1	137	False
O35831	P19456	27	0.072	604	0.241	0.04719	0.04719	14M2D9M1I15M3D28M1D3M14D22M27D5M10D7M16D16M2I2M5D1M7D13M9D3M17I4M4I11D2M2D6M5I1M4D4M12D1M5D12M11D4M1D2M1D7M9D7M5I3M1I10M1D5M4I5M5I5M8D6M36D9M5D4M6D7M15D14M9D3M4D19M37D11M	2.7.11.22	3.6.3.6	289	False
P00761	P00761	2114	1.0	231	1.0	1.0	1.0	231M	3.4.21.4	3.4.21.4	231	True
P00897	P00897	4750	1.0	519	1.0	1.0	1.0	519M	4.1.3.27	4.1.3.27	519	True
P00897	P05041	1276	0.257	517	0.6771	0.8662	0.8662	4M1I7M2I7M1D9M1I43M25I3M8I4M1I3M6I8M2D10M2D22M1D24M2I9M4I9M6I6M1D10M2I36M1D42M2I14M2I3M4I170M	4.1.3.27	2.6.1.85	443	False
P04182	P04182	3791	1.0	439	1.0	1.0	1.0	439M	2.6.1.13	2.6.1.13	439	True
P04182	P29758	3629	0.977	439	0.996	0.9813	0.9813	439M	2.6.1.13	2.6.1.13	439	True
P04182	P47039	197	0.117	521	0.4218	0.479	0.479	22M9D18M4D3M1I13M22I13M3D28M4D10M5I7M5I15M12I3M2D3M5I7M2D3M17D11M1I8M1D4M1D1M3I27M2I5M8D11M3I4M2D23M9I3M9D10M1D12M7D14M1I2M6I5M2D6M5D9M8D7M1D9M11D9M2I15M1I6M	2.6.1.13	2.6.1.7	346	True
P04182	P43623	181	0.137	313	0.4016	0.4829	0.4829	29M6I5M3I2M1I16M12I4M2D2M1D4M2I7M1I10M2D10M1D7M2I3M3I22M8I2M4D6M2I7M3D16M9D12M9I8M1I24M3I6M18D12M2D4M	2.6.1.13	4.4.1.8	218	False
P04182	Q14703	50	0.117	434	0.3088	0.08573	0.08573	39M12I4M7I2M27I4M10I3M4I11M27I6M2D3M1I1M4I12M15D2M9I10M16D10M2D3M10D11M1I9M4I16M1I15M1I7M1D3M12D16M1D5M12I4M7D5M1D5M5D10M15I11M	2.6.1.13	3.4.21.112	227	False
P04182	Q9Z1T6	38	0.087	527	0.2864	0.04049	0.04049	34M2D5M24D7M3I10M7I5M9D3M6I3M2D5M2D2M3I13M5I24M28D6M18I1M3D8M7D6M2D6M9I3M6I4M6I1M5D11M3D9M5I1M3I5M4I15M11I10M8I7M6I6M1D4M15D8M3D8M11D13M2I3M1D9M17D10M3D8M6I8M	2.6.1.13	2.7.1.150	281	False
P04182	P82197	59	0.092	140	0.3085	0.188	0.188	8M4D12M4D3M16I7M21D12M3D12M8I16M5D9M	2.6.1.13	2.7.1.35	79	False
P04182	P10799	53	0.127	102	0.2645	0.07129	0.07129	10M1D6M10I8M2I23M1D7M3I11M4I16M	2.6.1.13	2.7.13.3	81	False
P04182	P36583	33	0.088	193	0.3013	0.0313	0.0313	39M11I6M7D9M1D8M3D5M4D8M8I14M17I9M1D5M17D2M2D17M	2.6.1.13	2.7.11.13	122	False
P05041	P05041	4161	1.0	453	1.0	1.0	1.0	453M	2.6.1.85	2.6.1.85	453	True
P05041	P00897	1294	0.261	517	0.6963	0.7578	0.7578	4M1D7M2D7M1I9M1D43M25D3M8D4M1D3M6D8M2I10M2I22M1I24M2D9M2D7M2D2M6D6M1I10M2D36M1I42M2D14M2D3M4D170M	2.6.1.85	4.1.3.27	443	False
P05696	P05696	6019	1.0	672	1.0	1.0	1.0	672M	2.7.11.13	2.7.11.13	672	True
P05696	P36583	1239	0.341	703	0.6765	0.3157	0.3157	19M2D31M3I4M1D25M5D65M31D6M6I5M10I12M8I25M2I6M8I13M12I7M2I19M15I14M4D67M2D42M1I185M1D21M4D5M5I10M	2.7.11.13	2.7.11.13	581	True
P05696	P48609	470	0.211	298	0.5827	0.7422	0.7422	38M3I4M1D39M1I11M1D57M3I8M3D11M1D21M1D19M17D8M5D2M7D21M5I11M	2.7.11.13	2.7.11.22	250	True
P05696	P41808	427	0.219	356	0.5743	0.5992	0.5992	13M5I5M7D24M2D11M2I5M1D29M4D12M1I65M1D1M2D9M5D14M1D39M22D8M11D23M5I29M	2.7.11.13	2.7.11.24	287	True
P05696	Q15131	415	0.222	350	0.547	0.6686	0.6686	10M1D38M2I33M2D11M1I13M1D76M1D37M18D5M6D9M6D21M5I16M6I32M	2.7.11.13	2.7.11.22	301	True
P05696	O35831	409	0.196	392	0.5309	0.4605	0.4605	10M5I6M3I12M2D41M3I47M1I11M1D80M1D37M23D10M7D21M5I11M11D8M2I4M3I6M4I10M1I6M	2.7.11.13	2.7.11.22	320	True
P05696	P08458	398	0.25	320	0.5345	0.4606	0.4606	35M4I5M2D14M1I36M2D53M1I28M2D44M1D23M4I1M1I15M7D14M2D6M5I14M	2.7.11.13	2.7.11.1	288	True
P05696	P54350	363	0.2	355	0.576	0.3753	0.3753	13M1I15M6D19M6D44M1I50M1I41M33D21M4I12M2D2M1I29M3I34M4I1M1I11M	2.7.11.13	2.7.10.2	292	False
P05696	P11362	329	0.177	593	0.4653	0.2881	0.2881	5M3D6M3D9M1I3M4I2M4I5M1D5M6D6M1D21M1D6M1I8M3I7M15I7M1D6M5I9M1I12M63D51M7D18M1D18M3I4M1D8M1I18M2I2M18D53M1D10M1D34M1D21M1D28M4I8M8I9M11I21M	2.7.11.13	2.7.10.1	420	False
P05696	P22455	326	0.176	578	0.4568	0.2856	0.2856	5M3D6M3D9M1I2M8I8M1D10M7D8M2I27M3I3M5I3M10I6M3I1M9I8M18D14M12D10M10D14M1D3M26D24M7D18M1D18M3I4M1D8M1I18M2I2M18D53M1D10M1D34M1D21M1D28M4I9M8I7M6D10M	2.7.11.13	2.7.10.1	401	False
P05696	P21803	317	0.155	604	0.4662	0.2859	0.2859	5M1I5M3D5M3D10M1I2M8I8M1D6M6D5M1D36M3I8M15I8M10I7M9D14M20D7M12D19M29D25M7D18M2I23M1D8M1I18M2I3M18D52M1I11M3D32M1D21M1D28M4I1M1I7M7I9M11I21M	2.7.11.13	2.7.10.1	422	False
P05696	Q04589	317	0.172	591	0.4478	0.2896	0.2896	5M3D5M3D10M1I3M4I2M4I6M1I1M4D2M4D6M1D36M3I7M15I11M4I11M3D10M11D6M35D11M13D38M7D18M1D18M3I4M1D8M1I18M2I2M18D53M1D10M1D34M1D21M1D28M4I8M8I14M11I16M	2.7.11.13	2.7.10.1	422	False
P05696	P22607	287	0.152	820	0.4249	0.2803	0.2803	19M1D14M7D9M5D17M5D4M15D10M5D2M6I16M15D6M26D2M8D10M1I4M1D6M14D6M4I4M12I5M1I1M3D4M3D6M3D8M4I5M5I6M1D5M6D6M1D21M1D6M1I8M3I3M5I3M10I8M1D6M7I20M23D2M1D6M8D15M28D24M7D15M2I30M1D8M1I18M2I2M18D53M1D7M1D37M1D19M1D29M19I11M	2.7.11.13	2.7.10.1	526	False
P05696	Q9Z1T6	60	0.098	657	0.2284	0.04221	0.04221	20M1D11M4D5M1I12M2I17M13I16M5I12M5I2M17D7M17D7M5I5M4D1M4I1M21D2M11I5M14I10M7I21M7I5M11I10M12I5M5I12M6D7M13I6M1I15M3I11M2I13M36D5M6D6M1D36M10D14M5D3M2D14M12D3M15D5M1D16M6D2M8I4M2D7M2I7M	2.7.11.13	2.7.1.150	360	False
P05696	P17571	44	0.082	399	0.2512	0.08985	0.08985	9M4D4M3I5M3D3M8I6M3I18M2D4M2D11M2D10M11D3M2D6M1I7M3I5M4D5M2D5M18D15M2D1M4D6M19D3M28D3M15D13M2D13M1I2M8D21M11I6M18I7M1I4M17D10M	2.7.11.13	1.7.1.1	205	False
P05696	Q14432	44	0.096	843	0.1765	0.05529	0.05529	17M1I16M5I6M11I3M22I10M1D22M9I4M19I3M4I26M2I13M7I25M1I2M7D26M2I3M3I11M3I18M15I10M5D16M4I10M8I6M7I11M4D2M4D9M4I3M7I2M8D3M9I7M4D6M21D8M2D19M24D4M3D5M3I8M1I5M10D7M2I4M1I5M4D8M2I16M6I10M11I5M4D5M1D5M24D2M1D6M4D7M8D5M23D6M2D3M8D9M4D5M1D15M2D25M4D4M	2.7.11.13	3.1.4.17	491	False
P05696	Q14703	31	0.15	160	0.2522	0.02026	0.02026	2M1D18M1D4M1D9M8D5M5I6M1I4M8I14M4I23M1D4M10D31M	2.7.11.13	3.4.21.112	120	False
P05696	P20418	52	0.115	207	0.2485	0.2641	0.2641	4M2D12M29I11M2I2M4I2M4I7M15I5M1D7M3I11M5I1M6I5M8D4M3I11M5I5M2I8M4I10M2I7M	2.7.11.13	1.15.1.2	112	False
P05696	P22076	48	0.107	158	0.244	0.2465	0.2465	11M2I2M4I2M4I7M15I5M1D7M3I7M5I5M3D6M4I1M3D4M3I11M5I5M2I7M4I11M2I7M	2.7.11.13	1.15.1.2	98	False
P05696	P29465	22	0.081	222	0.1892	0.01889	0.01889	10M2D11M1I4M2I13M6I3M7D5M13D8M12D19M10I10M25I16M14I20M2D9M	2.7.11.13	2.4.1.16	128	False
P07902	P07902	3386	1.0	379	1.0	1.0	1.0	379M	2.7.7.12	2.7.7.12	379	True
P07902	Q03249	3163	0.91	379	0.9933	0.9965	0.9965	379M	2.7.7.12	2.7.7.12	379	True
P07902	P09148	2069	0.555	349	0.9301	0.9792	0.9792	283M3I63M	2.7.7.12	2.7.7.12	346	True
P82197	P82197	2814	1.0	312	1.0	1.0	1.0	312M	2.7.1.35	2.7.1.35	312	True
Q00496	Q00496	11423	1.0	1251	1.0	1.0	1.0	1251M	3.4.24.69	3.4.24.69	1251	True
Q00496	P10799	35	0.103	417	0.2026	0.06644	0.06644	10M1D12M3D3M4D3M5I9M2I4M2D10M6D11M1D4M2I6M12I10M1D13M5D7M1I4M9D2M6I18M1I9M8I5M5I13M3D15M1I35M2D3M4D10M20I5M2I1M4I16M1I4M26D8M4D7M2I5M5D7M	3.4.24.69	2.7.13.3	269	False
Q00985	Q00985	2717	1.0	314	1.0	1.0	1.0	314M	1.14.17.4	1.14.17.4	314	True
Q00985	P42220	396	0.18	332	0.5588	0.6574	0.6574	2M2D11M3I46M7I9M5D10M15D5M2I9M4I58M4D23M3D53M5D33M1I22M	1.14.17.4	1.14.11.26	281	False
Q03249	Q03249	3394	1.0	379	1.0	1.0	1.0	379M	2.7.7.12	2.7.7.12	379	True
Q03249	P07902	3162	0.91	379	0.9943	0.9965	0.9965	379M	2.7.7.12	2.7.7.12	379	True
Q03249	P09148	2114	0.553	349	0.9335	0.9796	0.9796	283M3I63M	2.7.7.12	2.7.7.12	346	True
Q04589	Q04589	6833	1.0	822	1.0	1.0	1.0	822M	2.7.10.1	2.7.10.1	822	True
Q04589	P11362	3873	0.976	822	0.9338	0.3972	0.3972	822M	2.7.10.1	2.7.10.1	822	True
Q04589	P21803	3263	0.7	831	0.8936	0.4299	0.4299	31M2D7M5D21M1I72M6I10M1D297M1D8M1D330M1I28M2I7M	2.7.10.1	2.7.10.1	811	True
Q04589	P22607	2913	0.623	810	0.8839	0.4202	0.4202	25M8D19M2D42M2I8M1D10M1I8M6I8M2I225M1D35M2I11M1I6M2I359M1I25M	2.7.10.1	2.7.10.1	781	True
Q04589	P22455	2595	0.555	814	0.8367	0.4068	0.4068	20M2D5M7D18M2I47M2I2M1D17M2I16M3I170M2I39M2I9M3D36M1I11M1I20M2I321M1I19M1I6M1I25M	2.7.10.1	2.7.10.1	781	True
Q04589	P48609	491	0.205	312	0.6426	0.7184	0.7184	21M4I4M3I8M4D6M3I13M1I26M1I9M5I2M10I58M1D4M3I15M1D34M2I6M19D7M11D31M	2.7.10.1	2.7.11.22	244	False
Q04589	P41808	411	0.214	350	0.5789	0.5288	0.5288	12M2I7M7D22M1I3M4I10M1I1M2D31M4D15M1I8M16I67M6D19M1D20M2I2M4D3M2I6M12D6M8D5M7D2M4D27M	2.7.10.1	2.7.11.24	266	False
Q04589	Q15131	368	0.216	332	0.562	0.5256	0.5256	9M4D21M4I5M3I11M5D14M5I13M2D13M1I8M8I6M7I53M5I2M3D16M1D24M15D2M5D5M3D2M2I5M1I13M8D28M	2.7.10.1	2.7.11.22	250	False
Q04589	O35831	347	0.163	549	0.5556	0.4098	0.4098	11M28I34M5D16M3D18M25D5M19D3M15D22M5I17M2D15M5I27M1I9M2I3M13I57M2I18M1D24M1I14M22D13M7D29M1D2M5D5M6D7M8D6M3I6M1I8M	2.7.10.1	2.7.11.22	369	False
Q04589	P08458	332	0.194	376	0.6033	0.4386	0.4386	5M1D23M3I4M4I27M1I34M2I8M12I52M3I23M2D23M1I21M1I6M1D28M14D19M1D4M9D44M	2.7.10.1	2.7.11.1	321	False
Q04589	P05696	324	0.165	563	0.5007	0.3336	0.3336	5M3I5M3I10M1D3M4D2M4D11M7I5M1I6M2I4M2D24M3D7M15D9M7D17M17I14M35I6M13I38M7I18M1I18M3D4M1I8M1D18M2D2M18I53M1I10M1I34M1I21M1I26M19D12M	2.7.10.1	2.7.11.13	390	False
Q04589	P54350	300	0.154	505	0.574	0.3556	0.3556	13M25I48M41D19M2D9M7D23M5I6M2I6M1D58M7I3M10I38M31D4M2D14M6I19M3I1M4D14M2I8M1D3M3I7M1I31M5D7M6D10M	2.7.10.1	2.7.10.2	341	True
Q04589	P36583	280	0.157	868	0.4802	0.2371	0.2371	11M3I5M5D10M4I1M1D6M3D9M1D6M32D10M4I20M21I4M2D5M30I7M5D7M6I7M1I18M2D4M5I9M3D7M7I2M12D20M10D20M5I4M3I4M3I4M5I1M4D17M5I19M16D19M16D4M8D17M10D14M1D13M3D28M4I4M3I9M6D2M4I17M2D7M1I8M1D19M17I55M1D11M3I32M1I25M1I24M5D5M5D4M2D14M1D7M	2.7.10.1	2.7.11.13	575	False
Q04589	Q14432	104	0.115	981	0.3322	0.05947	0.05947	28M9I13M2D2M3I7M2I3M8I5M6I7M6I36M19I5M21I12M11I4M22I8M4I2M1I8M30I4M5I9M2I4M23I4M1I8M1I15M3I5M17I8M2D2M1D17M1D6M1D38M3I4M5I7M1D1M6I7M20D5M13I6M1D11M16D8M1D3M21I6M7D3M1D3M5D18M25D13M5I1M7I2M22I2M8I2M1I5M4D8M3I1M1D14M7I6M3I3M9I6M4D5M1D5M24D2M1D5M2I1M18D7M1D10M12D9M10D4M12D22M2D23M	2.7.10.1	3.1.4.17	498	False
Q04589	Q9Z1T6	85	0.097	1134	0.3394	0.02643	0.02643	5M4I34M2I13M12I5M1D8M4I10M4I7M1I3M4I33M6D13M15D2M12D4M2D4M3I4M3I13D4M1D4M27D6M8D4M3D3M20D2M1I6M4I10M6I19M2D1M16D5M6D4M1I3M4I2M16D2M31D3M4D3M4D4M7D10M11I10M3I9M12D8M6D3M1I5M2I3M5D5M2I10M40D13M2D4M5D6M33D6M9D13M1I14M2D46M13I7M12I1M14I9M12I5M5I9M9I16M2I9M3I3M20I3M22I2M8I4M3I4M3I1M8I4M3D2M1I1M9I2M15I3M11I9M19I41M1D30M	2.7.10.1	2.7.1.150	560	False
Q04589	P29465	84	0.109	82	0.5183	0.01982	0.01982	18M1I27M3I33M	2.7.10.1	2.4.1.16	78	False
Q04589	P50442	73	0.108	83	0.5303	0.04843	0.04843	34M2I21M4I9M4D9M	2.7.10.1	2.1.4.1	73	False
Q04589	P17571	62	0.082	437	0.3627	0.105	0.105	6M5D5M1D1M2I17M3D4M8I5M3I15M2D4M2D11M2D8M1D8M13D6M3D7M9D8M13I34M6I3M15D2M11D6M18D4M12D34M1I2M8D21M42I3M2I4M8D3M18D8M	2.7.10.1	1.7.1.1	229	False
Q04589	P39112	42	0.071	196	0.4117	0.02677	0.02677	9M1I44M23D5M27D9M6D2M4D13M5D8M8D4M11D8M4I5M	2.7.10.1	3.1.13.1	107	False
Q04589	Q14703	37	0.076	671	0.3182	0.05809	0.05809	3M3I9M12D10M8D3M1I1M4I17M2D7M6D7M4D4M5D7M2D11M10D24M6I4M2D4M26D9M22I7M1I2M2I3M13I2M2D2M18I10M39D8M9I4M4D6M8D6M2D4M12I1M8D10M1D10M3D6M26D4M32D2M5I1M1I5M1I2M9D16M2D2M5D3M23I13M3D25M28D27M	2.7.10.1	3.4.21.112	301	False
Q04804	Q04804	3569	1.0	446	1.0	1.0	1.0	446M	2.7.13.3	2.7.13.3	446	True
Q04804	Q9RZA4	334	0.185	474	0.5811	0.2673	0.2673	16M5I2M7D16M1D4M1D13M1D14M1D4M3D5M8D14M1I5M17D8M12D6M1I19M12I8M21I8M7I28M11D5M2D30M1I21M3D7M3I8M1I67M1D29M1D16M	2.7.13.3	2.7.13.3	353	True
Q04804	P13633	316	0.204	441	0.5247	0.3003	0.3003	10M1I8M10D19M2D1M4I2M11D10M6D2M8D8M2I10M1D7M1I16M1I13M7D4M6D9M2D5M5I31M2I21M3D13M1I12M3D49M1D24M2D46M3I39M	2.7.13.3	2.7.13.3	359	True
Q04804	P08400	312	0.165	417	0.5904	0.4386	0.4386	12M1I5M20D8M5D15M3I10M1D9M3I10M14I3M60I13M7I16M4D7M3D30M1I1M1D25M3I6M2D75M3D26M1D14M	2.7.13.3	2.7.13.3	285	True
Q04804	P10799	224	0.152	493	0.5002	0.2129	0.2129	20M7I7M1D10M2I2M7D7M3I8M3D7M4D7M2D12M3I1M5D2M7D4M3D11M2D5M1I20M1I19M15I8M1I1M18I24M1I17M2D5M2D17M1I7M6I5M2D19M3I7M5D4M2I35M15D32M1I28M1D16M	2.7.13.3	2.7.13.3	367	True
Q04804	P36583	40	0.077	401	0.3189	0.06313	0.06313	25M1D3M5D28M7D4M17D2M13D2M2D8M3D13M21D5M14I18M8D4M26D2M15D6M7D3M16D11M34D6M4D9M3D9M6D3M14I5M1D6M1D11M	2.7.13.3	2.7.11.13	183	False
Q04804	P13702	30	0.126	221	0.2096	0.07478	0.07478	3M2I3M4I13M1D5M10D6M4D12M21I5M1I3M2D21M1I4M3I7M2I9M4I3M11D17M15I7M3D4M3D12M	2.7.13.3	1.1.1.88	134	False
Q04804	P19456	27	0.103	550	0.2463	0.04514	0.04514	5M1I20M20I3M2I6M12I8M1D13M5D6M3D4M5I2M6D7M2D7M1D4M5I6M10D6M3I11M11I2M8I3M18I7M7I5M9I7M4I24M9I9M1D1M9D18M2I6M2I4M5I4M1I7M19D4M4I6M1I6M9D11M6D1M3I5M16D2M1D8M2I2M3I9M2I9M5I9M1I7M12D5M3D12M	2.7.13.3	3.6.3.6	301	False
Q14432	Q14432	7512	1.0	1141	1.0	1.0	1.0	1141M	3.1.4.17	3.1.4.17	1141	True
Q14432	Q9Z1T6	186	0.109	1955	0.4535	0.03514	0.03514	13M2I45M21I3M1I30M11D14M11I1M12I19M1D15M3D4M38D5M7D6M12I11M6I2M13I16M2D17M2D3M7D1M1D15M1D16M2D30M2I2M2I6M5D4M3D5M14D2M13D15M15D3M14D9M3D9M7D15M4I21M2D14M1D29M23D8M46D2M51D7M2D1M6D2M18D5M22D2M41D4M20D5M63D7M7D8M1I14M1I11M1I9M18I77M3I5M7D17M1I2M1D5M16D11M1I2M13I3M9D12M16D5M20I9M17D4M15D19M8I7M4I3M9D1M6I7M13D5M18D9M6D3M20I9M50D18M15D1M42D25M24I5M4D21M5D7M5I21M2D9M2D2M17D5M7D7M10D5M19D28M9D4M41D3M5D7M1I14M1I15M4D18M4D12M	3.1.4.17	2.7.1.150	927	False
Q14432	P54350	137	0.142	765	0.434	0.08948	0.08948	27M2I21M13I64M1D27M3I23M2I3M4I2M8D14M7D1M8I14M7I18M1D3M5D11M6D5M10D7M18I8M7I6M32D16M6I7M1I5M6I4M11I4M1D2M10D16M3I2M12I3M12D4M1D10M10I9M1I2M5I17M1D7M3D2M6D6M8D6M4I8M1I2M22I21M1D2M4I3M1D7M1D18M14I9M9D7M1D10M4D9M	3.1.4.17	2.7.10.2	472	False
Q14432	O35831	136	0.177	163	0.661	0.08091	0.08091	12M16I8M10D16M3I19M1I5M7I66M	3.1.4.17	2.7.11.22	126	False
Q14432	P36583	107	0.13	1145	0.4298	0.07006	0.07006	12M12D26M14I9M4I11M3D10M3I5M5D6M1I5M3I11M1D6M22I9M2I6M3I20M1I5M28I1M5I10M6D8M8D14M12D7M2I8M1D7M6I2M8D5M9D12M11I9M5D12M9I9M3I13M3D9M5I1M7D30M7D7M6D7M20D9M1I18M1D8M7D5M7D5M10D2M1D5M23D32M1I9M3I4M7I18M3D63M9D4M3I2M7D5M10D2M10I5M5I8M5I9M3I5M27D10M4I5M3D18M12I6M1I19M21I2M1D2M5I1M7D5M4I6M2I1M4D19M6D6M11D5M4I5M1I12M6I7M2D2M7D5M	3.1.4.17	2.7.11.13	666	False
Q14432	Q04589	79	0.123	1033	0.426	0.06418	0.06418	14M1I22M6D13M6D5M1D12M6D2M27D9M2I19M2I4M2D3M34D17M12D6M7D20M4D2M1D16M2D7M7D10M3D11M2I3M4I5M5D5M10D4M11D4M1D8M30D57M2D10M14I4M5I2M7D5M10D5M18D5M1D10M16I8M1I3M7I20D29M19D9M3I3M1D11M1D5M14I4M8D3M1D5M4I8M3D4M1I14M4D6M25I9M2I5M7I4M19I1M1D10M16I5M3I9M8I12M9I31M46I5M8I12M3I6M	3.1.4.17	2.7.10.1	540	False
Q14432	P08458	75	0.183	218	0.5374	0.04764	0.04764	11M4I13M9D7M5D3M1I6M4I20M1D14M2D19M10I13M1I32M7D29M1I6M	3.1.4.17	2.7.11.1	173	False
Q14432	P21803	75	0.127	980	0.4001	0.07153	0.07153	14M5I11M1I18M14D5M11D4M4D2M22D4M1D3M5D31M5I4M21D1M7D17M33D5M5D21M9D9M7D9M7D13M23D4M1D1M1D21M21D23M1I62M5D3M30D5M1I3M4D9M11I6M9D1M13D2M2D5M11I6M9I7M2D10M1I6M8D10M12I3M14I3M1D11M1D2M6D2M15I2M7D3M3I4M4I8M3D4M1I12M3I13M18I8M2I5M4I3M1D13M1D3M5D1M7I7M1I3M2I16M4I5M29I24M1D15M	3.1.4.17	2.7.10.1	525	False
Q14432	P11362	73	0.145	986	0.4068	0.07464	0.07464	8M2I7M7I22M6D16M1D5M1D13M4D7M11D5M7D28M1D3M4D4M8D12M17D3M4D4M11D6M16D1M10D9M1D8M30D4M5D9M2D4M23D4M1D4M2D3M6I13M16D2M12D8M3I15M4I31M1D7M1D16M1I7M11D4M16I5M9D11M1I10M16I8M1I3M7I20D14M24I8M4I8M2I13M9D2M3D2M22D2M8D2M1D5M4I8M3D4M1I12M3I13M18I8M2I8M3I14M1D3M9I1M4D26M4I7M30I43M	3.1.4.17	2.7.10.1	532	False
Q14432	Q14703	64	0.172	162	0.5248	0.02859	0.02859	21M5D12M1D27M4I9M2D1M1D12M1I5M16I10M2I33M	3.1.4.17	3.4.21.112	130	False
