query	target	bits	fident	alnlen	lddt	ttmscore	alntmscore	cigar	query_ec	target_ec	ungapped_alnlen	ec_match
P14680	P11792	281	0.145	975	0.5474	0.2825	0.2825	57M23I4M7I20M5D9M1I13M2I23M1D30M9D5M17D4M21D5M8D42M3I4M7I38M15I4M40D7M3D7M2I5M4I5M9D14M2I34M2I20M1D8M1D21M1D11M2I42M2I19M1D16M1D38M2I3M65I11M12I16M4D16M12D17M10D9M37D23M3I40M	2.7.12.1	2.7.11.1	640	False
P14680	P35761	272	0.166	757	0.5341	0.2591	0.2591	19M1D25M1I14M25I3M8I21M7I42M3D19M1I32M1I40M7D11M12D31M19I28M8I6M1I25M1I12M3D20M5I37M2I39M3I10M10D9M5I11M11D30M1D15M45I6M22I7M8I4M3I28M	2.7.12.1	2.7.12.1	544	True
P14680	P33981	271	0.172	754	0.5309	0.2618	0.2618	40M1I18M21I31M7I11M1I4M4I6M3I30M1D26M2D9M2D29M1I28M2D5M8D4M1D17M15I25M15I6M1I25M1I10M3D22M5I37M2I39M3I10M10D9M5I11M8D6M3D21M1D18M45I5M17I4M16I44M	2.7.12.1	2.7.12.1	550	True
P14680	Q14289	245	0.139	581	0.5277	0.2258	0.2258	14M1D32M3D1M14I12M29I7M1I20M1D5M2D9M2D16M7I19M1I8M1D11M1I41M3I2M1D10M4D19M1D1M2I2M1D18M1D19M46I9M15I5M18I22M3D11M11D15M6I36M5I12M5I20M	2.7.12.1	2.7.10.2	396	False
P14680	Q07407	239	0.158	409	0.5172	0.2826	0.2826	7M1I21M2I11M2D22M6I22M1D11M2I4M21D5M1I30M2I21M5D34M30I5M9I12M6I9M21I10M11I21M3D16M3I22M	2.7.12.1	2.7.10.1	283	False
P14680	P29294	210	0.121	998	0.5549	0.2063	0.2063	65M22I17M2D13M7I19M2D43M7I14M1D46M43D5M45D27M4D13M44D5M15I2M4D3M10D5M9D2M20D10M8D3M1D8M31D2M7D4M23D11M21D34M1D18M7I26M1D5M1D5M2I60M4D5M2I48M14I2M3I3M50I4M1D9M10I40M	2.7.12.1	2.7.11.18	576	False
P14680	Q28824	169	0.114	1009	0.5596	0.1995	0.1995	34M3D23M1D11M17I33M6I16M3I43M4D67M45D5M47D32M4I9M18I6M29D6M8D8M2D4M39D7M19D1M48D4M23D11M21D33M1D19M7I27M1D4M1D5M2I60M2D55M18I1M26I4M23I13M9I41M	2.7.12.1	2.7.11.18	582	False
P14680	P16066	139	0.161	346	0.4266	0.1805	0.1805	2M1D11M4I6M1D7M5I9M2I32M1D11M1I24M1D14M2I14M3I2M1D4M1I5M6D9M4D44M10I5M6I7M40I6M14I22M2I7M	2.7.12.1	4.6.1.2	241	False
P14680	Q04400	181	0.123	251	0.6398	0.02623	0.02623	14M2I21M2I31M14I37M3I14M13I15M1I26M1D25M2I11M8I11M	2.7.12.1	4.6.1.1	205	False
P14680	O88508	147	0.074	791	0.4099	0.04788	0.04788	34M3I21M19I17M2I9M11I40M1I10M2I11M5I50M7I9M26D24M2D21M12I17M2I6M1I3M12I2M6I6M5D14M2I7M3I2M4I3M39I3M22I4M4I4M1D5M18I4M37I5M22I12M12I1M34I6M14I6M2I8M3I8M1D17M1I4M2I9M16I14M2I13M3I4M	2.7.12.1	2.1.1.37	433	False
P14680	P47923	131	0.102	78	0.7662	0.09704	0.09704	33M2D43M	2.7.12.1	2.7.4.6	76	False
P14680	Q39734	127	0.099	101	0.7603	0.02825	0.02825	71M18I12M	2.7.12.1	2.7.9.1	83	False
P14680	P50579	125	0.104	115	0.68	0.05767	0.05767	17M2I91M1D4M	2.7.12.1	3.4.11.18	112	False
P14680	P11155	123	0.129	77	0.6488	0.0341	0.0341	35M2I40M	2.7.12.1	2.7.9.1	75	False
P14680	P00557	121	0.083	384	0.3217	0.3348	0.3348	5M1D3M1I13M2I12M1I8M7I8M3I5M2D8M1D12M1D6M9I19M5D1M34D4M28D12M3I6M1D8M3D10M4I4M16D5M4I2M2D8M2D9M8I9M7I8M1D3M10I6M8I6M5D9M1I5M	2.7.12.1	2.7.1.163	214	False
P14680	O64903	118	0.098	81	0.7327	0.09199	0.09199	41M3I37M	2.7.12.1	2.7.4.6	78	False
P14680	Q39735	116	0.17	100	0.5599	0.03062	0.03062	41M4I9M12I5M3I26M	2.7.12.1	2.7.9.1	81	False
P14680	P10349	110	0.101	138	0.6405	0.06203	0.06203	38M4I29M8I27M1D4M3D20M1D3M	2.7.12.1	2.3.1.15	121	False
P14680	P00390	90	0.138	65	0.6849	0.04152	0.04152	10M3I30M3D9M1I9M	2.7.12.1	1.8.1.7	58	False
P14680	P22637	90	0.12	58	0.7087	0.04597	0.04597	45M1I12M	2.7.12.1	1.1.3.6	57	False
P14680	P14882	81	0.163	61	0.6606	0.026	0.026	26M2I11M7D15M	2.7.12.1	6.4.1.3	52	False
P14680	P10933	54	0.096	207	0.4067	0.05455	0.05455	15M1I58M2D4M18I5M5I6M1D5M6I5M3D2M1D11M1I7M1I6M9D2M17D7M1D8M	2.7.12.1	1.18.1.2	141	False
P14680	P00729	49	0.135	170	0.3012	0.07108	0.07108	7M2I18M16D16M7D8M2D11M4I11M11I4M2D9M1I1M6D8M2D24M	2.7.12.1	3.4.16.5	117	False
P14680	P14655	40	0.088	215	0.2803	0.07161	0.07161	43M3D15M3D12M3D2M10I8M5D7M16D11M2D3M4D5M1I1M2D13M9I3M2I7M8I6M2D4M4I1M	2.7.12.1	6.3.1.2	141	False
P14680	P69327	39	0.074	483	0.2907	0.1008	0.1008	14M9D15M1I2M18I3M5I28M21I6M20D9M4D13M5D1M2I14M2D5M14D7M3I2M10D7M2D2M9I2M1I7M1I6M17D6M5D3M2I8M3D7M2D9M8I5M4I5M1D4M6I10M1D3M3I5M7I21M3D7M3D27M2I12M10D4M	2.7.12.1	3.2.1.3	279	False
P14680	Q05915	33	0.093	203	0.2597	0.07766	0.07766	11M2D20M1D6M15D25M11I1M20D6M10I21M2I2M7D4M8I9M4D4M6I8M	2.7.12.1	3.5.4.16	117	False
P14680	P04395	28	0.098	394	0.2042	0.1093	0.1093	11M3I7M1D12M2D4M6I2M6D9M7D15M13I2M6I5M2D3M12I12M1D5M1D5M2D7M2D2M10I5M22I9M10I7M8I9M12I7M2D10M4I5M2I4M4D8M8I1M3D4M5I10M5I7M2D10M1I3M6I11M5I10M	2.7.12.1	3.2.2.21	221	False
P14882	P14882	6600	1.0	737	1.0	1.0	1.0	737M	6.4.1.3	6.4.1.3	737	True
P14882	P42850	61	0.1	320	0.3072	0.1273	0.1273	12M11I14M9I13M1I5M14I12M3D7M9D6M2I5M3D15M8D7M6D8M1I13M1D3M7D3M6D1M6D3M11D5M4I10M23D21M2I12M1D11M2D4M	6.4.1.3	2.7.9.2	190	False
P14882	P23538	183	0.085	326	0.3027	0.1287	0.1287	9M1I9M11I14M9I13M1I5M14I9M1D10M9D6M2I5M3D15M8D7M6D11M1D14M8D3M6D1M6D5M8D3M2D3M2D10M21D22M2I12M1D10M5D3M	6.4.1.3	2.7.9.2	199	False
P14882	P11155	101	0.098	507	0.3314	0.1042	0.1042	27M5D26M4D4M3I12M7D3M13I3M15I4M3D6M20I4M4I20M2I3M16I10M15I13M9D8M1D12M3D4M13D4M1D2M46D11M4D1M36D7M1D3M3D12M1D5M3I3M1I8M2D8M7D22M2I10M1I11M	6.4.1.3	2.7.9.1	266	False
P14882	Q39735	99	0.107	604	0.3308	0.09793	0.09793	58M9I4M3D3M16I5M7I8M3D5M1I1M19I4M4I21M18I9M1I4M14I12M9D8M1D12M63D20M5D2M35D8M4D14M1D3M4D4M13D4M6D2M18I19M2I10M1I11M2D2M4I3M2D3M2I9M3D2M1D2M11I2M7D1M5I7M2D3M7I9M1I6M	6.4.1.3	2.7.9.1	300	False
P14882	Q39734	98	0.122	602	0.3016	0.1072	0.1072	11M7D22M7D40M1I5M2D1M22I8M14I5M2I2M1I6M4I21M18I9M1I4M14I9M4D4M5D7M1D12M3D7M14D3M46D10M5D2M35D8M4D14M1D3M4D4M4I7M2I8M7D22M2I10M1I11M2D2M4I3M2D3M2I9M3D2M1D2M11I2M7D1M5I7M2D3M7I9M1I6M	6.4.1.3	2.7.9.1	324	False
P14882	P22983	81	0.128	281	0.2565	0.09025	0.09025	17M13I11M3I3M2I10M3D5M2D8M4I2M3I2M2D11M9D2M15I5M1D9M3D3M6D10M4D8M4D14M1D2M2D2M3I6M1D5M2I8M2I1M9D19M2I10M1I11M	6.4.1.3	2.7.9.1	184	False
P14882	P22637	79	0.153	104	0.4625	0.05969	0.05969	30M6I16M1I4M4I6M2D9M1D6M1I12M2D4M	6.4.1.3	1.1.3.6	87	False
P14882	P00390	76	0.177	118	0.4451	0.06336	0.06336	2M1I7M1I22M1D20M7I11M1D6M1D8M2D5M4I11M3D5M	6.4.1.3	1.8.1.7	97	False
P14882	O35492	62	0.213	75	0.5206	0.04085	0.04085	23M1D8M1D26M3I5M1I2M3I2M	6.4.1.3	2.7.12.1	66	False
P14882	P10349	56	0.135	118	0.5156	0.04554	0.04554	12M2D12M3D12M9D23M1I14M7I4M9D10M	6.4.1.3	2.3.1.15	87	False
P14882	P47923	48	0.147	115	0.4868	0.07112	0.07112	19M4D12M4D31M5I3M7D1M8I7M5D9M	6.4.1.3	2.7.4.6	82	False
P14882	Q14289	108	0.13	69	0.6076	0.02826	0.02826	56M1I12M	6.4.1.3	2.7.10.2	68	False
P14882	P49761	107	0.213	75	0.5322	0.04351	0.04351	24M1D33M3I9M3I2M	6.4.1.3	2.7.12.1	68	False
P14882	P49760	104	0.101	69	0.5555	0.04819	0.04819	23M1D45M	6.4.1.3	2.7.12.1	68	False
P14882	P11792	98	0.067	74	0.5856	0.03631	0.03631	61M4D9M	6.4.1.3	2.7.11.1	70	False
P14882	Q04400	98	0.084	71	0.5634	0.02335	0.02335	33M1D37M	6.4.1.3	4.6.1.1	70	False
P14882	P14680	88	0.136	73	0.6315	0.03021	0.03021	45M2D20M1D5M	6.4.1.3	2.7.12.1	70	False
P14882	P33981	86	0.093	75	0.5421	0.03368	0.03368	20M3D52M	6.4.1.3	2.7.12.1	72	False
P14882	Q91604	85	0.121	66	0.5523	0.05471	0.05471	55M2I9M	6.4.1.3	2.7.11.1	64	False
P14882	P10933	79	0.14	71	0.6019	0.05046	0.05046	15M5I37M3I11M	6.4.1.3	1.18.1.2	63	False
P14882	O35491	79	0.057	69	0.5332	0.05157	0.05157	23M1D45M	6.4.1.3	2.7.12.1	68	False
P14882	O64903	78	0.13	115	0.4736	0.06986	0.06986	14M10D15M1D24M4D13M2I7M4I7M5D9M	6.4.1.3	2.7.4.6	89	False
P14882	P22518	77	0.136	95	0.5492	0.04289	0.04289	16M4D41M9D3M11D5M1D5M	6.4.1.3	2.7.12.1	70	False
P14882	O88508	76	0.065	76	0.4997	0.02516	0.02516	18M5D41M1I11M	6.4.1.3	2.1.1.37	70	False
P14882	P29294	73	0.121	74	0.5194	0.02187	0.02187	22M3D49M	6.4.1.3	2.7.11.18	71	False
P14882	Q28824	73	0.129	77	0.489	0.02281	0.02281	24M1D8M2D42M	6.4.1.3	2.7.11.18	74	False
P14882	P14655	72	0.108	92	0.56	0.05116	0.05116	24M7I33M1I4M13D10M	6.4.1.3	6.3.1.2	71	False
P14882	P35761	71	0.186	75	0.5153	0.02359	0.02359	20M3D46M1D5M	6.4.1.3	2.7.12.1	71	False
P14882	O35493	70	0.083	108	0.5249	0.05331	0.05331	17M1I15M37D38M	6.4.1.3	2.7.12.1	70	False
P14882	Q07407	66	0.095	84	0.5066	0.02364	0.02364	5M4D10M9D8M1I16M2I29M	6.4.1.3	2.7.10.1	68	False
P14882	P50579	56	0.127	94	0.5184	0.03691	0.03691	12M8D45M3D3M9D14M	6.4.1.3	3.4.11.18	74	False
P14882	P49759	51	0.057	105	0.5332	0.03487	0.03487	16M35D39M5I10M	6.4.1.3	2.7.12.1	65	False
P14882	Q13554	44	0.076	394	0.3226	0.05432	0.05432	30M7D41M47I9M3I3M4I6M12I11M2I1M22I6M1I6M2I8M7I1M16I5M4I16M12D1M7I8M11I4M1D5M18I5M18I1M6D9M1I8M4D5M	6.4.1.3	2.7.11.17	189	False
P14882	P42785	42	0.101	374	0.3226	0.09182	0.09182	22M6D19M8D7M12D3M2D9M2D10M57D6M5D12M2D7M4D9M1D4M4D19M3I2M5I14M4I2M18D14M1I19M7D3M2I5M10I5M10I20M	6.4.1.3	3.4.16.2	211	False
P14882	Q05915	40	0.076	368	0.3157	0.1204	0.1204	39M15I15M8I1M2D18M9I3M23I6M22I8M5I2M3I10M2I7M6I3M15I4M1D5M6I2M43I8M1I3M3I3M4I2M4I10M12D5M5D5M1D19M	6.4.1.3	3.5.4.16	178	False
P15105	P15105	3473	1.0	373	1.0	1.0	1.0	373M	6.3.1.2	6.3.1.2	373	True
P15105	P09606	3382	0.965	373	0.9989	0.9999	0.9999	373M	6.3.1.2	6.3.1.2	373	True
P15105	P14656	2073	0.547	351	0.9043	0.9472	0.9472	7M3D102M2D21M1D144M4I67M	6.3.1.2	6.3.1.2	341	True
P15105	P14655	1918	0.497	382	0.8716	0.784	0.784	10M1D13M13D99M2D22M1D144M4I73M	6.3.1.2	6.3.1.2	361	True
P15105	P0A6W9	60	0.106	404	0.3335	0.2646	0.2646	10M5D20M3I6M3D2M17I2M11I2M2D3M3I10M2D4M4I19M1D10M2D7M32D9M7D5M5D24M33D3M6D3M12D9M23D10M4I3M1D4M3D5M7D15M6D8M2D17M	6.3.1.2	6.3.2.2	210	False
P15531	P15531	1302	1.0	152	1.0	1.0	1.0	152M	2.7.4.6	2.7.4.6	152	True
P15531	O00746	942	0.575	146	0.9587	0.7771	0.7771	146M	2.7.4.6	2.7.4.6	146	True
P15531	O64903	914	0.539	152	0.9619	0.6511	0.6511	152M	2.7.4.6	2.7.4.6	152	True
P15531	P47923	911	0.539	152	0.9639	0.654	0.654	152M	2.7.4.6	2.7.4.6	152	True
P15531	P87355	899	0.506	150	0.9684	0.8247	0.8247	150M	2.7.4.6	2.7.4.6	150	True
P15531	P22887	894	0.622	151	0.9489	0.9455	0.9455	147M1I3M	2.7.4.6	2.7.4.6	150	True
P15531	Q07661	874	0.601	148	0.9463	0.9731	0.9731	130M1I17M	2.7.4.6	2.7.4.6	147	True
P15531	Q58661	756	0.478	138	0.9416	0.9758	0.9758	138M	2.7.4.6	2.7.4.6	138	True
P16066	P16066	9137	1.0	1061	1.0	1.0	1.0	1061M	4.6.1.2	4.6.1.2	1061	True
P16066	Q04400	408	0.211	459	0.563	0.1746	0.1746	5M1D9M9D20M3I9M2I4M8I17M7I8M3D10M6I32M5D12M9I26M13I29M4D27M4D24M2D3M1D20M3D4M1D19M2I64M1I33M	4.6.1.2	4.6.1.1	375	True
P16066	P10506	370	0.248	258	0.6067	0.5858	0.5858	14M3I7M4D49M1I52M2D6M2I5M2I18M4I29M2D10M1I8M1I3M3I26M2D4M	4.6.1.2	2.7.12.2	231	False
P16066	Q14289	346	0.202	335	0.5516	0.2064	0.2064	14M8D5M2D4M15D5M5D4M2D6M1I8M2D25M1I50M1I25M5D5M2D10M6I7M7I1M3D24M3I17M3I10M2I47M	4.6.1.2	2.7.10.2	267	False
P16066	Q13163	329	0.178	376	0.5899	0.4687	0.4687	10M18I14M2I10M17I7M10I4M2D3M2D10M3I10M4D41M5I27M1I24M5D11M7I10M4I23M3D24M4I34M2D25M	4.6.1.2	2.7.12.2	287	False
P16066	Q07407	289	0.157	503	0.5177	0.2712	0.2712	9M3D9M4I11M10D8M4D20M2D37M7D1M5I5M13I10M17D7M14D3M15D3M2D17M2I15M4D35M11D7M8D21M1I25M4D2M2D12M2I1M2I17M4I19M2I20M3I9M2I37M	4.6.1.2	2.7.10.1	360	False
P16066	P35761	229	0.148	303	0.5108	0.2297	0.2297	16M2I16M1D8M22D6M4D11M2D24M1I18M1I20M1I14M1I10M2D27M7D31M2I9M1I18M4I24M	4.6.1.2	2.7.12.1	252	False
P16066	P33981	220	0.146	308	0.5113	0.2324	0.2324	21M5D13M1D5M22D10M4D10M2D25M1I10M1I27M1I13M1I11M2D26M7D32M2I9M1I5M2I13M2I24M	4.6.1.2	2.7.12.1	254	False
P16066	Q91604	206	0.157	318	0.5257	0.41	0.41	12M8D8M17D7M4D15M1D4M3D29M2D8M1I8M2I4M3D24M1D1M2I24M1D8M7D4M6I9M4I3M2D18M2I10M2I12M5I2M2I6M1D26M	4.6.1.2	2.7.11.1	242	False
