query	target	bits	fident	alnlen	lddt	ttmscore	alntmscore	cigar	query_ec	target_ec	ungapped_alnlen	ec_match
O60231	O60231	8055	1.0	1041	1.0	1.0	1.0	1041M	3.6.4.13	3.6.4.13	1041	True
O60231	P07948	129	0.125	64	0.783	0.07051	0.07051	64M	3.6.4.13	2.7.10.2	64	False
O60231	P05986	101	0.134	67	0.7629	0.07545	0.07545	67M	3.6.4.13	2.7.11.11	67	False
O60231	P40376	101	0.174	126	0.5688	0.08681	0.08681	9M8I12M2I54M7I12M1D14M1D6M	3.6.4.13	2.7.11.11	107	False
O60231	P32378	95	0.105	209	0.6625	0.1226	0.1226	69M8D18M8I51M10D11M1D20M1D12M	3.6.4.13	2.5.1.39	181	False
O60231	P32490	90	0.134	89	0.605	0.04856	0.04856	41M4D44M	3.6.4.13	2.7.12.2	85	False
O60231	P21932	88	0.13	283	0.5757	0.05084	0.05084	5M4I6M3I4M8I54M8I12M16D6M1I10M3D15M9D40M2D10M1I16M1I7M9D33M	3.6.4.13	4.6.1.1	218	False
O60231	P06239	87	0.05	59	0.7643	0.04495	0.04495	59M	3.6.4.13	2.7.10.2	59	False
O60231	P08103	85	0.06	66	0.7411	0.03782	0.03782	66M	3.6.4.13	2.7.10.2	66	False
O60231	P00528	83	0.075	66	0.678	0.04121	0.04121	66M	3.6.4.13	2.7.10.2	66	False
O60231	P22830	78	0.115	529	0.4028	0.152	0.152	63M8I4M14D6M3I5M1D4M6I6M9I24M3D19M38I8M2I5M2I11M3I7M18D10M3I10M13I3M2I8M18I19M7D9M7I9M11I16M14I7M2I5M12D5M1I7M3I2M1I21M4D31M	3.6.4.13	4.99.1.1	324	False
O60231	P32491	75	0.086	69	0.617	0.05266	0.05266	69M	3.6.4.13	2.7.12.2	69	False
O60231	P75070	73	0.121	181	0.3391	0.3863	0.3863	2M5D15M1I12M1I5M28I7M5D6M3D17M3I15M7I13M2D6M8D13M2I5M	3.6.4.13	2.7.1.21	116	False
O60231	P27619	68	0.115	226	0.5558	0.03165	0.03165	8M10I12M11D5M5D4M18I61M18D4M30I6M8I26M	3.6.4.13	3.6.5.5	126	False
O60231	P13382	65	0.109	191	0.493	0.02277	0.02277	15M20D15M25D4M17D6M2D8M4I75M	3.6.4.13	2.7.7.7	123	False
O60231	P08394	60	0.153	620	0.3184	0.08254	0.08254	8M3D16M6D9M2I14M9D14M10D17M8I5M13I8M2D13M3D14M20D5M5D2M1D13M4D8M3I9M5D8M5I3M4I8M20I10M12I16M22I10M18I3M2I8M2D5M3D6M5D23M3I14M11D8M33D3M1D5M1I1M1I2M4D3M6D1M3D1M3D10M3D3M4D8M3D5M8D3M5D22M	3.6.4.13	3.1.11.5	344	False
O60231	P77485	54	0.115	475	0.4587	0.1139	0.1139	6M1D8M4I12M2I11M1D5M10I5M1I1M4I5M4I15M4D18M6D10M6D15M6D11M3I2M7D20M16D12M1I7M5D6M2D8M3D34M1I4M6I20M1I15M29I5M26I5M4I5M17I4M6I3M3I8M3I6M1D6M	3.6.4.13	2.7.13.3	292	False
O60231	P39453	54	0.136	1060	0.3279	0.08105	0.08105	13M5I11M2I3M3D12M4I8M1D6M5I25M63I7M1I24M13D10M4D16M5D46M2D19M2I18M3I24M1D7M2I8M4I7M22I11M11D2M13D4M1D10M9D4M15I18M3I3M1D13M2D4M2D3M4I4M2I2M3D1M3D4M7I14M12I3M19I4M1D1M1D4M15D11M2I9M11I13M1D3M24D4M11D15M1D8M34I10M2D16M7I4M7I5M1I14M1I10M4D9M4D5M1D2M4I3M2I9M7D6M6I14M10I10M3I4M1I8M1I15M7I9M15I3M1D17M2I15M	3.6.4.13	2.7.13.3	624	False
O60231	P50528	51	0.09	232	0.5369	0.04887	0.04887	14M5D17M4D5M28D19M13D12M16D33M11D32M4D10M1I8M	3.6.4.13	2.7.11.21	150	False
O60231	P05532	38	0.11	344	0.512	0.03627	0.03627	8M7I4M4I59M14I10M1D11M7D8M9I2M6D9M18D26M15D9M1D16M7D2M4D11M1D27M26I14M2I6M	3.6.4.13	2.7.10.1	222	False
O60231	P06240	115	0.05	59	0.7476	0.05558	0.05558	59M	3.6.4.13	2.7.10.2	59	False
O60231	Q9Y3D8	40	0.136	183	0.2178	0.1926	0.1926	14M5I15M11I15M5I6M7I10M1I4M13D2M3D9M17D46M	3.6.4.13	2.7.4.3	121	False
O60231	P15917	39	0.065	411	0.4734	0.04405	0.04405	59M26D14M5D6M12D12M5D2M31D3M5D8M13D8M7D5M18D19M2D11M5I8M5D21M9D6M10D6M18D4M2D7M11D6M1I7M2I12M	3.6.4.13	3.4.24.83	224	False
O60231	O57728	24	0.114	560	0.1934	0.05338	0.05338	5M1D11M5I8M9I3M28I4M2D10M7D15M3D2M1I4M5I20M40I5M4D3M25I10M10I2M7I7M8I12M4I1M3D6M8D2M8I6M18I6M2D4M6I2M3D4M2D13M2D3M1I11M1I5M12I7M6I7M3I7M5I5M6D24M7I11M2D2M2D3M9I16M5I4M2I13M2I3M	3.6.4.13	3.6.3.14	286	False
P00528	P00528	4626	1.0	552	1.0	1.0	1.0	552M	2.7.10.2	2.7.10.2	552	True
P00528	P07948	2035	0.437	523	0.7914	0.8016	0.8016	13M2D35M2I14M1I31M1I137M1D3M5I231M2I45M	2.7.10.2	2.7.10.2	509	True
P00528	P08103	1990	0.443	534	0.7797	0.7738	0.7738	13M2I60M3D31M1I138M1D2M5I75M1I155M2I45M	2.7.10.2	2.7.10.2	519	True
P00528	P06240	1980	0.433	517	0.7768	0.8167	0.8167	23M6D23M1D6M2D31M1I137M1D2M5I76M1I155M2I45M	2.7.10.2	2.7.10.2	498	True
P00528	P06239	1979	0.444	517	0.7779	0.8172	0.8172	33M6D10M2D10M1D30M1I137M1D2M5I76M1I156M2I44M	2.7.10.2	2.7.10.2	498	True
P00528	P05532	535	0.254	495	0.5629	0.239	0.239	5M5D14M17D1M1D6M3I29M11D16M10I2M10D6M1D7M5D28M5D3M1D17M2D11M1D35M14D6M3D2M56D52M1D55M1D18M2I33M	2.7.10.2	2.7.10.1	346	True
P00528	P50528	518	0.216	282	0.6217	0.3393	0.3393	11M3I6M2D4M2D30M1D9M3D48M2I61M1I20M2D19M1I21M1I35M	2.7.10.2	2.7.11.21	264	False
P00528	P05986	516	0.236	304	0.5995	0.5725	0.5725	7M3I9M6I5M2I25M1D13M4D50M2I66M4I33M1I21M1I6M2I24M1D18M	2.7.10.2	2.7.11.11	277	False
P00528	P32491	345	0.163	570	0.4828	0.4458	0.4458	28M3I30M1I24M9I17M6D22M1I12M18I12M3I3M10I4M11I6M2I6M1I12M3I5M20I8M2D24M1D22M3D24M2D24M2D47M10D3M10I5M3I32M2D6M3D22M3D29M5D9M	2.7.10.2	2.7.12.2	436	False
P00528	P40376	342	0.155	600	0.5347	0.4595	0.4595	22M3D3M5D34M10D36M8I16M7I4M23I7M12D1M8I7M60I11M12I9M6I5M2I25M1D15M4D50M2I67M3I31M1I21M1I6M2I22M5D3M2D13M6D9M	2.7.10.2	2.7.11.11	417	False
P00528	P32490	332	0.178	588	0.5079	0.4308	0.4308	31M1D25M1D18M5I14M7I5M4I6M4I8M58I3M14I2M10I19M12D11M3I30M9D25M1D22M3D24M2D27M2D44M10D3M10I5M3I9M1I3M1D17M3I6M8D21M3D29M1D5M	2.7.10.2	2.7.12.2	412	False
P00528	P21932	101	0.087	57	0.6882	0.02282	0.02282	19M4I34M	2.7.10.2	4.6.1.1	53	False
P00528	P32378	100	0.116	60	0.6668	0.08213	0.08213	12M9I39M	2.7.10.2	2.5.1.39	51	False
P00528	P27619	99	0.116	120	0.486	0.02362	0.02362	12M6D51M5I23M7I16M	2.7.10.2	3.6.5.5	102	False
P00528	O60231	97	0.044	68	0.6011	0.02471	0.02471	26M1I41M	2.7.10.2	3.6.4.13	67	False
P00528	P13382	88	0.086	439	0.2741	0.03116	0.03116	3M2D13M16D35M1D22M4D24M7I8M23D18M1D13M8I5M8I4M8I18M23I19M18I21M2I6M10D12M1D15M11D18M2D10M1I3M1I2M8D7M3D5M	2.7.10.2	2.7.7.7	281	False
P00528	P22830	58	0.179	67	0.4173	0.03818	0.03818	8M6D5M1I9M2I9M2I25M	2.7.10.2	4.99.1.1	56	False
P00943	P00943	2270	1.0	253	1.0	1.0	1.0	253M	5.3.1.1	5.3.1.1	253	True
P00943	P35914	87	0.114	315	0.3179	0.3618	0.3618	7M7D23M6I4M1D14M6D2M4D10M6I3M3I13M1D2M4D7M3D21M2D5M2D5M5I2M2I6M8I6M4D1M2D6M2I4M3I16M18D17M8I14M2D6M10D12M	5.3.1.1	4.1.3.4	206	False
P00943	P54462	42	0.111	341	0.2297	0.1556	0.1556	11M3D6M1D3M3I6M3D8M4D2M1D11M6D3M1I15M4D4M1I2M79D2M7D13M2D3M2D4M3I15M2D2M1D2M3D3M17I4M1D3M5I7M5D6M2I3M9I7M6D14M3D8M	5.3.1.1	2.8.4.5	167	False
P00943	P04797	48	0.15	153	0.285	0.1499	0.1499	2M2I5M2I10M2I6M4I3M1D18M16D2M3D2M3D3M13I8M2D14M11I3M2D11M1D4M	5.3.1.1	1.2.1.12	91	False
P00943	Q9Y2Q0	41	0.11	226	0.252	0.07566	0.07566	12M11I8M9D8M8I10M1D6M8D6M10I2M7I15M6D6M10I8M4I6M6I14M2I7M2I8M2D9M8D7M	5.3.1.1	3.6.3.1	132	False
P00943	Q9Y600	37	0.118	244	0.2437	0.13	0.13	3M5D3M1D12M19I5M3D6M2D8M1D3M2D1M5I2M6I5M6D1M2I5M1I5M3I19M1D5M7I5M2D4M2I4M5I6M2D9M10I4M1I2M2D2M1I5M3I11M6I4M1D6M	5.3.1.1	4.1.1.29	145	False
Q08188	Q08188	6553	1.0	693	1.0	1.0	1.0	693M	2.3.2.13	2.3.2.13	693	True
Q08188	P05532	49	0.093	469	0.2563	0.1008	0.1008	8M15I6M4I8M10D6M11D5M10D7M2D21M10I4M12I12M4I3M2I3M1D1M6D13M6D1M4I4M36I4M2I4M3D21M5I23M1I16M6I14M1I12M2I3M3D9M2D4M2D11M1D3M3I7M9D5M7I4M2I16M3D11M5I10M	2.3.2.13	2.7.10.1	279	False
Q53554	Q53554	3027	1.0	377	1.0	1.0	1.0	377M	2.3.3.16	2.3.3.16	377	True
Q59111	Q59111	2909	1.0	320	1.0	1.0	1.0	320M	2.8.3.12	2.8.3.12	320	True
Q9Y2Q0	Q9Y2Q0	10065	1.0	1164	1.0	1.0	1.0	1164M	3.6.3.1	3.6.3.1	1164	True
Q9Y2Q0	P21932	47	0.133	345	0.2311	0.06144	0.06144	6M3D14M1I5M2D9M6I10M5I12M7I3M1I8M3I2M2I10M2D5M4D6M2I4M1D5M15D23M7I8M3D3M2D32M17D4M2I7M18I11M2I8M2I12M1D7M4D11M4I4M	3.6.3.1	4.6.1.1	229	False
Q9Y2Q0	P39453	33	0.141	624	0.2259	0.06193	0.06193	12M13I19M13D8M1D7M13I3M2D4M1D6M18I12M8I22M16I12M13I16M30I6M9I8M2I4M1D16M14D21M4D2M2D7M1I9M8I14M1D4M4D6M6D12M7I4M3D2M10I9M3D15M8I3M1I25M2D17M7I16M6I9M6I17M5D18M7I14M	3.6.3.1	2.7.13.3	379	False
Q9Y2Q0	P32378	44	0.099	303	0.2403	0.1294	0.1294	4M1D4M1D5M3I20M6D14M1I13M1D12M5D19M6I5M1D12M1D14M18D7M2D18M10D8M2D23M1I19M12D4M1D6M6D18M	3.6.3.1	2.5.1.39	225	False
Q9Y3D8	Q9Y3D8	1418	1.0	172	1.0	1.0	1.0	172M	2.7.4.3	2.7.4.3	172	True
Q9Y3D8	P20425	195	0.217	198	0.538	0.5599	0.5599	8M1D42M8D1M2I17M3D7M5I3M12D3M3D22M7D2M3D21M4I10M1D13M	2.7.4.3	2.7.4.14	149	True
Q9Y3D8	P30085	175	0.174	206	0.5725	0.5637	0.5637	43M2I6M11D1M2I15M8D9M5I3M5D4M10D20M7D14M3D10M4I10M1D13M	2.7.4.3	2.7.4.14	148	True
Q9Y3D8	O04905	160	0.162	191	0.5462	0.5206	0.5206	51M8D1M2I19M3D5M5I2M9D5M4D21M5D11M3D12M4I11M2I8M	2.7.4.3	2.7.4.14	146	True
Q9Y3D8	O60231	44	0.108	194	0.2961	0.06068	0.06068	15M5D14M21I3M4D13M18D10M10D3M3I10M9I4M2I6M6I11M2I15M2I8M	2.7.4.3	3.6.4.13	112	False
Q9Y3D8	P75070	30	0.092	183	0.2362	0.1535	0.1535	12M1D5M1D6M2D9M3D1M7I8M3D8M6D5M1I5M9I2M10I8M3D5M1I8M7I2M19I8M6D3M4D5M	2.7.4.3	2.7.1.21	100	False
Q9Y600	Q9Y600	4319	1.0	493	1.0	1.0	1.0	493M	4.1.1.29	4.1.1.29	493	True
P39453	P39453	6594	1.0	914	1.0	1.0	1.0	914M	2.7.13.3	2.7.13.3	914	True
P39453	P77485	430	0.187	347	0.67	0.3515	0.3515	31M2I55M33I9M2I39M1D15M2I41M3I27M1D42M4D28M1I11M	2.7.13.3	2.7.13.3	298	True
P39453	O60231	71	0.139	719	0.3361	0.08052	0.08052	12M2D11M2I11M2D21M46D7M10D7M7D9M2D22M3D11M1I33M1D21M1I16M14D32M6I5M4D2M1D9M19I8M3I15M22D11M6I4D8M2I8M32I18M5D10M18D9M3I5M1D4M2I2M4D7M4D3M1D3M1I22M3I9M2D3M1I3M13D21M1I6M5D3M40I18M	2.7.13.3	3.6.4.13	425	False
P39453	P32378	66	0.136	360	0.3306	0.1253	0.1253	14M11D8M8D33M1D10M6D6M2I25M2I10M12I28M1D6M1D14M5D9M3I9M3D8M6D14M12I8M7I31M5I19M1D22M	2.7.13.3	2.5.1.39	274	False
P39453	P27619	58	0.107	542	0.306	0.06694	0.06694	17M5D2M1I22M16D8M5D2M7D15M5D9M3I13M12I8M5I6M5I10M2I8M1D13M3I11M11I9M3D10M5I11M39D4M33D1M18D9M2I7M5D3M13D23M1I18M13I5M3I16M2I12M1I6M1I3M4I22M10D5M	2.7.13.3	3.6.5.5	308	False
P39453	P21932	57	0.103	746	0.2934	0.05973	0.05973	6M6I9M1I6M11I15M6I18M5D3M1D4M3D14M3I2M10I10M1D24M4I7M2D9M14D10M6I3M6I7M17D13M4I3M3I11M3I13M14I14M1D8M1I6M1I48M5I18M17I4M20I14M11I11M2D7M9D2M5I6M2D5M19I2M3D14M4D4M5I3M1I6M1I1M1I13M6I13M11D15M16D5M23D5M29D22M	2.7.13.3	4.6.1.1	433	False
P39453	O57728	42	0.158	164	0.2667	0.03911	0.03911	12M1I10M2D3M2D12M6I1M8I5M2D7M1I2M2D19M4I8M5I5M10I3M1I8M2I2M1D20M	2.7.13.3	3.6.3.14	117	False
P39453	Q9Y2Q0	37	0.12	605	0.3267	0.04123	0.04123	12M13D19M13I8M1I8M13D2M2I4M1I6M18D12M8D22M16D12M13D16M30D6M9D9M2D3M1I16M14I21M4I2M2I7M1D10M6D7M1D11M4I6M6I12M5D6M1I2M11D20M7D17M2D5M1D11M4I18M7I21M6D26M1D18M2I5M	2.7.13.3	3.6.3.1	380	False
P39453	P08394	37	0.127	1091	0.2911	0.0447	0.0447	25M8I11M1I21M9I1M7D15M9D9M2I38M11D3M5I52M3I6M4I5M6D2M5D6M10D11M2D12M4D10M4D1M4I10M1I16M14D8M15D9M3D13M12D19M3D5M2D2M22D3M7D23M24D13M12I1M15D2M2I10M1D4M1D12M2I5M4D16M16D8M16D8M2D5M8I16M24D8M2D3M14D11M1I1M12D9M1I6M1D9M4D7M10I5M1I2M3D6M7I3M1D11M1I2M9D1M7I5M8I7M4D9M1I10M3D5M20I7M17I5M7I6M8I6M1D2M11I41M4D3M1D6M	2.7.13.3	3.1.11.5	632	False
P39453	P15917	31	0.152	537	0.2894	0.04696	0.04696	13M5I25M12D7M1D4M3D11M14D5M9D2M27D6M5I5M5I8M2D3M1I3M8D3M8I4M1I9M4D4M3I1M7I3M5D14M4I3M1D18M3I16M2D19M1D20M8D8M3I10M3I2M1D3M4I6M7I7M10I20M7D13M3D2M6I10M4I9M3I13M4I5M2D8M2I9M1I7M	2.7.13.3	3.4.24.83	338	False
P39453	Q53554	38	0.091	361	0.2819	0.1012	0.1012	7M2D11M3D16M4D7M6D19M4D9M1I11M2I9M10D5M5I5M3I11M1D9M6D6M3I6M21D9M6D13M4I7M2D2M4I3M1D11M14I10M4I8M3I10M4D21M2I2M1I18M	2.7.13.3	2.3.3.16	245	False
P40376	P40376	3844	1.0	512	1.0	1.0	1.0	512M	2.7.11.11	2.7.11.11	512	True
P40376	P05986	1648	0.471	420	0.8486	0.7936	0.7936	22M1I34M29I4M2I6M1D161M1I159M	2.7.11.11	2.7.11.11	386	True
P40376	P50528	756	0.285	298	0.6782	0.364	0.364	22M1I128M2D18M1D5M1D45M2D21M5I13M6D2M1I5M3I17M	2.7.11.11	2.7.11.21	276	True
P40376	P00528	448	0.225	310	0.5577	0.4278	0.4278	8M6D5M2D25M1I15M4I50M2D67M3D31M1D21M1D6M2D22M5I3M2I13M6I9M	2.7.11.11	2.7.10.2	275	False
P40376	P32490	404	0.188	530	0.6219	0.4435	0.4435	83M7I28M1I22M2I20M20I14M26D38M2D12M3I20M2D23M4D48M10D3M10I45M6D18M6D22M5I11M5D14M	2.7.11.11	2.7.12.2	421	False
P40376	P07948	390	0.184	287	0.5441	0.4409	0.4409	13M2D25M1I10M6I2M2D49M2D54M1I14M4D31M1D21M1D27M3I18M	2.7.11.11	2.7.10.2	264	False
P40376	P06240	376	0.19	304	0.521	0.4312	0.4312	13M2D25M1I13M4I27M1D3M2I18M2D54M1I12M4D9M2I3M2D19M1D21M1D27M6I8M6I17M	2.7.11.11	2.7.10.2	269	False
P40376	P32491	375	0.185	539	0.5853	0.4401	0.4401	57M4D8M3D28M5D24M1D15M10D5M33I13M26D35M2D15M3I19M2D18M4D54M10D3M10I45M6D18M6D22M5I11M5D14M	2.7.11.11	2.7.12.2	404	False
P40376	P06239	371	0.186	301	0.5189	0.4331	0.4331	13M2D26M1I10M3I16M1I13M1D3M2I18M2D69M3D31M1D21M1D27M6I8M6I17M	2.7.11.11	2.7.10.2	272	False
P40376	P08103	325	0.199	301	0.5262	0.409	0.409	13M2D25M1I13M4I27M1D3M2I18M2D54M1I12M4D33M1D21M1D23M11I2M3I8M1I6M2D7M	2.7.11.11	2.7.10.2	265	False
P40376	P05532	209	0.169	491	0.4729	0.2322	0.2322	18M2I13M5I11M3I5M23D7M2I25M3D4M2D10M6D4M2D7M7I1M2I36M2D5M21D1M53D6M1I43M3D14M1D29M1D6M1I6M2D9M1D28M5I6M2D7M1I5M3D15M3I13M	2.7.11.11	2.7.10.1	334	False
P40376	P27619	186	0.168	160	0.7002	0.0555	0.0555	35M3I29M6I20M9I21M1I36M	2.7.11.11	3.6.5.5	141	False
P40376	P13382	130	0.101	353	0.4885	0.02498	0.02498	19M1D23M2D35M3D9M11D33M15D28M1D5M30I11M11D7M4D12M1D10M1I5M11D4M1D3M5I10M2D10M1I3M1I2M8D3M2D2M1D7M	2.7.11.11	2.7.7.7	241	False
P40376	P22830	106	0.111	63	0.7078	0.06371	0.06371	57M1I5M	2.7.11.11	4.99.1.1	62	False
P40376	P32378	93	0.153	65	0.684	0.06399	0.06399	29M4I23M2D7M	2.7.11.11	2.5.1.39	59	False
P40376	P15917	44	0.071	421	0.3271	0.08647	0.08647	8M3I31M9I7M2I30M5D3M47I13M4D8M2I2M4D1M6I2M14I3M3I2M2D7M18I4M4I2M6I8M2I2M6I9M9D6M1D3M7I39M13D12M9D6M3I7M3D11M1D12M	2.7.11.11	3.4.24.83	238	False
P40376	P21932	36	0.089	493	0.2979	0.03801	0.03801	10M8I13M1D29M12I23M1D10M5D5M10I6M17I3M14I12M34I9M2I3M4I10M9D9M10I1M13I5M8I4M6I13M4D3M5D2M3D9M10I3M2D3M4D13M8D5M6D5M1D2M8I4M23D12M2D10M1D13M7D6M	2.7.11.11	4.6.1.1	255	False
P50528	P50528	5582	1.0	683	1.0	1.0	1.0	683M	2.7.11.21	2.7.11.21	683	True
P50528	P40376	720	0.285	298	0.6967	0.4829	0.4829	22M1D128M2I18M1I5M1I45M2I21M5D13M6I2M1D5M3D17M	2.7.11.21	2.7.11.11	276	True
P50528	P05986	713	0.256	355	0.6779	0.6199	0.6199	27M12D6M6D4M3I22M1D128M3I17M1I3M1I47M2I21M5D16M5I4M4D17M	2.7.11.21	2.7.11.11	312	True
P50528	P00528	532	0.228	263	0.6141	0.4176	0.4176	7M2I30M1I9M3I48M2D61M1D20M2I19M1D21M1D35M	2.7.11.21	2.7.10.2	250	False
P50528	P07948	430	0.221	280	0.5707	0.4207	0.4207	4M4D4M3D6M2I31M6I4M2D51M2D62M1D14M1D4M3I19M1D21M1I34M	2.7.11.21	2.7.10.2	254	False
P50528	P06240	429	0.221	257	0.5872	0.4153	0.4153	32M4I31M1D3M2I20M2D62M1D14M1D4M3I19M1D25M1D3M2I26M	2.7.11.21	2.7.10.2	239	False
P50528	P06239	424	0.22	259	0.5832	0.4152	0.4152	32M4I31M1D3M2I20M2D59M2I8M3D7M1D4M3I19M1D25M1D4M2I25M	2.7.11.21	2.7.10.2	237	False
P50528	P08103	405	0.2	280	0.5721	0.4084	0.4084	4M7D10M2I31M5I4M1D27M1D3M2I20M2D62M1D14M1D4M3I19M1D21M1I34M	2.7.11.21	2.7.10.2	253	False
P50528	P32491	401	0.207	328	0.5953	0.446	0.446	4M2I23M1D11M1I33M2D24M4D48M10D3M12I12M1I6M1I27M6D18M4D34M13I2M10I3M4D9M	2.7.11.21	2.7.12.2	257	False
P50528	P32490	338	0.227	329	0.606	0.4382	0.4382	20M2D9M8D4M2I22M1D8M2I4M1D33M2D20M2I1M6D48M10D3M12I16M2I29M6D17M4D35M	2.7.11.21	2.7.12.2	269	False
P50528	P05532	254	0.178	449	0.5256	0.2359	0.2359	7M2I21M6D9M2I17M1D43M21D5M54D54M2D21M2I18M1D7M2D6M1I6M1I37M2I4M9I3M9I11M14I14M13I24M	2.7.11.21	2.7.10.1	307	False
P50528	P27619	48	0.103	513	0.2544	0.04729	0.04729	8M6I20M3I1M2D3M6D5M7D5M3D5M1D7M17I5M8D3M2I12M17I4M14I5M23I5M6D13M8I5M4D8M2D2M2I2M5D7M11I11M13I4M4D5M10D3M6D3M2D1M1I8M1D9M1I2M6I10M8I5M4I5M1I15M5I2M3I16M1D24M10I4M2D11M1I9M3I6M1I5M	2.7.11.21	3.6.5.5	283	False
P50528	P32378	47	0.161	149	0.3688	0.07304	0.07304	15M5I3M5I23M6I9M7D8M1D5M13I11M5D4M4I14M2D9M	2.7.11.21	2.5.1.39	101	False
P50528	O60231	44	0.094	222	0.3808	0.03479	0.03479	7M3D1M2I5M3I6M14I2M8I20M4I8M15D10M15I33M12I33M2I6M1I12M	2.7.11.21	3.6.4.13	143	False
P50528	P13382	44	0.116	480	0.245	0.02197	0.02197	4M1D4M1I6M15D4M2D4M4D5M10I3M17I10M3I12M1D5M5I22M10D10M1D37M9D4M9D5M7D33M31I18M8D8M41I15M21I20M22D15M5I13M	2.7.11.21	2.7.7.7	257	False
P50528	P21932	68	0.135	96	0.4528	0.02458	0.02458	15M5I14M13I30M5I14M	2.7.11.21	4.6.1.1	73	False
P50528	P22830	51	0.121	173	0.3559	0.06833	0.06833	20M6I3M3I40M16D6M7D3M1I5M9I2M7I1M5D11M9D7M2I10M	2.7.11.21	4.99.1.1	108	False
P51541	P51541	3097	1.0	357	1.0	1.0	1.0	357M	2.7.3.3	2.7.3.3	357	True
P51541	P51545	2630	0.765	354	0.9681	0.9746	0.9746	354M	2.7.3.3	2.7.3.3	354	True
P51541	O15992	1619	0.519	364	0.8006	0.4571	0.4571	12M3D7M1I3M2D77M1I10M1D184M1I24M3D35M	2.7.3.3	2.7.3.3	352	True
P51541	P16641	1617	0.482	348	0.8281	0.4459	0.4459	54M1I46M2D245M	2.7.3.3	2.7.3.4	345	True
