query	target	bits	fident	alnlen	lddt	ttmscore	alntmscore	cigar	query_ec	target_ec	ungapped_alnlen	ec_match
P36888	O08560	33	0.081	1294	0.2617	0.055	0.055	29M1I1M5I27M5D10M5I5M4D4M7I3M5D3M2I4M9I6M9I1M11D7M4I13M11D3M10D7M3I12M22D4M4D5M10D3M7D3M4D5M5D24M1I9M3D6M3I3M27D5M1D2M9D4M1I5M58D6M10I5M14I8M10I9M3D1M6I5M4I2M4I5M40D7M3I2M13I5M9I1M5I4M4I2M2D7M1I5M3D5M10I1M20I3M6I13M1D11M9D10M8I5M6D3M4D7M7D7M4D11M13D8M2D7M15D17M9I8M7I7M5I2M1I1M17I6M3I4M8I14M18I6M1I3M31I17M1I21M21I10M1D15M2D3M9I2M10I4M8D3M11I4M4D7M3D6M10I8M9I10M1D8M15I1M3I14M5D8M1D11M	2.7.10.1	2.7.1.107	598	False
P36888	Q13574	32	0.085	1283	0.2537	0.05085	0.05085	14M6I14M2I18M7D20M10I13M8I2M12D3M1D1M4I3M4I1M3D1M3I5M10D7M6I5M7I8M6D7M8D3M5D9M4D5M10D3M7D3M4D8M5D21M1I9M3D6M3I3M27D5M42D7M3I4M26D6M8I12M6D4M11D3M52D5M1I3M14I3M7D2M3I3M1D4M6I4M4I9M3I5M30I3M9I6M2I5M10D3M1I6M1D2M14I5M2I4M1D1M13I2M3D5M13I11M9I1M6I21M13D8M2D6M15D16M6I11M15I4M2I5M19I9M7I5M1I9M18I6M1I3M31I17M1I19M21I12M1D14M3I2M23I8M6D11M4D6M3D7M10I8M9I10M1D4M3I5M15I11M5D11M1D7M	2.7.10.1	2.7.1.107	580	False
P36888	P25500	31	0.077	556	0.2958	0.0315	0.0315	5M1D8M1I9M19I4M12I6M12D15M14D5M4D28M6D17M5I8M9I10M6I7M16I6M4I7M25I3M9I17M4D25M16I4M46I5M2I14M12I3M24I7M7I11M11I3M3I3M20I38M	2.7.10.1	2.7.7.19	268	False
P36888	P95690	28	0.104	536	0.2524	0.05129	0.05129	29M7D11M2D6M1I4M2D14M7D7M1I2M4I9M7I10M2D8M1D3M3D6M2D1M17D4M2I9M2D3M14D7M6D5M14D7M7D1M1D17M16D14M7D3M2I16M2D5M8I2M1D9M2I2M1D5M2D6M1I5M4I3M3D3M15I2M2D6M2D3M3D10M9I5M2D4M4D4M1D6M9I3M3I4M8D4M2D2M4I4M3D6M4D15M	2.7.10.1	2.7.7.7	314	False
P36888	P32383	49	0.094	223	0.3574	0.04155	0.04155	13M3D16M9I24M10D3M2I4M6I5M3D5M7I1M11D2M9D30M4D4M22D4M1D18M1D6M	2.7.10.1	3.1.4.11	135	False
P36888	Q9V2F4	38	0.08	346	0.3071	0.03609	0.03609	21M4I10M15D7M16I5M8I3M3D11M6I5M1I8M4D26M11D6M24D14M1I6M1D8M11D6M24D5M23D9M4D40M	2.7.10.1	2.7.7.7	190	False
P37869	P37869	3884	1.0	430	1.0	1.0	1.0	430M	4.2.1.11	4.2.1.11	430	True
P37869	Q02499	73	0.131	198	0.2946	0.1704	0.1704	17M2I10M1I11M4D8M4D2M1I11M5I20M7D13M9D1M5I2M2D5M1D10M2D2M4D12M1D4M1D8M9D4M	4.2.1.11	2.7.1.40	140	False
P37869	P56109	76	0.148	121	0.3327	0.2091	0.2091	11M4D3M1I5M5D16M1I3M2D5M2I16M1I5M5D2M9I2M7D16M	4.2.1.11	4.1.2.13	84	False
P38418	P38418	7929	1.0	896	1.0	1.0	1.0	896M	1.13.11.12	1.13.11.12	896	True
P38418	Q06327	3683	0.437	864	0.8177	0.912	0.912	18M1D7M1D26M7D2M4D11M1D41M1D3M1D53M3I25M3I10M1D24M4D21M1I8M1D9M1D5M1I21M3D2M5D7M3I78M1I31M1I28M1I5M3D10M1I249M1I4M1I115M	1.13.11.12	1.13.11.58	813	True
P38418	P25500	87	0.202	79	0.628	0.02931	0.02931	32M5D5M1D36M	1.13.11.12	2.7.7.19	73	False
P38418	P17948	85	0.141	78	0.7077	0.01561	0.01561	21M8D25M1D23M	1.13.11.12	2.7.10.1	69	False
P38418	Q13574	83	0.246	77	0.6403	0.02733	0.02733	5M1D38M1D4M4D24M	1.13.11.12	2.7.1.107	71	False
P38418	O08560	72	0.184	125	0.5196	0.03302	0.03302	5M1D38M1D11M4D19M8I13M2D1M7I8M1D6M	1.13.11.12	2.7.1.107	101	False
P38418	P36888	67	0.106	198	0.4272	0.04623	0.04623	18M2D10M6D2M4D15M3I18M7D10M3I3M4I2M14I8M4I8M2I16M1D8M2I4M13I11M	1.13.11.12	2.7.10.1	133	False
P38418	P32350	65	0.148	101	0.5813	0.0384	0.0384	31M7D11M2D31M9I10M	1.13.11.12	2.7.12.1	83	False
P38418	Q08499	61	0.149	134	0.513	0.02713	0.02713	16M6D6M5D20M10D4M4D14M6D11M11I21M	1.13.11.12	3.1.4.53	92	False
P38418	P33886	54	0.162	179	0.4408	0.03291	0.03291	40M15D4M18D19M2D10M9I6M2D15M7D2M5I8M3I14M	1.13.11.12	2.7.12.2	118	False
P38418	Q08345	52	0.119	126	0.5074	0.02426	0.02426	34M19D25M3D12M10I9M5I9M	1.13.11.12	2.7.10.1	89	False
P38418	P32383	49	0.107	280	0.3757	0.05681	0.05681	34M1I10M7I9M16D9M9I2M13D17M1I5M1I6M3I6M2I2M6D1M1D6M5I4M4D2M13D6M5I8M3I8M2D4M5I8M14I6M4D12M	1.13.11.12	3.1.4.11	165	False
P38418	P08018	40	0.114	461	0.2652	0.05608	0.05608	27M2D18M3D28M9I17M1D5M12D3M3I4M6I6M21I4M9I1M5D5M2I2M1D12M8I7M4D1M2I3M6I9M2D9M7I3M2I4M1D2M12D6M14I5M8I6M8I4M12I12M4I9M15I5M12I4M6D16M2D25M	1.13.11.12	2.7.12.2	262	False
P38418	P14270	29	0.103	1011	0.2172	0.06836	0.06836	11M2D13M2D44M15I6M25I4M7I8M14I4M18I5M7I3M2I9M1I7M21I11M15I3M5I8M6I9M9D11M3I16M2I17M6D8M3D2M45D1M5D9M4I12M5I2M2D11M11I1M17I5M8D8M6I13M2I7M13I14M21I1M24I7M5D3M1D10M1D4M7D5M10D3M2D15M2D3M6D6M3D6M8D5M1D3M3D8M7I9M4D10M7I6M19I9M8I7M5I6M6I6M5D3M10I2M2D13M6I4M18D15M1I14M1D4M1D11M5I7M10I3M12I1M2I16M	1.13.11.12	3.1.4.53	507	False
P38418	P29295	89	0.065	91	0.679	0.04437	0.04437	25M18D48M	1.13.11.12	2.7.11.1	73	False
P38418	P08922	79	0.134	97	0.591	0.01092	0.01092	9M1D8M5D21M1D35M10I7M	1.13.11.12	2.7.10.1	80	False
P38418	P18769	75	0.106	113	0.5329	0.03211	0.03211	19M1I23M1D27M9D3M13I4M2I11M	1.13.11.12	2.7.13.3	87	False
P38418	Q38997	46	0.089	190	0.461	0.04691	0.04691	23M1D16M2D2M27D4M12D23M14I7M21I6M1D3M2I4M1D3M3I8M1I2M1I3M	1.13.11.12	2.7.11.1	104	False
P38418	P36507	33	0.108	405	0.2176	0.06901	0.06901	8M3I18M12I17D9M1D8M10I7M2I8M39I3M1D11M8I8M3D8M5I16M7I3M2I4M1D3M12D8M1D6M36I2M10I13M4I10M15I3M12I7M5D13M1D3M2D4M1I12M	1.13.11.12	2.7.12.2	195	False
P38418	P29317	33	0.084	437	0.2343	0.03958	0.03958	38M6D13M2D15M11I8M4I9M3I6M1D4M2I2M5I7M17I4M13I7M4D3M2D7M3I5M11I10M9I6M10I4M1D2M12D9M3I1M7I4M30I7M4I11M4I3M17I5M2I5M3D1M7I31M7D10M	1.13.11.12	2.7.10.1	237	False
P38418	Q02750	31	0.082	522	0.2057	0.06857	0.06857	14M9I9M15I2M14D9M1D9M8I7M4I7M39I3M1D11M8I8M3D8M5I16M7I3M2I4M1D3M12D7M3D4M32I3M16I12M4I9M15I5M12I7M5D13M1D3M2D4M1I13M13D5M3D1M18D4M3D5M1I5M3I9M12D7M5D7M2D6M	1.13.11.12	2.7.12.2	242	False
P38418	Q63980	31	0.087	515	0.1965	0.07317	0.07317	21M14I1M15D10M1D10M8I7M4I7M39I3M1D11M8I8M3D7M8I5M3D9M7I3M2I4M1D3M12D7M3D4M32I3M16I12M4I9M15I5M12I7M5D13M1D3M2D4M1I13M13D5M3D1M18D4M3D5M1I5M3I9M12D7M5D7M2D6M	1.13.11.12	2.7.12.2	238	False
P38418	Q05116	29	0.089	413	0.2062	0.06887	0.06887	15M8I3M1I6M14I2M13D9M1D9M8I7M4I7M39I3M1D11M8I8M3D7M8I4M3D10M7I3M2I4M1D3M12D7M3D4M38I3M10I12M4I9M15I5M12I7M5D13M1D3M1D17M	1.13.11.12	2.7.12.2	191	False
P38418	Q63932	26	0.116	274	0.1484	0.06975	0.06975	6M2I3M1D11M8I8M3D7M8I4M3D10M7I3M2I4M1D3M12D8M1D6M36I2M10I13M4I10M15I3M12I7M5D13M1D3M2D4M1I12M	1.13.11.12	2.7.12.2	140	False
P39518	P39518	6641	1.0	744	1.0	1.0	1.0	744M	6.2.1.3	6.2.1.3	744	True
P39518	P56109	33	0.115	441	0.1968	0.1618	0.1618	5M1I4M1I12M18I11M4I3M7I21M7D5M3D9M1I10M1I13M9D10M1I2M1I4M4D6M11I12M2I14M4D3M2D7M9I6M6I7M1D3M8D11M6I2M12D8M6I11M3I2M5I4M14I6M10I6M15I4M3I6M4I3M1D6M10I15M	6.2.1.3	4.1.2.13	251	False
P39518	P06999	45	0.093	298	0.2194	0.2185	0.2185	17M1D6M1D5M5I7M11I12M1D10M1I13M26D3M3D8M1I2M3D2M1I8M5D12M2D3M1D7M10D2M5D6M11I7M2I12M8I7M4D6M3I5M4D2M14D13M	6.2.1.3	2.7.1.11	175	False
P39518	P34795	33	0.127	478	0.2161	0.1337	0.1337	10M4I9M11I5M1I23M6I1M3I22M5D4M17D9M6I10M2D2M6I10M1I10M2D7M3I9M14D3M1I4M4I10M1I9M3D6M3I4M10I1M9I11M3D7M3D1M4I4M2D7M2D8M4I1M5I7M4D2M3I2M11I5M4I4M30I8M9I5M2I4M13I23M	6.2.1.3	5.3.1.9	267	False
P45974	P45974	7427	1.0	858	1.0	1.0	1.0	858M	3.4.19.12	3.4.19.12	858	True
P45974	Q38997	57	0.155	180	0.3823	0.0774	0.0774	5M3I4M11D10M4I6M11I19M2D8M1I5M8I48M5I6M3I21M	3.4.19.12	2.7.11.1	132	False
P45974	Q08345	36	0.148	202	0.3612	0.02839	0.02839	8M3I7M2I7M2D24M3I5M64I9M7I7M7I3M1I18M3I9M1I4M4D4M	3.4.19.12	2.7.10.1	105	False
P45974	P18769	34	0.165	200	0.3398	0.02816	0.02816	12M1I4M2I40M20D5M3I6M8I2M1D12M1I2M4D5M8I5M5I22M1I3M6I10M1I11M	3.4.19.12	2.7.13.3	139	False
P45974	P17948	34	0.15	358	0.3012	0.0321	0.0321	9M11I4M13D5M4D7M5I4M9I8M2I5M2I27M5D4M1I1M2I6M9I5M10I10M14D2M5D9M3D9M1D9M11D2M3D2M3D8M8D2M19D10M1D5M2D12M1D7M6D3M3D3M9D10M1I7M	3.4.19.12	2.7.10.1	195	False
P45974	Q08499	31	0.162	259	0.2783	0.03042	0.03042	10M1I8M17D10M8D10M9D3M4D11M8D10M6I4M10I4M4I5M2I20M3I3M5D13M1I4M2D5M2I7M7D7M1I14M2D7M3D9M	3.4.19.12	3.1.4.53	164	False
P45974	P14270	30	0.159	238	0.2859	0.03144	0.03144	13M8I9M1D16M9D3M4D11M8D10M6I4M10I4M4I5M2I20M3I3M5D13M1I4M2D7M5D14M1I14M2D5M1D3M1I7M	3.4.19.12	3.1.4.53	165	False
P45974	O08560	24	0.138	591	0.2447	0.04936	0.04936	7M5I5M2I7M12D5M7D6M1D4M3I25M6I10M32I9M3I2M6D4M6I1M2D13M7D2M8D4M36D7M5D4M8D3M7D8M2I5M8D1M5D10M1I6M7D4M4D8M37D4M4D16M5I14M1D7M2D10M4I4M1D4M18D17M2I2M4D1M2D3M10I3M3D4M4I6M3D7M10D11M2D9M2I12M	3.4.19.12	2.7.1.107	294	False
P45974	Q13574	178	0.131	587	0.2499	0.05241	0.05241	7M5I5M2I7M12D5M7D6M1D4M3I25M6I10M32I9M3I2M6D4M4I16M7D2M8D4M36D7M5D4M8D3M7D8M2I6M13D10M1I6M7D4M4D7M37D5M4D16M5I14M1D7M2D10M4I4M1D4M18D19M4D6M10I3M3D4M4I6M3D7M10D11M2D10M2I11M	3.4.19.12	2.7.1.107	298	False
P45974	P36888	80	0.103	348	0.3393	0.04475	0.04475	6M3I1M8I3M13D9M16I17M8I30M11D6M4D7M5I5M10I8M4D4M15D8M2D2M1D6M1D11M11D2M3D2M3D9M27D11M1D6M2D20M3D6M2D16M	3.4.19.12	2.7.10.1	195	False
P45974	P08922	75	0.093	149	0.3565	0.02455	0.02455	8M2D6M2D12M11D2M3D2M3D7M26D13M1D6M2D23M1I19M	3.4.19.12	2.7.10.1	98	False
P45974	P32383	56	0.16	75	0.3141	0.02921	0.02921	33M3I7M3I25M1I3M	3.4.19.12	3.1.4.11	68	False
P45974	P29295	51	0.142	84	0.4242	0.03924	0.03924	4M6I5M3I15M12D39M	3.4.19.12	2.7.11.1	63	False
P45974	P33886	43	0.142	246	0.289	0.03946	0.03946	11M1D14M1D16M11D25M9I3M23I5M16D15M6D4M5I3M11I1M4D3M23I6M2I14M1D13M	3.4.19.12	2.7.12.2	133	False
P45974	P29317	43	0.093	543	0.2852	0.04772	0.04772	7M2D10M3I12M66I4M4I9M5D1M15I5M4D9M3I43M2D4M5D8M7D3M1I7M47D16M12D2M2D2M40D7M17D3M2D13M5D16M11D2M6D8M4D1M22D13M1D6M2D12M1I4M10D4M1I12M	3.4.19.12	2.7.10.1	243	False
P45974	P32322	36	0.165	157	0.2986	0.06363	0.06363	15M7I12M2I4M4I9M6D7M8I12M2D21M6I2M6D31M1D2M	3.4.19.12	1.5.1.2	115	False
P45974	P32350	35	0.083	252	0.2826	0.02755	0.02755	30M8D13M8D37M40I20M3D12M6I3D3M4I6M27I5M5D7M3D12M	3.4.19.12	2.7.12.1	145	False
P45974	P25500	35	0.1	597	0.2269	0.05195	0.05195	6M1D9M5I5M5I4M2D7M1D3M2D2M3D2M12D9M3D9M2I3M3I7M1I2M8D3M4D4M4D1M3I2M1D9M1D11M6D2M3D11M26I13M1D5M5D11M8I3M2D9M7I3M2D2M1D10M2D3M6I2M22D5M4D5M21D9M2D5M19D12M1D43M25I5M10I18M7I3M52I14M5D8M	3.4.19.12	2.7.7.19	299	False
P45974	P08018	34	0.107	315	0.2603	0.03776	0.03776	17M1D2M13I3M2I13M7D8M7I4M10I10M2I44M1I32M2I5M20I2M2D27M4D3M10I3M39I22M	3.4.19.12	2.7.12.2	195	False
P45974	Q03145	28	0.074	512	0.2441	0.03768	0.03768	19M1I12M66I4M4I9M5D2M6I7M2D14M5I4M5D14M4D14M6D7M11D2M8D5M9D4M25D7M44D9M2D8M4I3M1I9M1I4M4D1M16D11M5D16M11D2M6D8M4D1M2D3M20D10M1D6M2D12M1I4M	3.4.19.12	2.7.10.1	231	False
P47058	P47058	2161	1.0	250	1.0	1.0	1.0	250M	3.5.4.33	3.5.4.33	250	True
P52429	P52429	5053	1.0	567	1.0	1.0	1.0	567M	2.7.1.107	2.7.1.107	567	True
P52429	O08560	1319	0.282	563	0.7016	0.4587	0.4587	16M4D3M3D5M1I22M1D9M3D18M1I11M2D6M3D16M2D26M24D7I9M6I2M12D52M2I29M4I25M1I31M10D2M1I5M1I69M1I1M5D26M1D17M1I10M1I19M1I36M	2.7.1.107	2.7.1.107	465	True
P52429	Q13574	1290	0.292	547	0.6836	0.4583	0.4583	15M4D4M1D27M1D17M3D10M1I10M3D2M2D21M2D26M7D23M16D53M2I29M4I25M1I29M3D2M7D2M1I5M1I69M1I1M5D26M1D17M1I10M1I18M1I37M	2.7.1.107	2.7.1.107	478	True
P52429	P32383	23	0.097	358	0.1573	0.0491	0.0491	15M6D3M4I7M2I6M22D3M3D11M4D5M15D3M2D9M5D3M3I6M2D3M5D1M2D4M9I1M2D4M50I9M1I4M4I12M6D1M3I4M3I6M4I3M1D5M1I3M14I1M2I5M17D3M2D15M1I8M	2.7.1.107	3.1.4.11	163	False
P52699	P52699	2154	1.0	246	1.0	1.0	1.0	246M	3.5.2.6	3.5.2.6	246	True
P52699	P04190	809	0.336	241	0.7856	0.7595	0.7595	24M5D21M1I39M1D54M1D40M3D52M	3.5.2.6	3.5.2.6	230	True
P55059	P55059	4186	1.0	505	1.0	1.0	1.0	505M	5.3.4.1	5.3.4.1	505	True
P30844	P30844	2697	1.0	363	1.0	1.0	1.0	363M	2.7.13.3	2.7.13.3	363	True
P30844	P36557	2269	0.856	356	0.968	0.9839	0.9839	356M	2.7.13.3	2.7.13.3	356	True
P30844	P35164	308	0.17	434	0.627	0.2897	0.2897	16M1I32M1D7M1I19M3D8M114D14M2I13M8D10M1D14M4I4M4D10M1I20M2D11M2I29M1D35M4D29M1I13M	2.7.13.3	2.7.13.3	284	True
P30844	P18769	146	0.175	320	0.5357	0.1638	0.1638	8M6I4M3I2M3I25M1I9M2I14M8D32M11D1I8M2I15M3D7M2I8M1D16M1D3M10D4M1D9M1D21M25D6M1D3M1D29M1I13M	2.7.13.3	2.7.13.3	236	True
P30844	P14270	46	0.121	312	0.4231	0.07174	0.07174	8M7I21M10I4M12D11M2D19M4D6M1D6M1D11M36D4M3D5M1I6M12D7M7I18M2D3M1I2M3D30M8D3M2I13M6I17M	2.7.13.3	3.1.4.53	194	False
P30844	Q92179	29	0.118	347	0.2618	0.08388	0.08388	9M6I27M12I11M2I9M4D11M5I9M11I12M3I7M21I1M13D3M2I2M20I8M2D7M8D4M4I8M2D9M9D7M9I3M10I3M13D5M3I4M6D9M3D11M	2.7.13.3	2.8.2.17	179	False
P30844	Q08499	247	0.121	312	0.424	0.07103	0.07103	8M7I21M10I4M12D11M2D19M4D6M1D6M1D11M36D4M3D5M1I6M12D7M7I18M2D3M1I2M3D30M8D3M2I13M6I17M	2.7.13.3	3.1.4.53	194	False
P32322	P32322	2469	1.0	319	1.0	1.0	1.0	319M	1.5.1.2	1.5.1.2	319	True
P32322	Q08345	80	0.193	98	0.57	0.04103	0.04103	42M9I9M2D9M8D19M	1.5.1.2	2.7.10.1	79	False
P32322	P29295	57	0.117	179	0.4918	0.0792	0.0792	7M1I4M5I18M1D2M8I9M3I3M7I2M15I15M16D14M2D9M2D36M	1.5.1.2	2.7.11.1	119	False
P32322	P94951	54	0.131	358	0.3503	0.201	0.201	2M3D4M2D17M2I4M4D20M7I5M2D10M1I3M3D12M2I8M14I3M31I17M8D8M7I8M2D8M5I6M8I8M4D6M11D20M10D4M4D24M9I8M1I13M	1.5.1.2	1.5.98.1	218	False
P32322	P18769	51	0.164	170	0.4645	0.04476	0.04476	15M3D15M2I7M5I10M6I5M4I8M9I15M1I6M2I7M1D10M12D20M2D5M	1.5.1.2	2.7.13.3	123	False
P32322	P36888	60	0.12	150	0.4864	0.03774	0.03774	12M1D3M2I23M8D7M3D15M1I1M2D25M10I10M2D25M	1.5.1.2	2.7.10.1	121	False
P32322	P56109	58	0.084	356	0.3207	0.1989	0.1989	3M1D5M3I12M2D10M3D13M1D1M5D5M3D3M6D7M1D10M6D12M2I12M17D15M19I5M13D16M2I6M5D3M12I7M12D5M1I8M9D13M7I5M2I3M12I2M7I24M	1.5.1.2	4.1.2.13	205	False
