query	target	pident	ug_alnlen	y_true
O31662	P00327	4.8	123	0
P46116	P35576	13	220	0
P46154	Q00796	20.2	342	0
P21964	P49327	12.5	151	0
O09175	P09960	35.5	596	0
P22317	Q9KPS1	11.9	301	0
P22318	Q56584	18.6	74	0
P22319	P19498	24.4	144	0
P38913	P04079	12.2	156	0
P38940	P26827	22.3	423	0
P38998	Q08352	16.8	309	0
P39006	P27115	8.4	76	0
P39007	O13898	15.1	240	0
P39049	P05656	5.2	130	0
P24155	P24171	25.5	637	0
P32340	P37062	15.1	322	0
P32461	O66726	11.6	179	0
P10902	P00363	30.9	487	0
P07328	P26163	18.8	378	0
P07330	P18769	26.3	114	0
Q9L9I7	P11154	9.2	311	0
Q9LDH0	P22033	10.2	162	0
O08912	P55241	9.3	277	0
P30986	P09788	12.9	424	0
P31057	Q9ZFK4	9	212	0
P31116	Q07982	10.1	281	0
P31327	P00968	40.2	1044	0
Q00924	Q05115	19	207	0
Q00985	P05326	20.4	280	0
P00644	Q9WVC6	15	141	0
P30138	Q27743	13.7	103	0
Q60352	Q9X2A4	17.6	235	0
P00968	P31327	39.6	1056	0
P02794	P22337	15	169	0
P50264	P19643	19.3	403	0
P0AFG3	P29401	10.7	557	0
P0AFG8	P29401	17.1	603	0
P0AGE9	P53396	30.5	279	0
P46926	O95336	18	230	0
P46964	P14280	10.6	128	0
P46976	P43123	7.2	172	0
P47096	P75713	9.8	78	0
P47096	P40034	10.5	79	0
Q93099	P42413	8.6	221	0
Q94734	P41222	16.1	179	0
P04964	P04406	8.9	231	0
P04993	O15523	12.7	324	0
P04994	Q9RHV9	18.6	79	0
P04995	P13382	10.8	395	0
Q9Y2T3	P72156	17.8	402	0
Q9Y3D8	P43346	10.4	160	0
P17854	P49915	13	162	0
P17989	P24806	19.5	172	0
P80563	O87948	23.3	746	0
P80564	P42787	12.6	87	0
P80644	P00388	15	155	0
P80653	P07872	9.2	203	0
P22320	P19496	24.6	385	0
P22321	P80053	9.7	196	0
P22543	P06784	8.8	462	0
P94571	P35576	14.6	179	0
P94951	P39928	16.3	106	0
P00383	P56255	17.3	65	0
P29946	P76038	10.3	177	0
P30046	P34884	33.9	114	0
P29082	P25500	9.6	80	0
Q01738	P04841	15.1	485	0
Q02189	P36553	9.2	206	0
P21164	P33124	10.9	299	0
P21264	P09029	26.2	337	0
P31891	P19496	20.3	391	0
Q02499	P42850	46.3	109	0
Q02724	Q23977	16.8	260	0
P05314	Q58280	16.2	238	0
P05326	Q00985	20.6	275	0
Q9RFD6	P00459	32.8	259	0
Q9RGS8	P15586	10.8	337	0
Q9RW45	P72156	16.8	338	0
P16640	P37062	21.6	376	0
P16692	Q58897	14.8	221	0
P39315	P40288	12.6	198	0
P39371	Q51705	7.3	314	0
P21513	Q9UKV0	12.7	483	0
P35505	P77608	10.6	198	0
P35520	P47998	36.4	320	0
P0A836	P53396	19.1	365	0
Q15392	P30986	13	331	0
Q16134	P81383	9.5	351	0
O24915	O34925	18.3	214	0
O26010	O24035	9.9	130	0
O26232	Q48907	19.8	191	0
P19080	P37552	19.7	67	0
P19449	O66914	10.3	180	0
P36979	P27487	10.5	239	0
P37062	P16640	21	405	0
P37063	P07003	29.4	564	0
P23830	Q53728	14.4	347	0
P23882	P28037	30.7	292	0
P53215	P21932	12.3	121	0
P53550	P42335	14.7	594	0
P08011	O14684	37.3	146	0
P08306	Q61147	17.7	75	0
P08310	P11444	25.7	349	0
P08394	P56255	15.6	598	0
P25080	Q46381	10.4	148	0
P25524	P42084	16.7	368	0
P00183	Q00441	21.7	366	0
P00327	P80175	34.3	361	0
P00363	P10902	30.9	487	0
Q59072	Q9Z1J3	14.9	343	0
Q59477	P07639	12.8	311	0
P09172	P98072	6.9	362	0
P09347	P80175	26.8	341	0
P42390	P0A877	30.8	259	0
P42415	P37251	23.4	534	0
P42419	O50580	19	251	0
P49789	P07902	21.8	119	0
Q9UBR1	P32961	20.2	300	0
Q9UBR2	P97821	31.5	217	0
Q9UHG3	O24164	14.8	405	0
Q9UHL4	P42785	40	467	0
Q9UHN1	P56206	23	395	0
O35710	P11936	14.6	233	0
P33665	P19686	12.5	139	0
P33767	Q92820	6.6	209	0
Q57609	P16066	14.8	90	0
Q57661	Q9SWE5	15	110	0
Q57843	P58314	33.4	259	0
P24806	P54818	8.8	175	0
P25051	P07862	27.9	295	0
P25052	P27505	17.3	201	0
P40363	P10619	6.3	248	0
P40545	P30140	11.2	195	0
P40852	P71447	20.1	197	0
P40859	Q63342	19.3	365	0
O00167	Q23977	19.4	260	0
O00469	O64765	9.6	218	0
P33025	P14540	7.6	236	0
P33160	P0A9T0	26.4	284	0
Q99487	P23687	8.7	217	0
P22907	P16575	13.3	177	0
P22936	Q9WYJ7	32.9	277	0
P22984	Q9X0Z9	33.5	424	0
P23234	P37063	17.8	515	0
P76038	P0A7E5	17.6	208	0
P76215	Q01693	9	262	0
P76270	Q01062	15.7	145	0
O95336	P46926	18	230	0
O95822	P76562	12.5	226	0
O96017	P22216	27.1	431	0
P00175	Q9UJM8	39	348	0
Q06174	O55137	10.7	206	0
Q06401	P00363	13.3	373	0
P18417	Q51705	9	295	0
P50582	P06239	11.5	283	0
P50583	Q13907	16	131	0
P50740	P00175	18.8	298	0
P51016	Q58595	20	314	0
P27505	P25052	17.3	201	0
P27652	P22643	18.3	283	0
P42084	P72156	18.5	378	0
P42085	P41216	11.8	151	0
P42106	P75713	12.3	211	0
P42206	P08310	17.5	351	0
P42220	P18548	57.6	309	0
P49426	P14280	11.5	243	0
P16016	O42479	9.5	240	0
P16027	P19573	8.9	369	0
Q01574	P10378	19.6	486	0
P15917	O88502	10.3	375	0
Q12737	Q12739	18.5	398	0
Q13085	P24182	31	443	0
P12281	P13009	15	89	0
P30307	Q61214	15.8	241	0
P30636	P38435	14.6	96	0
P30711	P21161	28.3	216	0
Q06121	Q43157	12.9	224	0
P81453	P31717	12	130	0
Q58504	O28190	20.5	268	0
O60704	P16304	11.1	175	0
O60733	Q13574	24	122	0
P73335	Q18677	10.4	244	0
P73832	P29946	18	93	0
P75713	P42106	12	212	0
Q9X0Z9	P22984	33.5	424	0
Q9X2A4	P22567	28.1	269	0
Q9XDH5	Q52428	16.9	89	0
Q9Y2B2	O48741	10.7	117	0
P17554	P08018	6.3	175	0
P17560	P48450	11.2	292	0
Q14693	Q23977	14.2	439	0
Q08352	P07001	28.6	352	0
P08690	P00459	11.7	194	0
Q53728	P23830	14.2	347	0
P24171	P24155	25.5	637	0
P24182	P14882	47.9	441	0
P46452	Q60099	9.9	156	0
Q43157	P32746	10.9	251	0
P07648	P03018	10.7	586	0
P52278	P47229	20	257	0
P52391	P31922	9.4	147	0
P52700	O24496	16.3	159	0
P45741	P16575	10.9	249	0
Q9VUF8	P05108	21.9	483	0
P26616	O74024	13.3	317	0
P26829	P29509	29.6	300	0
Q50539	P32327	7.8	217	0
Q51507	P37433	14.2	83	0
Q51697	Q46509	36.9	150	0
P27115	P44490	9.7	189	0
Q9Z1T6	P51451	10.5	323	0
Q9ZFM2	P05618	10.4	393	0
P22185	P21575	16.6	96	0
P22211	Q23977	13.7	450	0
P22216	O96017	26	444	0
P22256	P16932	27.4	411	0
P29372	Q9R0K7	10.5	76	0
O82827	Q12122	9.1	230	0
O86224	P49760	13.2	201	0
O87948	P18775	25.5	742	0
O88351	P08069	15.9	339	0
P35738	Q38854	16.9	306	0
P41543	P04825	10.8	178	0
Q16647	Q64654	19.2	455	0
Q16719	P77806	9.2	348	0
Q16769	Q03154	11.3	257	0
O50584	P31013	11	326	0
P42593	P09832	16.9	305	0
O14684	P08011	37.5	145	0
O14735	P97490	12.5	176	0
O14773	Q60106	18.6	508	0
O14832	P18548	11.6	202	0
Q9SD76	Q01647	8.1	554	0
Q9SWE5	P54616	7.6	182	0
O15294	Q14318	19.7	143	0
P56216	P09788	30.6	519	0
P56221	P11275	10.4	142	0
P10746	P0A786	11	206	0
P98191	P14270	9.6	371	0
P28820	P20580	37.6	456	0
P28829	P10506	28.6	253	0
P28861	P20070	19.4	227	0
P48728	Q63342	22.7	359	0
P28248	P06968	23.3	88	0
P28305	P0AB80	20.1	261	0
P38038	P00388	26.4	586	0
P03962	P11154	11.1	238	0
P80025	P05164	49.5	706	0
P80078	P30855	12.5	116	0
P80175	P00327	34.3	361	0
P39730	P56524	13.9	315	0
